Experiment,Model,beta,gamma,sigma,xi,NRMSE_S,NRMSE_E,NRMSE_I,NRMSE_R,Pearson_S,Pearson_E,Pearson_I,Pearson_R,
small_simple,SEIRS,0.3,1,0.1,0.6,0.006188905,0.004073305,0.001697207,0.001632336,0.970064315,0.969757166,0.920685693,0.90517783,
small_simple,SEIRS,0.3,1,0.1,0.7,0.007500851,0.004349015,0.001434861,0.002503201,0.950059727,0.962130084,0.944838352,0.697416212,
small_simple,SEIRS,0.3,1,0.1,0.8,0.007921487,0.005083358,0.001532638,0.002408643,0.936099647,0.938781074,0.936107368,0.597907511,
small_simple,SEIRS,0.3,1,0.1,0.9,0.005942785,0.002797983,0.001451294,0.00217004,0.97031124,0.987152511,0.943217766,0.650315926,
small_simple,SEIRS,0.3,1,0.1,1,0.008105442,0.005435866,0.001608885,0.002389125,0.924223144,0.920393833,0.928514074,nan,
small_simple,SEIRS,0.3,1,0.2,0.1,0.007218416,0.003322908,0.001269072,0.00408192,0.986246829,0.946657624,0.962987499,0.981025606,
small_simple,SEIRS,0.3,1,0.2,0.2,0.007673791,0.002984288,0.001793285,0.004314641,0.953344402,0.937125356,0.920511743,0.940167095,
small_simple,SEIRS,0.3,1,0.2,0.3,0.003647663,0.002009031,0.001595836,0.001775162,0.990481243,0.983559315,0.940030126,0.971935055,
small_simple,SEIRS,0.3,1,0.2,0.4,0.006921089,0.002977728,0.001380087,0.003330135,0.94678947,0.959122849,0.956760858,0.852725917,
small_simple,SEIRS,0.3,1,0.2,0.5,0.006880798,0.003260188,0.001571827,0.00274791,0.945013061,0.939927068,0.941255316,0.92722602,
small_simple,SEIRS,0.3,1,0.2,0.6,0.006086684,0.002706572,0.001751389,0.002805764,0.950997544,0.961033126,0.924970326,0.767546865,
small_simple,SEIRS,0.3,1,0.2,0.7,0.007220114,0.00338173,0.001505732,0.003029067,0.924390475,0.935596231,0.946874139,0.714805316,
small_simple,SEIRS,0.3,1,0.2,0.8,0.007712598,0.004012025,0.001395088,0.002760171,0.900329219,0.90867083,0.954065091,0.80649742,
small_simple,SEIRS,0.3,1,0.2,0.9,0.007801881,0.004551515,0.001159878,0.002310092,0.885707358,0.872706358,0.969879225,0.835066443,
small_simple,SEIRS,0.3,1,0.2,1,0.007179923,0.003310593,0.001360678,0.002767561,0.915238626,0.957129969,0.955547921,nan,
small_simple,SEIRS,0.3,1,0.3,0.1,0.009612906,0.003131016,0.001372463,0.007524632,0.952731941,0.906755409,0.958715299,0.920048048,
small_simple,SEIRS,0.3,1,0.3,0.2,0.006157701,0.001426363,0.00165292,0.004245668,0.975087677,0.985631789,0.940991756,0.952134771,
small_simple,SEIRS,0.3,1,0.3,0.3,0.007018767,0.002419559,0.001425534,0.003849966,0.950727438,0.951903574,0.958370492,0.92619846,
small_simple,SEIRS,0.3,1,0.3,0.4,0.005970667,0.002379245,0.001544792,0.00250128,0.96427696,0.951765051,0.949261231,0.979262033,
small_simple,SEIRS,0.3,1,0.3,0.5,0.006502191,0.002788267,0.001388494,0.002712184,0.935088267,0.927192746,0.961733718,0.908238543,
small_simple,SEIRS,0.3,1,0.3,0.6,0.006701638,0.002664696,0.001431961,0.002902934,0.929628182,0.93570873,0.958635307,0.935511177,
small_simple,SEIRS,0.3,1,0.3,0.7,0.005999804,0.002464806,0.001841289,0.002674372,0.93699656,0.937983825,0.923540641,0.837886064,
small_simple,SEIRS,0.3,1,0.3,0.8,0.006963601,0.002916996,0.001463298,0.002892471,0.903715244,0.923491286,0.954827716,0.772626337,
small_simple,SEIRS,0.3,1,0.3,0.9,0.006686337,0.002574605,0.00150296,0.00298784,0.913018329,0.941951287,0.952476473,0.854972852,
small_simple,SEIRS,0.3,1,0.3,1,0.006653636,0.002849434,0.001726155,0.003027478,0.904900654,0.913618549,0.933298711,nan,
small_simple,SEIRS,0.3,1,0.4,0.1,0.006581564,0.001818305,0.0014474,0.004445149,0.990588403,0.960989784,0.960035041,0.990823441,
small_simple,SEIRS,0.3,1,0.4,0.2,0.008348847,0.001515746,0.001669163,0.00668221,0.93945239,0.976162441,0.942020794,0.867215213,
small_simple,SEIRS,0.3,1,0.4,0.3,0.007040452,0.002025965,0.001414052,0.004167663,0.942785887,0.951821898,0.962837853,0.927529406,
small_simple,SEIRS,0.3,1,0.4,0.4,0.006275457,0.002544735,0.001405189,0.002953705,0.94476765,0.912815167,0.962897088,0.926546269,
small_simple,SEIRS,0.3,1,0.4,0.5,0.006863217,0.002235502,0.001525534,0.003421756,0.925280775,0.94388452,0.953012539,0.913460392,
small_simple,SEIRS,0.3,1,0.4,0.6,0.006580053,0.002165398,0.001443639,0.003145565,0.925369347,0.945168645,0.960980156,0.93449334,
small_simple,SEIRS,0.3,1,0.4,0.7,0.007675277,0.002856721,0.00136099,0.003536849,0.868827575,0.89717103,0.963704983,0.70922137,
small_simple,SEIRS,0.3,1,0.4,0.8,0.007358957,0.003480169,0.001694544,0.002765195,0.872941397,0.8206551,0.937973057,0.914357994,
small_simple,SEIRS,0.3,1,0.4,0.9,0.006813041,0.002640379,0.001621637,0.002993777,0.885946642,0.907909104,0.945426052,0.610959937,
small_simple,SEIRS,0.3,1,0.4,1,0.006530319,0.002065783,0.00186501,0.003218142,0.900885239,0.948786762,0.92477257,nan,
small_simple,SEIRS,0.3,1,0.5,0.1,0.01013983,0.002281565,0.001434542,0.008482479,0.945418066,0.911049756,0.960964232,0.923951402,
small_simple,SEIRS,0.3,1,0.5,0.2,0.004552283,0.001972996,0.001504019,0.002626514,0.986961979,0.93442175,0.958485245,0.977376202,
small_simple,SEIRS,0.3,1,0.5,0.3,0.00583561,0.002338266,0.001484195,0.002729526,0.966756749,0.914716045,0.956715034,0.972061929,
small_simple,SEIRS,0.3,1,0.5,0.4,0.006275061,0.001903688,0.001445938,0.003489779,0.937794484,0.94645359,0.962345011,0.900564203,
small_simple,SEIRS,0.3,1,0.5,0.5,0.006552118,0.001539266,0.001619229,0.003715879,0.92892538,0.963188021,0.952156125,0.929690894,
small_simple,SEIRS,0.3,1,0.5,0.6,0.007846704,0.002836557,0.001769474,0.003745961,0.856933087,0.867229787,0.934833388,0.778051885,
small_simple,SEIRS,0.3,1,0.5,0.7,0.006796554,0.002025112,0.001462739,0.003421371,0.894416012,0.939583829,0.961481103,0.770061111,
small_simple,SEIRS,0.3,1,0.5,0.8,0.006038534,0.001653526,0.001586641,0.003063861,0.921674085,0.957311192,0.955845951,0.91283882,
small_simple,SEIRS,0.3,1,0.5,0.9,0.006871826,0.002263817,0.001520194,0.003191459,0.877360596,0.922850319,0.956022926,0.70746063,
small_simple,SEIRS,0.3,1,0.5,1,0.006928171,0.00227598,0.001581716,0.003358164,0.868934115,0.916323048,0.952181765,nan,
small_simple,SEIRS,0.3,1,0.6,0.1,0.005408445,0.001600969,0.001525711,0.004029452,0.991301524,0.954642753,0.961325314,0.985471991,
small_simple,SEIRS,0.3,1,0.6,0.2,0.005457086,0.00184315,0.001548663,0.003822846,0.977472125,0.939429365,0.957697451,0.952497545,
small_simple,SEIRS,0.3,1,0.6,0.3,0.008292432,0.001999359,0.001672925,0.005585345,0.897239985,0.929478925,0.946682892,0.831401639,
small_simple,SEIRS,0.3,1,0.6,0.4,0.00581817,0.00255774,0.001739902,0.00272299,0.948042037,0.87135836,0.939857787,0.936134544,
small_simple,SEIRS,0.3,1,0.6,0.5,0.006901202,0.002769101,0.001992819,0.003594833,0.908215939,0.844893449,0.920138009,0.822003757,
small_simple,SEIRS,0.3,1,0.6,0.6,0.006398254,0.001698082,0.001767402,0.003474572,0.915317657,0.949613624,0.939311903,0.845050878,
small_simple,SEIRS,0.3,1,0.6,0.7,0.006518577,0.00187177,0.001611728,0.003273154,0.899887348,0.937075748,0.95154103,0.841051796,
small_simple,SEIRS,0.3,1,0.6,0.8,0.006547996,0.001288246,0.001641476,0.003790551,0.898633198,0.971767537,0.95317909,0.879287633,
small_simple,SEIRS,0.3,1,0.6,0.9,0.006150038,0.00132951,0.001645944,0.003340715,0.905135242,0.969765457,0.953129713,0.750627335,
small_simple,SEIRS,0.3,1,0.6,1,0.006056004,0.001239908,0.001701987,0.003466106,0.905348008,0.971622547,0.950663276,nan,
small_simple,SEIRS,0.3,1,0.7,0.1,0.006371527,0.002100718,0.001585021,0.005561689,0.982586962,0.901782905,0.952098544,0.962282311,
small_simple,SEIRS,0.3,1,0.7,0.2,0.008262054,0.002315502,0.001895801,0.005883895,0.932985517,0.879185469,0.929150386,0.917113446,
small_simple,SEIRS,0.3,1,0.7,0.3,0.006288712,0.001752251,0.001567808,0.003873726,0.949875517,0.936407462,0.955288729,0.934768935,
small_simple,SEIRS,0.3,1,0.7,0.4,0.005450599,0.001426127,0.001516874,0.002728491,0.962107861,0.958130835,0.962127048,0.983067974,
small_simple,SEIRS,0.3,1,0.7,0.5,0.00666732,0.001596118,0.001588963,0.003867026,0.909099984,0.944653817,0.956876738,0.871733929,
small_simple,SEIRS,0.3,1,0.7,0.6,0.006932684,0.001729443,0.001633399,0.00376455,0.891983037,0.938897502,0.951215394,0.892750532,
small_simple,SEIRS,0.3,1,0.7,0.7,0.007579303,0.002054939,0.00174949,0.004018945,0.847034565,0.910443044,0.941254145,0.821254427,
small_simple,SEIRS,0.3,1,0.7,0.8,0.007128203,0.002071549,0.001761186,0.003525988,0.857910708,0.909279671,0.9406002,0.835217475,
small_simple,SEIRS,0.3,1,0.7,0.9,0.007666694,0.00247759,0.001926995,0.003678838,0.813078853,0.861942785,0.927424789,0.497012149,
small_simple,SEIRS,0.3,1,0.7,1,0.00667846,0.001630676,0.001516763,0.003587764,0.867309727,0.945059436,0.961998643,nan,
small_simple,SEIRS,0.3,1,0.8,0.1,0.007914975,0.001771436,0.001583506,0.006251017,0.979362806,0.92559715,0.954414533,0.97816409,
small_simple,SEIRS,0.3,1,0.8,0.2,0.004942242,0.002070259,0.001866996,0.002865281,0.986441204,0.895956489,0.933308062,0.979966875,
small_simple,SEIRS,0.3,1,0.8,0.3,0.006251846,0.001898537,0.001686668,0.003420781,0.958914347,0.914474371,0.947258587,0.974986287,
small_simple,SEIRS,0.3,1,0.8,0.4,0.006855339,0.001689075,0.001750778,0.004028556,0.921823529,0.935284473,0.943304011,0.92703299,
small_simple,SEIRS,0.3,1,0.8,0.5,0.00573397,0.002108405,0.001809016,0.003196219,0.930718522,0.892477183,0.938242484,0.868591125,
small_simple,SEIRS,0.3,1,0.8,0.6,0.007159302,0.002118312,0.002109687,0.003820106,0.881384633,0.892380799,0.914900901,0.850274224,
small_simple,SEIRS,0.3,1,0.8,0.7,0.006778575,0.001866916,0.001665226,0.00343112,0.882440713,0.918319509,0.949926805,0.903403688,
small_simple,SEIRS,0.3,1,0.8,0.8,0.007842965,0.002646662,0.002447869,0.003756496,0.807895152,0.821471172,0.889045554,0.79213885,
small_simple,SEIRS,0.3,1,0.8,0.9,0.007290031,0.002135467,0.001827604,0.003619479,0.83110909,0.890111025,0.937134411,0.722401564,
small_simple,SEIRS,0.3,1,0.8,1,0.007227262,0.002042669,0.001819224,0.003661993,0.827552773,0.900751124,0.937839084,nan,
small_simple,SEIRS,0.3,1,0.9,0.1,0.006608554,0.001674497,0.001745076,0.005567927,0.985372573,0.928823649,0.943936112,0.972631498,
small_simple,SEIRS,0.3,1,0.9,0.2,0.006410954,0.001981437,0.001968215,0.004789429,0.963584981,0.89706038,0.927183381,0.936460609,
small_simple,SEIRS,0.3,1,0.9,0.3,0.007763679,0.002452538,0.002551406,0.004946129,0.911627782,0.835367642,0.882538743,0.902652198,
small_simple,SEIRS,0.3,1,0.9,0.4,0.005699664,0.002113692,0.002118305,0.003027145,0.947722564,0.881949985,0.915960715,0.935366829,
small_simple,SEIRS,0.3,1,0.9,0.5,0.006910282,0.002046521,0.00215459,0.003731398,0.896854379,0.890533685,0.913045807,0.89396659,
small_simple,SEIRS,0.3,1,0.9,0.6,0.00682883,0.002357475,0.002418192,0.003312507,0.886880709,0.850151578,0.892827889,0.889964378,
small_simple,SEIRS,0.3,1,0.9,0.7,0.008075714,0.002482619,0.002579631,0.004186703,0.802084794,0.83227626,0.8802483,0.746807738,
small_simple,SEIRS,0.3,1,0.9,0.8,0.007177695,0.0020372,0.002023076,0.003700901,0.84655138,0.892105729,0.923576397,0.70794868,
small_simple,SEIRS,0.3,1,0.9,0.9,0.007717654,0.002375069,0.002434027,0.003826499,0.797598283,0.848399031,0.891616236,0.699804552,
small_simple,SEIRS,0.3,1,0.9,1,0.007121125,0.001856674,0.001837358,0.003703331,0.828630392,0.912264751,0.938236295,nan,
small_simple,SEIRS,0.3,1,1,0.1,0.006995615,0.002192119,0.002486567,0.005874385,0.98384139,0.861962255,0.8889624,0.969224869,
small_simple,SEIRS,0.3,1,1,0.2,0.006411944,0.002202159,0.002497416,0.004455144,0.970354147,0.860950516,0.888108844,0.956426636,
small_simple,SEIRS,0.3,1,1,0.3,0.007626161,0.002210353,0.002506279,0.005213757,0.90958932,0.860123975,0.887411321,0.871112439,
small_simple,SEIRS,0.3,1,1,0.4,0.007798464,0.002216901,0.00251333,0.004907666,0.877319816,0.859462917,0.886856666,0.831142935,
small_simple,SEIRS,0.3,1,1,0.5,0.007987556,0.002222154,0.002519162,0.004653662,0.847322268,0.85893238,0.886398747,0.844314852,
small_simple,SEIRS,0.3,1,1,0.6,0.006708523,0.002226279,0.002523452,0.003443187,0.886105075,0.85851542,0.886063207,0.856759085,
small_simple,SEIRS,0.3,1,1,0.7,0.00672571,0.002229743,0.002526999,0.003230032,0.873162724,0.85816511,0.885787083,0.868006005,
small_simple,SEIRS,0.3,1,1,0.8,0.007558863,0.002232958,0.002530258,0.003877205,0.813749941,0.857839721,0.885534187,0.714604789,
small_simple,SEIRS,0.3,1,1,0.9,0.007401662,0.002236371,0.002533735,0.003753249,0.815019087,0.857493979,0.885264129,0.681858834,
small_simple,SEIRS,0.3,1,1,1,0.007504112,0.00224045,0.002537968,0.003789586,0.795772824,0.857080357,0.884934301,nan,
small_simple,SEIRS,0.4,0.1,0.1,0.1,0.483678764,0.166632998,0.156141965,0.164234237,-0.089122002,0.072163629,-0.096514907,0.060823625,
small_simple,SEIRS,0.4,0.1,0.1,0.2,0.47828348,0.195340006,0.183164002,0.103650018,-0.101179937,-0.081977387,-0.074186137,0.009836342,
small_simple,SEIRS,0.4,0.1,0.1,0.3,0.463109956,0.20164008,0.188441082,0.076593028,-0.11003475,-0.049783883,-0.122173551,-0.057584566,
small_simple,SEIRS,0.4,0.1,0.1,0.4,0.483225657,0.21725768,0.204427409,0.064529342,-0.072409082,-0.04656135,-0.098613583,0.020603361,
small_simple,SEIRS,0.4,0.1,0.1,0.5,0.458543136,0.208864197,0.198961921,0.053854473,-0.085288081,-0.033849756,-0.100288313,-0.025976597,
small_simple,SEIRS,0.4,0.1,0.1,0.6,0.422514539,0.198380913,0.180587635,0.046941013,0.058615568,-0.048406983,0.11594151,0.042068369,
small_simple,SEIRS,0.4,0.1,0.1,0.7,0.442036006,0.209391355,0.192258608,0.043523384,-0.043414685,-0.095349474,0.028838342,-0.007428948,
small_simple,SEIRS,0.4,0.1,0.1,0.8,0.44867791,0.21494599,0.196326972,0.040183494,-0.062954494,-0.021746796,-0.066566136,-0.001408224,
small_simple,SEIRS,0.4,0.1,0.1,0.9,0.470800141,0.222069363,0.213291113,0.037746475,-0.036792533,-0.053645459,-0.010677093,0.015050488,
small_simple,SEIRS,0.4,0.1,0.1,1,0.472178255,0.225057436,0.213784739,0.035529595,-0.065899517,-0.066576094,-0.027256033,nan,
small_simple,SEIRS,0.4,0.1,0.2,0.1,0.466044393,0.101085889,0.178787353,0.190346906,-0.008520542,0.32654559,0.149510372,0.07951242,
small_simple,SEIRS,0.4,0.1,0.2,0.2,0.487416176,0.129737886,0.231177876,0.130155587,-0.09829038,0.133103328,-0.082012682,0.00025198,
small_simple,SEIRS,0.4,0.1,0.2,0.3,0.517129264,0.148078174,0.268523649,0.103265778,-0.118279617,0.012188523,-0.104040076,-0.033551124,
small_simple,SEIRS,0.4,0.1,0.2,0.4,0.483188189,0.146424977,0.257709931,0.08202217,-0.085513014,-0.03704025,-0.03806987,0.05192123,
small_simple,SEIRS,0.4,0.1,0.2,0.5,0.465655801,0.14493027,0.254106839,0.069951031,-0.076920831,-0.054910674,-0.053826933,0.015181473,
small_simple,SEIRS,0.4,0.1,0.2,0.6,0.475132627,0.14999016,0.265631731,0.062587866,-0.045302904,-0.063977048,-0.012973127,0.024845834,
small_simple,SEIRS,0.4,0.1,0.2,0.7,0.446963866,0.147822094,0.246644853,0.056030515,-0.057982987,-0.025841301,-0.041587453,0.010917509,
small_simple,SEIRS,0.4,0.1,0.2,0.8,0.482331993,0.155927668,0.275966106,0.053081671,-0.060334318,-0.05394454,-0.0203311,0.010398167,
small_simple,SEIRS,0.4,0.1,0.2,0.9,0.449112273,0.147710114,0.255194019,0.049254711,-0.015004997,-0.088470265,0.034015575,0.001551846,
small_simple,SEIRS,0.4,0.1,0.2,1,0.465912178,0.153005505,0.268967582,0.046670917,-0.077882279,-0.029361068,-0.044560156,nan,
small_simple,SEIRS,0.4,0.1,0.3,0.1,0.530009136,0.083656064,0.221267704,0.228568697,-0.061079728,0.316861536,0.071900165,0.031479789,
small_simple,SEIRS,0.4,0.1,0.3,0.2,0.550599561,0.108361597,0.29001099,0.155228513,-0.078465739,0.125851528,-0.084044205,0.002876638,
small_simple,SEIRS,0.4,0.1,0.3,0.3,0.467831885,0.106211126,0.258952756,0.106228325,-0.071798063,0.161874656,-0.054433027,0.060351608,
small_simple,SEIRS,0.4,0.1,0.3,0.4,0.474822587,0.111840671,0.277591287,0.088427277,-0.083409512,0.124634115,-0.03547757,0.025898952,
small_simple,SEIRS,0.4,0.1,0.3,0.5,0.478946251,0.11566811,0.288203203,0.078273698,-0.107326978,0.138948216,-0.083706762,0.028837635,
small_simple,SEIRS,0.4,0.1,0.3,0.6,0.45442634,0.114944489,0.273591508,0.068977993,-0.02802702,0.142014236,0.018695221,-0.003329257,
small_simple,SEIRS,0.4,0.1,0.3,0.7,0.46829836,0.118637554,0.289608085,0.063017272,-0.055247076,0.084635976,-0.021477066,0.014664712,
small_simple,SEIRS,0.4,0.1,0.3,0.8,0.47133563,0.119765455,0.295692942,0.058768037,-0.078455532,0.120137924,-0.026292887,0.008248428,
small_simple,SEIRS,0.4,0.1,0.3,0.9,0.470126277,0.120977721,0.296597684,0.05503943,-0.092907218,0.124582445,-0.035908311,0.017873728,
small_simple,SEIRS,0.4,0.1,0.3,1,0.452968121,0.1195247,0.284094207,0.052120219,-0.076525526,0.025253664,-0.048403504,nan,
small_simple,SEIRS,0.4,0.1,0.4,0.1,0.711764399,0.080627548,0.316011728,0.315818601,-0.087677212,0.521278312,0.238639768,-0.109143997,
small_simple,SEIRS,0.4,0.1,0.4,0.2,0.515393169,0.08460652,0.280127675,0.153609991,-0.092963467,0.313094798,-0.05721953,0.035118775,
small_simple,SEIRS,0.4,0.1,0.4,0.3,0.509014803,0.09168172,0.301652271,0.118792999,-0.09332714,0.227994921,-0.073499978,0.018723172,
small_simple,SEIRS,0.4,0.1,0.4,0.4,0.512863906,0.098047015,0.320027174,0.097483933,-0.106088173,0.204898979,-0.085685092,0.028508733,
small_simple,SEIRS,0.4,0.1,0.4,0.5,0.476707019,0.09708664,0.301313325,0.081656308,-0.08817172,0.21903041,-0.059600263,0.013297984,
small_simple,SEIRS,0.4,0.1,0.4,0.6,0.460374022,0.098490205,0.291672508,0.073213154,-0.070966362,0.22148293,-0.032182986,0.033472318,
small_simple,SEIRS,0.4,0.1,0.4,0.7,0.452125696,0.097272961,0.291667554,0.066267814,-0.026294383,0.159461223,0.009269276,0.03108902,
small_simple,SEIRS,0.4,0.1,0.4,0.8,0.444792408,0.098829622,0.287667992,0.061559933,-0.007478296,0.141801635,0.029019184,-0.007465897,
small_simple,SEIRS,0.4,0.1,0.4,0.9,0.481362836,0.103285316,0.32203598,0.058543875,-0.05439118,0.162617589,-0.024906193,0.016889566,
small_simple,SEIRS,0.4,0.1,0.4,1,0.461708469,0.101979408,0.306751145,0.055349977,-0.105982829,0.169266413,-0.057114711,nan,
small_simple,SEIRS,0.4,0.1,0.5,0.1,0.535142819,0.057762532,0.23621055,0.244105067,-0.063593302,0.410980435,0.112790842,0.018780443,
small_simple,SEIRS,0.4,0.1,0.5,0.2,0.504779975,0.073035376,0.278814659,0.156120726,-0.087004105,0.319068076,-0.04296431,0.023379552,
small_simple,SEIRS,0.4,0.1,0.5,0.3,0.445240818,0.075486621,0.262450974,0.111552109,-0.043828322,0.265079692,-0.010995817,0.043336107,
small_simple,SEIRS,0.4,0.1,0.5,0.4,0.477936343,0.082480477,0.301517008,0.096958293,-0.095124827,0.240344093,-0.070464583,0.038253145,
small_simple,SEIRS,0.4,0.1,0.5,0.5,0.466813017,0.084063713,0.301402881,0.084523087,-0.054839444,0.250968096,-0.018997673,0.035672069,
small_simple,SEIRS,0.4,0.1,0.5,0.6,0.467120832,0.086108123,0.309041956,0.075191352,-0.057953699,0.201534738,-0.033693552,0.02146008,
small_simple,SEIRS,0.4,0.1,0.5,0.7,0.469209743,0.088015139,0.31498756,0.069209387,-0.050411191,0.203837792,-0.02792694,0.020728077,
small_simple,SEIRS,0.4,0.1,0.5,0.8,0.464360877,0.088249952,0.314926027,0.06439515,-0.053556983,0.183549822,-0.026820229,0.002005927,
small_simple,SEIRS,0.4,0.1,0.5,0.9,0.47795974,0.091255766,0.328408941,0.060600359,-0.063487903,0.239266465,-0.019850262,0.016942701,
small_simple,SEIRS,0.4,0.1,0.5,1,0.612702276,0.102619718,0.456671967,0.057491409,-0.079828833,0.264413146,-0.062229489,nan,
small_simple,SEIRS,0.4,0.1,0.6,0.1,0.521391446,0.050334025,0.23199159,0.242795624,-0.012493406,0.361938684,0.203950827,0.020750351,
small_simple,SEIRS,0.4,0.1,0.6,0.2,0.711867976,0.073166457,0.425551783,0.213924845,-0.1713566,0.48092153,-0.1234329,-0.13456511,
small_simple,SEIRS,0.4,0.1,0.6,0.3,0.512242907,0.071503365,0.319002883,0.124753738,-0.084975075,0.287495257,-0.067007319,0.006246802,
small_simple,SEIRS,0.4,0.1,0.6,0.4,0.48630326,0.073931743,0.314128115,0.101541511,-0.070092408,0.320200818,-0.045033114,0.023754194,
small_simple,SEIRS,0.4,0.1,0.6,0.5,0.474255504,0.076222336,0.314844596,0.086083322,-0.065705678,0.310444995,-0.023326167,0.005434066,
small_simple,SEIRS,0.4,0.1,0.6,0.6,0.466494781,0.077564758,0.314363689,0.077305359,-0.068832931,0.328788388,-0.028892264,0.044677955,
small_simple,SEIRS,0.4,0.1,0.6,0.7,0.584529708,0.085071827,0.428280705,0.07510089,-0.071090644,0.306562484,-0.051732753,-0.016946211,
small_simple,SEIRS,0.4,0.1,0.6,0.8,0.492705728,0.081083012,0.347673682,0.066557822,-0.05416972,0.282489536,-0.022613995,0.033909147,
small_simple,SEIRS,0.4,0.1,0.6,0.9,0.458029958,0.080622183,0.318282431,0.062122177,-0.042212211,0.247780659,-0.014321495,-0.02361972,
small_simple,SEIRS,0.4,0.1,0.6,1,0.486742691,0.082512474,0.348428768,0.059010295,-0.034107412,0.26253645,-0.008363101,nan,
small_simple,SEIRS,0.4,0.1,0.7,0.1,0.673035929,0.048423724,0.31136031,0.3148371,-0.053195672,0.578972563,0.178217711,-0.035208529,
small_simple,SEIRS,0.4,0.1,0.7,0.2,0.703528437,0.063732887,0.426277696,0.214519539,-0.164748699,0.621225279,-0.104546051,-0.10969301,
small_simple,SEIRS,0.4,0.1,0.7,0.3,0.568973801,0.06636294,0.369153813,0.136164201,-0.092180623,0.415634651,-0.068414964,-0.032217896,
small_simple,SEIRS,0.4,0.1,0.7,0.4,0.588282476,0.070931142,0.406737433,0.113599659,-0.073964757,0.372832431,-0.058189047,-0.020975405,
small_simple,SEIRS,0.4,0.1,0.7,0.5,0.490081271,0.069904621,0.333768852,0.088959367,-0.107922897,0.356842696,-0.085059574,0.049003091,
small_simple,SEIRS,0.4,0.1,0.7,0.6,0.484031185,0.071601029,0.335424014,0.07954425,-0.090197758,0.355113225,-0.061515114,0.023280752,
small_simple,SEIRS,0.4,0.1,0.7,0.7,0.466664007,0.072404164,0.324370458,0.072025333,-0.075717805,0.332762878,-0.035859915,0.012607004,
small_simple,SEIRS,0.4,0.1,0.7,0.8,0.477322715,0.074488405,0.338249903,0.067400763,-0.062638251,0.402862888,-0.023103725,0.011109589,
small_simple,SEIRS,0.4,0.1,0.7,0.9,0.470840383,0.074353713,0.33554844,0.063442132,-0.061001953,0.366582667,-0.021753674,0.003568243,
small_simple,SEIRS,0.4,0.1,0.7,1,0.512041663,0.076635666,0.377325708,0.060158187,-0.063562021,0.319204638,-0.038463243,nan,
small_simple,SEIRS,0.4,0.1,0.8,0.1,0.668851468,0.04337128,0.313315487,0.314015407,-0.035956597,0.60749119,0.195502186,-0.033277248,
small_simple,SEIRS,0.4,0.1,0.8,0.2,0.535129088,0.054104859,0.313652345,0.169875919,-0.099745269,0.529118454,-0.052483414,0.011086437,
small_simple,SEIRS,0.4,0.1,0.8,0.3,0.502552775,0.059387444,0.321294892,0.125271156,-0.075967803,0.454215646,-0.061535372,0.020430867,
small_simple,SEIRS,0.4,0.1,0.8,0.4,0.510789666,0.06299988,0.344668141,0.106067827,-0.126690302,0.484598109,-0.104114501,0.011811326,
small_simple,SEIRS,0.4,0.1,0.8,0.5,0.48329755,0.065208955,0.331390361,0.089393209,-0.106451626,0.454889861,-0.083998849,0.052361968,
small_simple,SEIRS,0.4,0.1,0.8,0.6,0.480437443,0.066590584,0.336187253,0.080139246,-0.066200624,0.429933277,-0.035292731,0.015091231,
small_simple,SEIRS,0.4,0.1,0.8,0.7,0.483543341,0.067676622,0.344217968,0.074163419,-0.072556328,0.421009803,-0.04560289,0.033453029,
small_simple,SEIRS,0.4,0.1,0.8,0.8,0.488409707,0.068563634,0.353796047,0.068719897,-0.052412481,0.442041357,-0.021392402,0.007287217,
small_simple,SEIRS,0.4,0.1,0.8,0.9,0.691257904,0.074283363,0.552479576,0.066470041,-0.150909394,0.57228939,-0.133943312,-0.016207378,
small_simple,SEIRS,0.4,0.1,0.8,1,0.480745167,0.070113457,0.352092681,0.061049832,-0.085598857,0.401601879,-0.057466872,nan,
small_simple,SEIRS,0.4,0.1,0.9,0.1,0.723997227,0.039592846,0.343001232,0.342239431,-0.103810915,0.741348861,0.273511512,-0.11626812,
small_simple,SEIRS,0.4,0.1,0.9,0.2,0.744090837,0.051753881,0.461979617,0.230651809,-0.396103046,0.806923942,-0.23582374,-0.253129017,
small_simple,SEIRS,0.4,0.1,0.9,0.3,0.484666024,0.055415644,0.308254294,0.124001343,-0.063465965,0.539048396,-0.051765827,0.054875864,
small_simple,SEIRS,0.4,0.1,0.9,0.4,0.544411892,0.059203353,0.376845178,0.110999348,-0.100885203,0.636996114,-0.079133456,-0.00807124,
small_simple,SEIRS,0.4,0.1,0.9,0.5,0.486908214,0.061068533,0.338072578,0.090565003,-0.055522492,0.585798211,-0.03259969,0.046183569,
small_simple,SEIRS,0.4,0.1,0.9,0.6,0.490434624,0.062614278,0.348604282,0.082000006,-0.057361604,0.58109865,-0.028048556,-0.004811526,
small_simple,SEIRS,0.4,0.1,0.9,0.7,0.483791425,0.063931623,0.348302704,0.07444384,-0.049599588,0.546521043,-0.027535281,0.012852347,
small_simple,SEIRS,0.4,0.1,0.9,0.8,0.500593148,0.064905881,0.368285568,0.06967216,-0.049304155,0.576843522,-0.022268222,0.024403988,
small_simple,SEIRS,0.4,0.1,0.9,0.9,0.501988531,0.065596315,0.373507674,0.065149758,-0.079702482,0.587239264,-0.050613396,0.012080664,
