Experiment,Model,beta,gamma,sigma,xi,NRMSE_S,NRMSE_E,NRMSE_I,NRMSE_R,Pearson_S,Pearson_E,Pearson_I,Pearson_R,,,,
small_simple,SIRS,0.2,0.9,0,0.5,0.006319678,7.695116778,0.003784311,0.003613756,0.894402499,nan,0.89677547,0.887396206,,,,
small_simple,SIRS,0.2,0.9,0,0.6,0.006164699,7.695116778,0.003201036,0.003906001,0.879348925,nan,0.927985084,0.773199577,,,,
small_simple,SIRS,0.2,0.9,0,0.7,0.006753329,7.695116778,0.003514195,0.00386679,0.830090009,nan,0.911203264,0.743870615,,,,
small_simple,SIRS,0.2,0.9,0,0.8,0.00701652,7.695116778,0.003286435,0.003971016,0.793961776,nan,0.922692445,0.750857288,,,,
small_simple,SIRS,0.2,0.9,0,0.9,0.007214634,7.695116778,0.003653391,0.003810412,0.763166893,nan,0.902671873,0.643189612,,,,
small_simple,SIRS,0.2,0.9,0,1,0.007341863,7.695116778,0.003401372,0.003997274,0.739065544,nan,0.916535167,nan,,,,
small_simple,SIRS,0.2,1,0,0.1,0.005351438,7.695116778,0.003741441,0.005271529,0.9887663,nan,0.893718714,0.964839165,,,,
small_simple,SIRS,0.2,1,0,0.2,0.006676036,7.695116778,0.00372672,0.005638764,0.948384067,nan,0.894426886,0.904874923,,,,
small_simple,SIRS,0.2,1,0,0.3,0.006756907,7.695116778,0.003705943,0.004958328,0.918434609,nan,0.895423989,0.888298312,,,,
small_simple,SIRS,0.2,1,0,0.4,0.005757698,7.695116778,0.00367818,0.004054411,0.924764042,nan,0.896752361,0.865599229,,,,
small_simple,SIRS,0.2,1,0,0.5,0.005188242,7.695116778,0.003643231,0.003246075,0.930003108,nan,0.898418277,0.883880658,,,,
small_simple,SIRS,0.2,1,0,0.6,0.006438402,7.695116778,0.003601214,0.003746673,0.856447331,nan,0.900411667,0.84448538,,,,
small_simple,SIRS,0.2,1,0,0.7,0.006897404,7.695116778,0.00357797,0.003946041,0.805772505,nan,0.901510771,0.777802624,,,,
small_simple,SIRS,0.2,1,0,0.8,0.006472479,7.695116778,0.003566631,0.003368049,0.820951964,nan,0.902046828,0.844424943,,,,
small_simple,SIRS,0.2,1,0,0.9,0.007179056,7.695116778,0.003552205,0.003858434,0.749934969,nan,0.902727367,0.782709302,,,,
small_simple,SIRS,0.2,1,0,1,0.007531956,7.695116778,0.003534231,0.00409982,0.703282212,nan,0.903572992,nan,,,,
small_simple,SIRS,0.3,0.1,0,0.1,0.543584703,7.695116778,0.270891774,0.273926115,-0.019420453,nan,0.218284161,-0.02344662,,,,
small_simple,SIRS,0.3,0.1,0,0.2,0.645789081,7.695116778,0.43038443,0.215550628,-0.22171249,nan,-0.01089258,-0.098333499,,,,
small_simple,SIRS,0.3,0.1,0,0.3,0.417696549,7.695116778,0.300324335,0.119453475,-0.090326462,nan,-0.097893817,-0.022307421,,,,
small_simple,SIRS,0.3,0.1,0,0.4,0.406045337,7.695116778,0.308484888,0.099517082,-0.079514044,nan,-0.093174787,0.013376877,,,,
small_simple,SIRS,0.3,0.1,0,0.5,0.460862971,7.695116778,0.370884178,0.092034277,-0.100598795,nan,-0.10893468,-0.014952734,,,,
small_simple,SIRS,0.3,0.1,0,0.6,0.420278487,7.695116778,0.342042997,0.079994661,-0.085233454,nan,-0.090698048,-0.007238053,,,,
small_simple,SIRS,0.3,0.1,0,0.7,0.399888837,7.695116778,0.328433571,0.073064573,-0.055463162,nan,-0.054838563,-0.0161219,,,,
small_simple,SIRS,0.3,0.1,0,0.8,0.418245812,7.695116778,0.35216097,0.067883165,-0.090788694,nan,-0.094162207,-0.005361542,,,,
small_simple,SIRS,0.3,0.1,0,0.9,0.389019821,7.695116778,0.3268199,0.06370584,-0.068104003,nan,-0.071062653,0.0184826,,,,
small_simple,SIRS,0.3,0.1,0,1,0.406758232,7.695116778,0.347440105,0.060574697,-0.056744179,nan,-0.057492752,nan,,,,
small_simple,SIRS,0.3,0.2,0,0.1,0.330743117,7.695116778,0.110514564,0.220315094,0.924177212,nan,0.972796049,0.698261919,,,,
small_simple,SIRS,0.3,0.2,0,0.2,0.33228864,7.695116778,0.166299418,0.166022795,0.903061747,nan,0.989069253,0.514359045,,,,
small_simple,SIRS,0.3,0.2,0,0.3,0.331944776,7.695116778,0.19919883,0.132764512,0.911983761,nan,0.992123387,0.394224044,,,,
small_simple,SIRS,0.3,0.2,0,0.4,0.332123309,7.695116778,0.221507291,0.110627793,0.894005278,nan,0.992460834,0.41800278,,,,
small_simple,SIRS,0.3,0.2,0,0.5,0.330139174,7.695116778,0.23562457,0.094610134,0.860126247,nan,0.88648694,0.2614093,,,,
small_simple,SIRS,0.3,0.2,0,0.6,0.330495302,7.695116778,0.247773254,0.082835676,0.894201457,nan,0.905538071,0.276103377,,,,
small_simple,SIRS,0.3,0.2,0,0.7,0.33118558,7.695116778,0.257477865,0.073836693,0.906884445,nan,0.924639498,0.193357322,,,,
small_simple,SIRS,0.3,0.2,0,0.8,0.33229623,7.695116778,0.265784561,0.066541991,0.841825428,nan,0.977920692,0.164185765,,,,
small_simple,SIRS,0.3,0.2,0,0.9,0.332252967,7.695116778,0.271773795,0.060529432,0.880330281,nan,0.995086644,0.182924945,,,,
small_simple,SIRS,0.3,0.2,0,1,0.332416478,7.695116778,0.276943648,0.055515546,0.833264093,nan,0.982318345,nan,,,,
small_simple,SIRS,0.3,0.3,0,0.1,0.01720296,7.695116778,0.004622744,0.013195564,0.960013456,nan,0.972289248,0.961016782,,,,
small_simple,SIRS,0.3,0.3,0,0.2,0.022387407,7.695116778,0.008928107,0.013769199,0.850465585,nan,0.898592615,0.837156091,,,,
small_simple,SIRS,0.3,0.3,0,0.3,0.020692,7.695116778,0.009916423,0.011124665,0.838305669,nan,0.891144259,0.767932192,,,,
small_simple,SIRS,0.3,0.3,0,0.4,0.021352462,7.695116778,0.012459537,0.009337687,0.795778598,nan,0.819219588,0.733560713,,,,
small_simple,SIRS,0.3,0.3,0,0.5,0.021991784,7.695116778,0.013568893,0.00852707,0.748471705,nan,0.785462381,0.717791965,,,,
small_simple,SIRS,0.3,0.3,0,0.6,0.018954483,7.695116778,0.011778405,0.00757667,0.820357511,nan,0.854822604,0.703552435,,,,
small_simple,SIRS,0.3,0.3,0,0.7,0.020407372,7.695116778,0.013380755,0.007182048,0.767541444,nan,0.812466726,0.64951783,,,,
small_simple,SIRS,0.3,0.3,0,0.8,0.017693356,7.695116778,0.011476248,0.006626849,0.863970072,nan,0.893291365,0.589723513,,,,
small_simple,SIRS,0.3,0.3,0,0.9,0.02099069,7.695116778,0.014860807,0.006343517,0.718319493,nan,0.765362468,0.462447148,,,,
small_simple,SIRS,0.3,0.3,0,1,0.017922194,7.695116778,0.012455594,0.006041131,0.831787347,nan,0.860440803,nan,,,,
small_simple,SIRS,0.3,0.4,0,0.1,0.015034782,7.695116778,0.004972052,0.012388399,0.958482005,nan,0.945471179,0.943424439,,,,
small_simple,SIRS,0.3,0.4,0,0.2,0.012478845,7.695116778,0.005747132,0.00780779,0.937832917,nan,0.919034114,0.93556322,,,,
small_simple,SIRS,0.3,0.4,0,0.3,0.010932434,7.695116778,0.0047789,0.006809562,0.920483598,nan,0.950021549,0.882443533,,,,
small_simple,SIRS,0.3,0.4,0,0.4,0.011180425,7.695116778,0.005814421,0.006079447,0.902361489,nan,0.923225864,0.840678143,,,,
small_simple,SIRS,0.3,0.4,0,0.5,0.012359443,7.695116778,0.006750483,0.005717869,0.842933836,nan,0.880565144,0.866578347,,,,
small_simple,SIRS,0.3,0.4,0,0.6,0.011714575,7.695116778,0.006682482,0.005276407,0.826626042,nan,0.881171034,0.694346109,,,,
small_simple,SIRS,0.3,0.4,0,0.7,0.008790012,7.695116778,0.003733082,0.005204223,0.926670645,nan,0.97131599,0.745348553,,,,
small_simple,SIRS,0.3,0.4,0,0.8,0.010975168,7.695116778,0.006118099,0.004898804,0.848977119,nan,0.913901321,0.699456843,,,,
small_simple,SIRS,0.3,0.4,0,0.9,0.010556901,7.695116778,0.005806249,0.004872494,0.864172009,nan,0.927571755,0.494000116,,,,
small_simple,SIRS,0.3,0.4,0,1,0.009384639,7.695116778,0.005092391,0.004519064,0.891160531,nan,0.941968597,nan,,,,
small_simple,SIRS,0.3,0.5,0,0.1,0.012731306,7.695116778,0.002820071,0.011058653,0.948300896,nan,0.975897657,0.946264531,,,,
small_simple,SIRS,0.3,0.5,0,0.2,0.008575124,7.695116778,0.003030732,0.006316814,0.958634754,nan,0.971012048,0.948936176,,,,
small_simple,SIRS,0.3,0.5,0,0.3,0.007850452,7.695116778,0.003290531,0.004883099,0.949240155,nan,0.964340443,0.950942591,,,,
small_simple,SIRS,0.3,0.5,0,0.4,0.008088203,7.695116778,0.004157971,0.004921788,0.937869803,nan,0.946350532,0.887073952,,,,
small_simple,SIRS,0.3,0.5,0,0.5,0.008537635,7.695116778,0.004088783,0.004646752,0.908030333,nan,0.941599554,0.913453351,,,,
small_simple,SIRS,0.3,0.5,0,0.6,0.009789086,7.695116778,0.005619518,0.004800135,0.845969699,nan,0.882346585,0.729955095,,,,
small_simple,SIRS,0.3,0.5,0,0.7,0.0083452,7.695116778,0.004135988,0.004411277,0.885923634,nan,0.940072358,0.767992008,,,,
small_simple,SIRS,0.3,0.5,0,0.8,0.007828814,7.695116778,0.003596797,0.00427545,0.906870013,nan,0.961488761,0.893458734,,,,
small_simple,SIRS,0.3,0.5,0,0.9,0.010265098,7.695116778,0.005983738,0.004288383,0.757572544,nan,0.859905642,0.680789349,,,,
small_simple,SIRS,0.3,0.5,0,1,0.009528933,7.695116778,0.005267004,0.004282319,0.799189342,nan,0.901482226,nan,,,,
small_simple,SIRS,0.3,0.6,0,0.1,0.009075279,7.695116778,0.003891905,0.007300728,0.980926557,nan,0.930384591,0.973497155,,,,
small_simple,SIRS,0.3,0.6,0,0.2,0.008658415,7.695116778,0.003704177,0.006399183,0.946410513,nan,0.940488294,0.929229137,,,,
small_simple,SIRS,0.3,0.6,0,0.3,0.007640196,7.695116778,0.004108537,0.004711864,0.941376898,nan,0.92423105,0.925722223,,,,
small_simple,SIRS,0.3,0.6,0,0.4,0.007471933,7.695116778,0.004347832,0.004074509,0.925694399,nan,0.912098642,0.910502825,,,,
small_simple,SIRS,0.3,0.6,0,0.5,0.007273228,7.695116778,0.002934199,0.004675548,0.916278066,nan,0.965118594,0.85794349,,,,
small_simple,SIRS,0.3,0.6,0,0.6,0.007646958,7.695116778,0.003697728,0.004487339,0.885651185,nan,0.941117575,0.752397594,,,,
small_simple,SIRS,0.3,0.6,0,0.7,0.006953335,7.695116778,0.002996504,0.003988725,0.908153598,nan,0.961933818,0.943535113,,,,
small_simple,SIRS,0.3,0.6,0,0.8,0.008613344,7.695116778,0.004612293,0.004101855,0.814933845,nan,0.900268253,0.794671653,,,,
small_simple,SIRS,0.3,0.6,0,0.9,0.00823013,7.695116778,0.004201313,0.004077594,0.824607916,nan,0.920997402,0.692923307,,,,
small_simple,SIRS,0.3,0.6,0,1,0.008810711,7.695116778,0.004597615,0.004214784,0.771509668,nan,0.900799319,nan,,,,
small_simple,SIRS,0.3,0.7,0,0.1,0.007975123,7.695116778,0.00370507,0.006625721,0.982806729,nan,0.926760962,0.972521385,,,,
small_simple,SIRS,0.3,0.7,0,0.2,0.007920475,7.695116778,0.003846202,0.005875211,0.954020726,nan,0.919802052,0.935193288,,,,
small_simple,SIRS,0.3,0.7,0,0.3,0.006906374,7.695116778,0.002054261,0.005392043,0.94142365,nan,0.980347338,0.9228712,,,,
small_simple,SIRS,0.3,0.7,0,0.4,0.006987112,7.695116778,0.003405289,0.004849768,0.915948788,nan,0.939541064,0.835913182,,,,
small_simple,SIRS,0.3,0.7,0,0.5,0.009440272,7.695116778,0.004584481,0.005563701,0.796324883,nan,0.880385424,0.766465904,,,,
small_simple,SIRS,0.3,0.7,0,0.6,0.008082789,7.695116778,0.003863142,0.004551294,0.839746358,nan,0.9185632,0.795665811,,,,
small_simple,SIRS,0.3,0.7,0,0.7,0.008168953,7.695116778,0.004217925,0.004269116,0.820412901,nan,0.901696473,0.801958105,,,,
small_simple,SIRS,0.3,0.7,0,0.8,0.007495596,7.695116778,0.003889322,0.003710578,0.841556911,nan,0.917654359,0.860093911,,,,
small_simple,SIRS,0.3,0.7,0,0.9,0.007810714,7.695116778,0.003761444,0.004065251,0.804773918,nan,0.922583196,0.700111208,,,,
small_simple,SIRS,0.3,0.7,0,1,0.0077881,7.695116778,0.003607849,0.004202537,0.796466133,nan,0.930116481,nan,,,,
small_simple,SIRS,0.3,0.8,0,0.1,0.005641457,7.695116778,0.004211145,0.004993728,0.990506127,nan,0.887456223,0.974513879,,,,
small_simple,SIRS,0.3,0.8,0,0.2,0.007298202,7.695116778,0.003686502,0.005511887,0.963902751,nan,0.91722024,0.953246563,,,,
small_simple,SIRS,0.3,0.8,0,0.3,0.005205591,7.695116778,0.002415131,0.003181765,0.97770551,nan,0.967854358,0.995379558,,,,
small_simple,SIRS,0.3,0.8,0,0.4,0.007142354,7.695116778,0.004121993,0.004510987,0.910194093,nan,0.892790839,0.869790656,,,,
small_simple,SIRS,0.3,0.8,0,0.5,0.006799458,7.695116778,0.003374237,0.004329,0.90081083,nan,0.932066215,0.848760796,,,,
small_simple,SIRS,0.3,0.8,0,0.6,0.007641405,7.695116778,0.00426315,0.004465415,0.837926873,nan,0.884294762,0.714349382,,,,
small_simple,SIRS,0.3,0.8,0,0.7,0.008009503,7.695116778,0.003379794,0.004751719,0.793020952,nan,0.929824832,0.722066997,,,,
small_simple,SIRS,0.3,0.8,0,0.8,0.007445325,7.695116778,0.003615215,0.004068555,0.818035384,nan,0.919911994,0.772180675,,,,
small_simple,SIRS,0.3,0.8,0,0.9,0.008409415,7.695116778,0.004276578,0.004273279,0.723723865,nan,0.882070212,0.57078829,,,,
small_simple,SIRS,0.3,0.8,0,1,0.007492444,7.695116778,0.003288716,0.00422766,0.780931588,nan,0.932870251,nan,,,,
small_simple,SIRS,0.3,0.9,0,0.1,0.004127872,7.695116778,0.003228948,0.003509657,0.995279868,nan,0.93136975,0.987841063,,,,
small_simple,SIRS,0.3,0.9,0,0.2,0.008549727,7.695116778,0.004320952,0.007039421,0.926846095,nan,0.869619952,0.878068998,,,,
small_simple,SIRS,0.3,0.9,0,0.3,0.006441942,7.695116778,0.003680506,0.00476835,0.943217284,nan,0.908466055,0.903504669,,,,
small_simple,SIRS,0.3,0.9,0,0.4,0.00727965,7.695116778,0.003587836,0.004646962,0.896042313,nan,0.913223378,0.909440872,,,,
small_simple,SIRS,0.3,0.9,0,0.5,0.007310517,7.695116778,0.003815743,0.004619184,0.865326247,nan,0.900452255,0.811692639,,,,
small_simple,SIRS,0.3,0.9,0,0.6,0.007513471,7.695116778,0.003331667,0.004672634,0.826659722,nan,0.925684669,0.751942825,,,,
small_simple,SIRS,0.3,0.9,0,0.7,0.007980425,7.695116778,0.004111563,0.004404927,0.77292843,nan,0.881630674,0.740167958,,,,
small_simple,SIRS,0.3,0.9,0,0.8,0.007286077,7.695116778,0.003824912,0.003943082,0.802019949,nan,0.898372937,0.696536286,,,,
small_simple,SIRS,0.3,0.9,0,0.9,0.007059747,7.695116778,0.003116402,0.004103478,0.803362074,nan,0.934891875,0.648080786,,,,
small_simple,SIRS,0.3,0.9,0,1,0.00836782,7.695116778,0.004218079,0.004275811,0.675653545,nan,0.873463924,nan,,,,
small_simple,SIRS,0.3,1,0,0.1,0.009023958,7.695116778,0.004052872,0.008336034,0.967876048,nan,0.878517876,0.94094264,,,,
small_simple,SIRS,0.3,1,0,0.2,0.005295771,7.695116778,0.004047757,0.004947561,0.975004372,nan,0.87877248,0.92621569,,,,
small_simple,SIRS,0.3,1,0,0.3,0.006944224,7.695116778,0.004035726,0.005056029,0.928045413,nan,0.879368732,0.894747554,,,,
small_simple,SIRS,0.3,1,0,0.4,0.006620763,7.695116778,0.004015397,0.004415704,0.911083247,nan,0.880373669,0.873728963,,,,
small_simple,SIRS,0.3,1,0,0.5,0.006633073,7.695116778,0.003986277,0.004130567,0.886473853,nan,0.881809541,0.843640317,,,,
small_simple,SIRS,0.3,1,0,0.6,0.007677421,7.695116778,0.003948398,0.004672905,0.799155474,nan,0.883671285,0.736282234,,,,
small_simple,SIRS,0.3,1,0,0.7,0.006548684,7.695116778,0.003902662,0.003357043,0.853620795,nan,0.885910373,0.888995883,,,,
small_simple,SIRS,0.3,1,0,0.8,0.007932573,7.695116778,0.003880495,0.004434731,0.728589685,nan,0.886992939,0.701813152,,,,
small_simple,SIRS,0.3,1,0,0.9,0.007849032,7.695116778,0.003873286,0.00423981,0.717372578,nan,0.887345792,0.657073666,,,,
small_simple,SIRS,0.3,1,0,1,0.008098571,7.695116778,0.003862297,0.004347502,0.677062822,nan,0.887882283,nan,,,,
small_simple,SIRS,0.4,0.1,0,0.1,0.718208105,7.695116778,0.359796447,0.358636219,-0.056851305,nan,0.499109825,-0.063520187,,,,
small_simple,SIRS,0.4,0.1,0,0.2,0.611865568,7.695116778,0.403082672,0.210006282,-0.067989978,nan,0.006148625,-0.022403678,,,,
small_simple,SIRS,0.4,0.1,0,0.3,0.488632704,7.695116778,0.350327551,0.139958384,-0.081056993,nan,-0.101023656,0.021319126,,,,
small_simple,SIRS,0.4,0.1,0,0.4,0.524564906,7.695116778,0.405035505,0.121187828,-0.07797139,nan,-0.083789464,-0.008239816,,,,
small_simple,SIRS,0.4,0.1,0,0.5,0.485866261,7.695116778,0.385924949,0.101421706,-0.063936457,nan,-0.078905692,0.053641275,,,,
small_simple,SIRS,0.4,0.1,0,0.6,0.494571806,7.695116778,0.404483693,0.09142663,-0.075101901,nan,-0.078938194,0.002485863,,,,
small_simple,SIRS,0.4,0.1,0,0.7,0.476170388,7.695116778,0.394913277,0.082541167,-0.062976684,nan,-0.066159798,0.008316261,,,,
small_simple,SIRS,0.4,0.1,0,0.8,0.474534463,7.695116778,0.398648128,0.076841347,-0.048080662,nan,-0.050072072,0.011011407,,,,
small_simple,SIRS,0.4,0.1,0,0.9,0.451480672,7.695116778,0.380524524,0.07186724,-0.007288907,nan,-0.007364012,0.007727853,,,,
small_simple,SIRS,0.4,0.1,0,1,0.489024894,7.695116778,0.421899537,0.06816276,-0.05205426,nan,-0.052539672,nan,,,,
small_simple,SIRS,0.4,0.2,0,0.1,0.49788337,7.695116778,0.166159368,0.331808191,0.590059729,nan,0.950371012,0.112324005,,,,
small_simple,SIRS,0.4,0.2,0,0.2,0.49851283,7.695116778,0.249581971,0.24901957,0.106330717,nan,0.860706963,-0.167137041,,,,
small_simple,SIRS,0.4,0.2,0,0.3,0.497600404,7.695116778,0.298508589,0.199114862,-0.01494457,nan,0.919499771,-0.180528776,,,,
small_simple,SIRS,0.4,0.2,0,0.4,0.498731618,7.695116778,0.332561066,0.166183412,-0.438003082,nan,0.82139035,-0.18910572,,,,
small_simple,SIRS,0.4,0.2,0,0.5,0.498084545,7.695116778,0.355749907,0.142353311,-0.533631371,nan,0.219388043,-0.260847914,,,,
small_simple,SIRS,0.4,0.2,0,0.6,0.497443807,7.695116778,0.372983309,0.124497887,-0.602510839,nan,-0.598949671,-0.25211507,,,,
small_simple,SIRS,0.4,0.2,0,0.7,0.498087387,7.695116778,0.387367207,0.110770077,-0.700438473,nan,-0.80086107,-0.322445861,,,,
small_simple,SIRS,0.4,0.2,0,0.8,0.497260569,7.695116778,0.397632085,0.099685291,-0.712322354,nan,-0.796945006,-0.197912646,,,,
small_simple,SIRS,0.4,0.2,0,0.9,0.498368024,7.695116778,0.407700498,0.090691674,-0.880339448,nan,-0.93429068,-0.225260345,,,,
small_simple,SIRS,0.4,0.2,0,1,0.498436068,7.695116778,0.415317894,0.083156829,-0.88676989,nan,-0.940612265,nan,,,,
small_simple,SIRS,0.4,0.3,0,0.1,0.24992666,7.695116778,0.062913348,0.187284589,0.907826591,nan,0.932941836,0.798873514,,,,
small_simple,SIRS,0.4,0.3,0,0.2,0.249951081,7.695116778,0.100052551,0.149943659,0.894572206,nan,0.960751254,0.760991257,,,,
small_simple,SIRS,0.4,0.3,0,0.3,0.250188366,7.695116778,0.125048962,0.125164077,0.905207572,nan,0.977938911,0.659701766,,,,
small_simple,SIRS,0.4,0.3,0,0.4,0.249906162,7.695116778,0.142653739,0.107268704,0.930062305,nan,0.99206809,0.677122931,,,,
small_simple,SIRS,0.4,0.3,0,0.5,0.25013935,7.695116778,0.156266814,0.093881681,0.880338904,nan,0.963404782,0.616982878,,,,
small_simple,SIRS,0.4,0.3,0,0.6,0.250079027,7.695116778,0.16662557,0.08345775,0.900355517,nan,0.969776989,0.648879807,,,,
small_simple,SIRS,0.4,0.3,0,0.7,0.250083982,7.695116778,0.174879582,0.075227456,0.880764261,nan,0.973973052,0.57019902,,,,
small_simple,SIRS,0.4,0.3,0,0.8,0.250321738,7.695116778,0.181942902,0.068386324,0.781572024,nan,0.903071426,0.446184825,,,,
small_simple,SIRS,0.4,0.3,0,0.9,0.250159074,7.695116778,0.187458927,0.062733311,0.848538898,nan,0.950508199,0.240351185,,,,
small_simple,SIRS,0.4,0.3,0,1,0.249678353,7.695116778,0.19195995,0.05777622,0.924042913,nan,0.988257908,nan,,,,
small_simple,SIRS,0.4,0.4,0,0.1,0.021152938,7.695116778,0.007652061,0.016150927,0.936188041,nan,0.863207729,0.918132946,,,,
small_simple,SIRS,0.4,0.4,0,0.2,0.0197422,7.695116778,0.007736686,0.012702793,0.891102495,nan,0.887707932,0.896875121,,,,
small_simple,SIRS,0.4,0.4,0,0.3,0.01941603,7.695116778,0.008494191,0.011317321,0.845496579,nan,0.876631809,0.837418135,,,,
small_simple,SIRS,0.4,0.4,0,0.4,0.021822343,7.695116778,0.011074454,0.011151479,0.691198255,nan,0.771627773,0.60375669,,,,
small_simple,SIRS,0.4,0.4,0,0.5,0.019127353,7.695116778,0.010087276,0.009265864,0.80252485,nan,0.849086351,0.735508367,,,,
small_simple,SIRS,0.4,0.4,0,0.6,0.018980982,7.695116778,0.010932709,0.008126712,0.763272737,nan,0.81129397,0.740640854,,,,
small_simple,SIRS,0.4,0.4,0,0.7,0.021042651,7.695116778,0.012934841,0.008142787,0.622989718,nan,0.70903816,0.507178379,,,,
small_simple,SIRS,0.4,0.4,0,0.8,0.020108822,7.695116778,0.012674973,0.007462716,0.676779414,nan,0.752149226,0.589135537,,,,
small_simple,SIRS,0.4,0.4,0,0.9,0.017810347,7.695116778,0.011083904,0.006926335,0.777913965,nan,0.836469876,0.666235493,,,,
small_simple,SIRS,0.4,0.4,0,1,0.018499847,7.695116778,0.01217373,0.006667655,0.718414196,nan,0.782223576,nan,,,,
small_simple,SIRS,0.4,0.5,0,0.1,0.01443042,7.695116778,0.005797267,0.011124219,0.970885267,nan,0.891876581,0.961098207,,,,
small_simple,SIRS,0.4,0.5,0,0.2,0.013323915,7.695116778,0.005165504,0.009365778,0.923944433,nan,0.921801037,0.91693302,,,,
small_simple,SIRS,0.4,0.5,0,0.3,0.013731061,7.695116778,0.006348421,0.008391314,0.86754921,nan,0.869215342,0.854440497,,,,
small_simple,SIRS,0.4,0.5,0,0.4,0.011853117,7.695116778,0.006397321,0.006963726,0.872508317,nan,0.877813334,0.769259603,,,,
small_simple,SIRS,0.4,0.5,0,0.5,0.010019954,7.695116778,0.004740062,0.005398727,0.910137357,nan,0.935632353,0.919756446,,,,
small_simple,SIRS,0.4,0.5,0,0.6,0.011684618,7.695116778,0.005680934,0.006113451,0.843771009,nan,0.908737602,0.834032362,,,,
small_simple,SIRS,0.4,0.5,0,0.7,0.011620275,7.695116778,0.005957752,0.005702526,0.812718252,nan,0.890712398,0.774580278,,,,
small_simple,SIRS,0.4,0.5,0,0.8,0.011361623,7.695116778,0.006209621,0.005215757,0.816853457,nan,0.88823985,0.743907294,,,,
small_simple,SIRS,0.4,0.5,0,0.9,0.012532202,7.695116778,0.007254646,0.00529523,0.729671976,nan,0.833981232,0.706730616,,,,
small_simple,SIRS,0.4,0.5,0,1,0.012076861,7.695116778,0.006995895,0.005142671,0.740831667,nan,0.849226466,nan,,,,
small_simple,SIRS,0.4,0.6,0,0.1,0.011414783,7.695116778,0.003829309,0.009754262,0.964862131,nan,0.941451679,0.950872464,,,,
small_simple,SIRS,0.4,0.6,0,0.2,0.012793878,7.695116778,0.004672229,0.009706652,0.890877268,nan,0.912173367,0.861314599,,,,
small_simple,SIRS,0.4,0.6,0,0.3,0.009678634,7.695116778,0.005302554,0.005968326,0.931235438,nan,0.885063362,0.908069799,,,,
small_simple,SIRS,0.4,0.6,0,0.4,0.010081855,7.695116778,0.004362853,0.006094985,0.876930532,nan,0.923483343,0.871056487,,,,
small_simple,SIRS,0.4,0.6,0,0.5,0.010159959,7.695116778,0.00485893,0.005559369,0.846359735,nan,0.901523925,0.853642372,,,,
small_simple,SIRS,0.4,0.6,0,0.6,0.0106736,7.695116778,0.005112632,0.005702599,0.798684464,nan,0.890596718,0.783668784,,,,
small_simple,SIRS,0.4,0.6,0,0.7,0.010047953,7.695116778,0.00525082,0.004965887,0.808128773,nan,0.885020078,0.769256549,,,,
small_simple,SIRS,0.4,0.6,0,0.8,0.009547996,7.695116778,0.005000191,0.004651209,0.824953335,nan,0.901760862,0.766615723,,,,
small_simple,SIRS,0.4,0.6,0,0.9,0.009847037,7.695116778,0.005105473,0.004808689,0.788134646,nan,0.895155196,0.681452431,,,,
small_simple,SIRS,0.4,0.6,0,1,0.009411316,7.695116778,0.004636024,0.004805368,0.800532662,nan,0.916087473,nan,,,,
small_simple,SIRS,0.4,0.7,0,0.1,0.009044235,7.695116778,0.004856442,0.007252449,0.984847179,nan,0.87902548,0.972685325,,,,
small_simple,SIRS,0.4,0.7,0,0.2,0.012807649,7.695116778,0.005368838,0.010073025,0.862766009,nan,0.846121995,0.797194116,,,,
small_simple,SIRS,0.4,0.7,0,0.3,0.007788097,7.695116778,0.004616295,0.005185152,0.942841287,nan,0.891877377,0.905659437,,,,
small_simple,SIRS,0.4,0.7,0,0.4,0.009117585,7.695116778,0.005056735,0.005797994,0.881841105,nan,0.867568962,0.807216034,,,,
small_simple,SIRS,0.4,0.7,0,0.5,0.010016492,7.695116778,0.00466548,0.0061365,0.803778674,nan,0.888701349,0.691722734,,,,
small_simple,SIRS,0.4,0.7,0,0.6,0.009331801,7.695116778,0.004956935,0.004988672,0.819436413,nan,0.872158313,0.77699345,,,,
small_simple,SIRS,0.4,0.7,0,0.7,0.008551956,7.695116778,0.004036148,0.004885332,0.839019117,nan,0.922171391,0.70996527,,,,
small_simple,SIRS,0.4,0.7,0,0.8,0.009059438,7.695116778,0.00407744,0.005020879,0.794299887,nan,0.91933522,0.786547174,,,,
small_simple,SIRS,0.4,0.7,0,0.9,0.010400875,7.695116778,0.005801338,0.004756108,0.660242256,nan,0.815623916,0.485666838,,,,
small_simple,SIRS,0.4,0.7,0,1,0.009127602,7.695116778,0.004491849,0.004660435,0.752286056,nan,0.900401047,nan,,,,
small_simple,SIRS,0.4,0.8,0,0.1,0.009171515,7.695116778,0.004118219,0.00766099,0.983947349,nan,0.90139022,0.974573632,,,,
small_simple,SIRS,0.4,0.8,0,0.2,0.007821108,7.695116778,0.003357789,0.00584736,0.96229551,nan,0.938303561,0.95907619,,,,
small_simple,SIRS,0.4,0.8,0,0.3,0.008076772,7.695116778,0.004065101,0.006346637,0.916009679,nan,0.904972887,0.835818719,,,,
small_simple,SIRS,0.4,0.8,0,0.4,0.008744701,7.695116778,0.003974103,0.005864365,0.876773122,nan,0.909725106,0.845297083,,,,
small_simple,SIRS,0.4,0.8,0,0.5,0.008747801,7.695116778,0.004879867,0.005126793,0.84593116,nan,0.854777636,0.805741146,,,,
