Experiment,Model,beta,gamma,sigma,xi,NRMSE_S,NRMSE_E,NRMSE_I,NRMSE_R,Pearson_S,Pearson_E,Pearson_I,Pearson_R,,,,
small_simple,SIRS,0.4,0.8,0,0.6,0.009857347,7.695116778,0.004676769,0.005614873,0.740589901,nan,0.868456079,0.787628117,,,,
small_simple,SIRS,0.4,0.8,0,0.7,0.008837383,7.695116778,0.004341645,0.004813257,0.784014535,nan,0.889231977,0.798385191,,,,
small_simple,SIRS,0.4,0.8,0,0.8,0.007336945,7.695116778,0.003346334,0.00426259,0.859703587,nan,0.939564582,0.817075825,,,,
small_simple,SIRS,0.4,0.8,0,0.9,0.00864127,7.695116778,0.003996432,0.004673018,0.753625834,nan,0.90736722,0.710972226,,,,
small_simple,SIRS,0.4,0.8,0,1,0.009121651,7.695116778,0.004560899,0.004608028,0.691792842,nan,0.874809012,nan,,,,
small_simple,SIRS,0.4,0.9,0,0.1,0.009059581,7.695116778,0.004441404,0.008413119,0.970095706,nan,0.868601592,0.940213741,,,,
small_simple,SIRS,0.4,0.9,0,0.2,0.007896934,7.695116778,0.004457646,0.00635674,0.956391703,nan,0.867806731,0.919321347,,,,
small_simple,SIRS,0.4,0.9,0,0.3,0.009414097,7.695116778,0.004831205,0.0073004,0.864394086,nan,0.841909424,0.763335578,,,,
small_simple,SIRS,0.4,0.9,0,0.4,0.00675117,7.695116778,0.004350288,0.004844846,0.922399079,nan,0.874926347,0.84479472,,,,
small_simple,SIRS,0.4,0.9,0,0.5,0.007371326,7.695116778,0.004080894,0.004404173,0.888678687,nan,0.891555061,0.871304221,,,,
small_simple,SIRS,0.4,0.9,0,0.6,0.007996407,7.695116778,0.003916322,0.004555921,0.833770198,nan,0.900835154,0.890305526,,,,
small_simple,SIRS,0.4,0.9,0,0.7,0.008900214,7.695116778,0.004434808,0.00512579,0.737631273,nan,0.868591215,0.557352507,,,,
small_simple,SIRS,0.4,0.9,0,0.8,0.007902197,7.695116778,0.003599989,0.004584904,0.793997917,nan,0.917317408,0.740580081,,,,
small_simple,SIRS,0.4,0.9,0,0.9,0.009226805,7.695116778,0.00472455,0.004732182,0.654802513,nan,0.847216815,0.584139461,,,,
small_simple,SIRS,0.4,0.9,0,1,0.00867761,7.695116778,0.004151666,0.004601644,0.68757188,nan,0.884986124,nan,,,,
small_simple,SIRS,0.4,1,0,0.1,0.006174961,7.695116778,0.004377963,0.00597421,0.989863116,nan,0.862252477,0.966585242,,,,
small_simple,SIRS,0.4,1,0,0.2,0.008767558,7.695116778,0.004384981,0.00720844,0.932689195,nan,0.861900067,0.894535891,,,,
small_simple,SIRS,0.4,1,0,0.3,0.007942283,7.695116778,0.004385084,0.005934221,0.911993464,nan,0.861897344,0.865021232,,,,
small_simple,SIRS,0.4,1,0,0.4,0.006805863,7.695116778,0.004375455,0.004767864,0.917491259,nan,0.862386336,0.853206712,,,,
small_simple,SIRS,0.4,1,0,0.5,0.007648112,7.695116778,0.004354916,0.004750959,0.858786966,nan,0.863425529,0.821943216,,,,
small_simple,SIRS,0.4,1,0,0.6,0.007192293,7.695116778,0.00432415,0.004214084,0.857037478,nan,0.864978857,0.803441213,,,,
small_simple,SIRS,0.4,1,0,0.7,0.007918951,7.695116778,0.004283703,0.004438692,0.78720211,nan,0.867015725,0.750190781,,,,
small_simple,SIRS,0.4,1,0,0.8,0.008627522,7.695116778,0.004235099,0.004798373,0.701153459,nan,0.86945574,0.673313204,,,,
small_simple,SIRS,0.4,1,0,0.9,0.008478125,7.695116778,0.004221817,0.004487529,0.692655319,nan,0.870122453,0.826608342,,,,
small_simple,SIRS,0.4,1,0,1,0.008724984,7.695116778,0.004219529,0.004626435,0.649378656,nan,0.870238783,nan,,,,
small_simple,SIRS,0.5,0.1,0,0.1,0.749432444,7.695116778,0.37524571,0.374639937,-0.042818753,nan,0.377514893,-0.065758527,,,,
small_simple,SIRS,0.5,0.1,0,0.2,0.606392504,7.695116778,0.397145856,0.210878637,-0.052630196,nan,-0.000175067,-0.003836567,,,,
small_simple,SIRS,0.5,0.1,0,0.3,0.54236298,7.695116778,0.392808536,0.15139713,-0.054208062,nan,-0.063133758,0.030535158,,,,
small_simple,SIRS,0.5,0.1,0,0.4,0.677458082,7.695116778,0.534911748,0.143561284,-0.088661054,nan,-0.092535254,-0.007116697,,,,
small_simple,SIRS,0.5,0.1,0,0.5,0.555232372,7.695116778,0.445037377,0.111438014,-0.066881553,nan,-0.064819504,-0.031951759,,,,
small_simple,SIRS,0.5,0.1,0,0.6,0.529209096,7.695116778,0.432709369,0.097761778,-0.069607601,nan,-0.073253031,0.008397379,,,,
small_simple,SIRS,0.5,0.1,0,0.7,0.563996111,7.695116778,0.474945807,0.090193902,-0.064595907,nan,-0.068246191,0.012849168,,,,
small_simple,SIRS,0.5,0.1,0,0.8,0.535460734,7.695116778,0.453956352,0.082464712,-0.055268958,nan,-0.059757048,0.032861481,,,,
small_simple,SIRS,0.5,0.1,0,0.9,0.641958439,7.695116778,0.565349633,0.078164998,-0.073981917,nan,-0.073718913,-0.038552374,,,,
small_simple,SIRS,0.5,0.1,0,1,0.524790427,7.695116778,0.452695257,0.072713383,-0.045531327,nan,-0.045710327,nan,,,,
small_simple,SIRS,0.5,0.2,0,0.1,0.597189293,7.695116778,0.199563921,0.397776034,0.306291905,nan,0.907248998,-0.029980501,,,,
small_simple,SIRS,0.5,0.2,0,0.2,0.596775281,7.695116778,0.298494588,0.298349634,-0.134004111,nan,0.760120791,-0.236472554,,,,
small_simple,SIRS,0.5,0.2,0,0.3,0.598216708,7.695116778,0.358968331,0.239276693,-0.490039524,nan,0.601674613,-0.451796682,,,,
small_simple,SIRS,0.5,0.2,0,0.4,0.598643646,7.695116778,0.399151461,0.199501234,-0.679999557,nan,-0.282170276,-0.363815193,,,,
small_simple,SIRS,0.5,0.2,0,0.5,0.597593027,7.695116778,0.426746444,0.170858292,-0.624074624,nan,-0.583432117,-0.352785156,,,,
small_simple,SIRS,0.5,0.2,0,0.6,0.598078071,7.695116778,0.448459335,0.149636509,-0.700191204,nan,-0.717008301,-0.444843901,,,,
small_simple,SIRS,0.5,0.2,0,0.7,0.598390376,7.695116778,0.465427582,0.132971164,-0.868713747,nan,-0.89889308,-0.433457382,,,,
small_simple,SIRS,0.5,0.2,0,0.8,0.598390062,7.695116778,0.478703716,0.119697443,-0.878687844,nan,-0.904475786,-0.586233451,,,,
small_simple,SIRS,0.5,0.2,0,0.9,0.598625796,7.695116778,0.489575652,0.109070477,-0.868654702,nan,-0.900892915,-0.218872412,,,,
small_simple,SIRS,0.5,0.2,0,1,0.597414304,7.695116778,0.497448248,0.100015243,-0.709082005,nan,-0.729136016,nan,,,,
small_simple,SIRS,0.5,0.3,0,0.1,0.398805062,7.695116778,0.100013561,0.298930703,0.809000168,nan,0.954334039,0.509675089,,,,
small_simple,SIRS,0.5,0.3,0,0.2,0.399263803,7.695116778,0.15987886,0.23943465,0.739982855,nan,0.954587416,0.344051701,,,,
small_simple,SIRS,0.5,0.3,0,0.3,0.399631116,7.695116778,0.199966004,0.199718487,0.515324057,nan,0.905134951,-0.007842905,,,,
small_simple,SIRS,0.5,0.3,0,0.4,0.399296109,7.695116778,0.228195636,0.171109609,0.580850094,nan,0.977996618,0.083443111,,,,
small_simple,SIRS,0.5,0.3,0,0.5,0.39926616,7.695116778,0.249455341,0.149821714,0.522888331,nan,0.98744412,0.078068238,,,,
small_simple,SIRS,0.5,0.3,0,0.6,0.399111821,7.695116778,0.266085534,0.133032902,0.350078917,nan,0.959827318,-0.050983879,,,,
small_simple,SIRS,0.5,0.3,0,0.7,0.399445778,7.695116778,0.279687432,0.119761256,0.13982685,nan,0.921081253,-0.084896742,,,,
small_simple,SIRS,0.5,0.3,0,0.8,0.399016546,7.695116778,0.290173751,0.108870786,0.306200365,nan,0.973211354,-0.133988751,,,,
small_simple,SIRS,0.5,0.3,0,0.9,0.399145285,7.695116778,0.299333545,0.099830323,0.071588813,nan,0.958100175,-0.040054927,,,,
small_simple,SIRS,0.5,0.3,0,1,0.399127495,7.695116778,0.306984114,0.092177551,0.02782102,nan,0.973443504,nan,,,,
small_simple,SIRS,0.5,0.4,0,0.1,0.199496365,7.695116778,0.040313877,0.159386846,0.938612045,nan,0.944354353,0.917940844,,,,
small_simple,SIRS,0.5,0.4,0,0.2,0.20072902,7.695116778,0.067056375,0.133778161,0.847848014,nan,0.923053307,0.758896919,,,,
small_simple,SIRS,0.5,0.4,0,0.3,0.200802706,7.695116778,0.086045098,0.114776153,0.786751709,nan,0.926699767,0.686291807,,,,
small_simple,SIRS,0.5,0.4,0,0.4,0.200591029,7.695116778,0.100330686,0.100291,0.87658173,nan,0.923345376,0.809947625,,,,
small_simple,SIRS,0.5,0.4,0,0.5,0.200635419,7.695116778,0.111371811,0.089274061,0.823255709,nan,0.929053356,0.733416945,,,,
small_simple,SIRS,0.5,0.4,0,0.6,0.200597747,7.695116778,0.120224158,0.080384256,0.829363466,nan,0.938671646,0.760500774,,,,
small_simple,SIRS,0.5,0.4,0,0.7,0.200617144,7.695116778,0.127529334,0.073101083,0.803441656,nan,0.921686706,0.566328419,,,,
small_simple,SIRS,0.5,0.4,0,0.8,0.200570899,7.695116778,0.133563091,0.067026286,0.807315985,nan,0.927520461,0.49042974,,,,
small_simple,SIRS,0.5,0.4,0,0.9,0.200594525,7.695116778,0.138726146,0.061895602,0.77212495,nan,0.902905686,0.21124539,,,,
small_simple,SIRS,0.5,0.4,0,1,0.200674332,7.695116778,0.143208415,0.057479993,0.707092466,nan,0.860586312,nan,,,,
small_simple,SIRS,0.5,0.5,0,0.1,0.021416493,7.695116778,0.005966977,0.01725662,0.955148506,nan,0.906574721,0.967350372,,,,
small_simple,SIRS,0.5,0.5,0,0.2,0.020329177,7.695116778,0.006522047,0.014290689,0.87100474,nan,0.896137439,0.909142711,,,,
small_simple,SIRS,0.5,0.5,0,0.3,0.019270325,7.695116778,0.00772288,0.012023492,0.799102299,nan,0.847566708,0.782436388,,,,
small_simple,SIRS,0.5,0.5,0,0.4,0.019997827,7.695116778,0.008749137,0.01174489,0.724322091,nan,0.829790683,0.607994243,,,,
small_simple,SIRS,0.5,0.5,0,0.5,0.018892277,7.695116778,0.009570563,0.009592762,0.728135235,nan,0.792552977,0.681274613,,,,
small_simple,SIRS,0.5,0.5,0,0.6,0.019235523,7.695116778,0.009837646,0.009442716,0.681995568,nan,0.791970099,0.612279607,,,,
small_simple,SIRS,0.5,0.5,0,0.7,0.019335725,7.695116778,0.010847329,0.008547382,0.646915599,nan,0.746318408,0.581785834,,,,
small_simple,SIRS,0.5,0.5,0,0.8,0.018995698,7.695116778,0.011071141,0.008015883,0.652614741,nan,0.749607493,0.558020758,,,,
small_simple,SIRS,0.5,0.5,0,0.9,0.018864954,7.695116778,0.01128362,0.007656859,0.633446795,nan,0.74555664,0.402342789,,,,
small_simple,SIRS,0.5,0.5,0,1,0.018340471,7.695116778,0.011257819,0.007142712,0.656538788,nan,0.763455616,nan,,,,
small_simple,SIRS,0.5,0.6,0,0.1,0.01691038,7.695116778,0.005675341,0.014227795,0.942341961,nan,0.873374213,0.921945789,,,,
small_simple,SIRS,0.5,0.6,0,0.2,0.012311659,7.695116778,0.005608105,0.008730246,0.938547342,nan,0.883943048,0.915338987,,,,
small_simple,SIRS,0.5,0.6,0,0.3,0.01379936,7.695116778,0.006123546,0.008798415,0.857451679,nan,0.856108898,0.843823532,,,,
small_simple,SIRS,0.5,0.6,0,0.4,0.014003198,7.695116778,0.006739706,0.007994701,0.79760097,nan,0.823026547,0.809076156,,,,
small_simple,SIRS,0.5,0.6,0,0.5,0.012189299,7.695116778,0.005378667,0.006929404,0.832246522,nan,0.898675142,0.869346508,,,,
small_simple,SIRS,0.5,0.6,0,0.6,0.013087929,7.695116778,0.006283075,0.007135594,0.767328492,nan,0.864277704,0.67321525,,,,
small_simple,SIRS,0.5,0.6,0,0.7,0.012413808,7.695116778,0.005773437,0.006699363,0.773980656,nan,0.888804332,0.707080825,,,,
small_simple,SIRS,0.5,0.6,0,0.8,0.012406547,7.695116778,0.006451206,0.005971123,0.745292981,nan,0.850939498,0.774473098,,,,
small_simple,SIRS,0.5,0.6,0,0.9,0.012118594,7.695116778,0.006262937,0.00588516,0.743279496,nan,0.865026814,0.749484134,,,,
small_simple,SIRS,0.5,0.6,0,1,0.012769034,7.695116778,0.007129638,0.005654575,0.672070839,nan,0.816885835,nan,,,,
small_simple,SIRS,0.5,0.7,0,0.1,0.014529004,7.695116778,0.005357183,0.012226919,0.959703092,nan,0.859730586,0.945593966,,,,
small_simple,SIRS,0.5,0.7,0,0.2,0.01142191,7.695116778,0.005161043,0.008350562,0.938264576,nan,0.874411277,0.920946855,,,,
small_simple,SIRS,0.5,0.7,0,0.3,0.012644901,7.695116778,0.005408696,0.008525928,0.847671725,nan,0.859998817,0.838695444,,,,
small_simple,SIRS,0.5,0.7,0,0.4,0.011466462,7.695116778,0.005412086,0.007001601,0.847742237,nan,0.864320003,0.85933003,,,,
small_simple,SIRS,0.5,0.7,0,0.5,0.011165553,7.695116778,0.005793416,0.006308993,0.811088208,nan,0.839305476,0.77306055,,,,
small_simple,SIRS,0.5,0.7,0,0.6,0.010691004,7.695116778,0.005362275,0.005686755,0.809649415,nan,0.86720293,0.84425113,,,,
small_simple,SIRS,0.5,0.7,0,0.7,0.011767217,7.695116778,0.006083128,0.006173034,0.698009274,nan,0.820832782,0.534312838,,,,
small_simple,SIRS,0.5,0.7,0,0.8,0.011138585,7.695116778,0.005793049,0.005531152,0.718800935,nan,0.842843357,0.703565272,,,,
small_simple,SIRS,0.5,0.7,0,0.9,0.011169871,7.695116778,0.005900757,0.005397722,0.688830118,nan,0.837010157,0.555697916,,,,
small_simple,SIRS,0.5,0.7,0,1,0.011194004,7.695116778,0.005943774,0.005253317,0.659576625,nan,0.833395468,nan,,,,
small_simple,SIRS,0.5,0.8,0,0.1,0.01212426,7.695116778,0.005603512,0.010477868,0.972378995,nan,0.819805193,0.947339244,,,,
small_simple,SIRS,0.5,0.8,0,0.2,0.011415958,7.695116778,0.004278964,0.008801717,0.920598512,nan,0.903914781,0.922588462,,,,
small_simple,SIRS,0.5,0.8,0,0.3,0.009232384,7.695116778,0.004650638,0.006458462,0.917461076,nan,0.883793457,0.880943455,,,,
small_simple,SIRS,0.5,0.8,0,0.4,0.01039104,7.695116778,0.005631366,0.006615558,0.846002929,nan,0.815117178,0.797688816,,,,
small_simple,SIRS,0.5,0.8,0,0.5,0.008908577,7.695116778,0.004622108,0.005418955,0.866421268,nan,0.883835832,0.811159181,,,,
small_simple,SIRS,0.5,0.8,0,0.6,0.009824315,7.695116778,0.005278523,0.00532761,0.799519044,nan,0.842048265,0.797752729,,,,
small_simple,SIRS,0.5,0.8,0,0.7,0.00936288,7.695116778,0.004546847,0.005230715,0.795280872,nan,0.889163103,0.721907393,,,,
small_simple,SIRS,0.5,0.8,0,0.8,0.009254272,7.695116778,0.004067913,0.005356044,0.783298956,nan,0.915387574,0.659409844,,,,
small_simple,SIRS,0.5,0.8,0,0.9,0.010070868,7.695116778,0.00491482,0.005285493,0.695681611,nan,0.86773187,0.499849521,,,,
small_simple,SIRS,0.5,0.8,0,1,0.010096358,7.695116778,0.005049267,0.005066536,0.667764637,nan,0.858151112,nan,,,,
small_simple,SIRS,0.5,0.9,0,0.1,0.011696596,7.695116778,0.005086055,0.010570463,0.967489157,nan,0.832171577,0.937252951,,,,
small_simple,SIRS,0.5,0.9,0,0.2,0.007858539,7.695116778,0.004862998,0.00565877,0.974139166,nan,0.848783331,0.958710797,,,,
small_simple,SIRS,0.5,0.9,0,0.3,0.008256392,7.695116778,0.004354148,0.006109531,0.926754439,nan,0.882902645,0.881661148,,,,
small_simple,SIRS,0.5,0.9,0,0.4,0.009386238,7.695116778,0.004694887,0.006278144,0.857085655,nan,0.861749906,0.821619188,,,,
small_simple,SIRS,0.5,0.9,0,0.5,0.009876596,7.695116778,0.005040564,0.006426009,0.782752517,nan,0.83722697,0.658821662,,,,
small_simple,SIRS,0.5,0.9,0,0.6,0.009260877,7.695116778,0.004701369,0.005306496,0.791138096,nan,0.861019649,0.794325798,,,,
small_simple,SIRS,0.5,0.9,0,0.7,0.008455502,7.695116778,0.004278762,0.004763759,0.808855317,nan,0.887507579,0.73495118,,,,
small_simple,SIRS,0.5,0.9,0,0.8,0.009153926,7.695116778,0.00458161,0.004952772,0.741504177,nan,0.868539137,0.716610952,,,,
small_simple,SIRS,0.5,0.9,0,0.9,0.009322401,7.695116778,0.004474393,0.005013329,0.70055829,nan,0.874805744,0.550712118,,,,
small_simple,SIRS,0.5,0.9,0,1,0.009482957,7.695116778,0.004589385,0.004980037,0.661541984,nan,0.866666477,nan,,,,
small_simple,SIRS,0.5,1,0,0.1,0.010871649,7.695116778,0.004728818,0.009588043,0.97148403,nan,0.844384162,0.955123615,,,,
small_simple,SIRS,0.5,1,0,0.2,0.006812162,7.695116778,0.004750032,0.005401408,0.976664545,nan,0.843299768,0.947129561,,,,
small_simple,SIRS,0.5,1,0,0.3,0.007560027,7.695116778,0.004761921,0.005797488,0.937301323,nan,0.842693462,0.879413978,,,,
small_simple,SIRS,0.5,1,0,0.4,0.007674957,7.695116778,0.00476457,0.005383759,0.904884194,nan,0.842561259,0.836750159,,,,
small_simple,SIRS,0.5,1,0,0.5,0.009396476,7.695116778,0.004753533,0.006164221,0.783178665,nan,0.843130947,0.690215015,,,,
small_simple,SIRS,0.5,1,0,0.6,0.008295193,7.695116778,0.004731855,0.004815243,0.822076717,nan,0.844245966,0.785830576,,,,
small_simple,SIRS,0.5,1,0,0.7,0.009288922,7.695116778,0.004700134,0.005324199,0.716274995,nan,0.845874493,0.645139556,,,,
small_simple,SIRS,0.5,1,0,0.8,0.009437345,7.695116778,0.004658369,0.005196866,0.670536352,nan,0.848014306,0.641924921,,,,
small_simple,SIRS,0.5,1,0,0.9,0.009243428,7.695116778,0.004611234,0.004934476,0.660832653,nan,0.850424306,0.597513499,,,,
small_simple,SIRS,0.5,1,0,1,0.0094267,7.695116778,0.00461274,0.00494539,0.62005177,nan,0.850349472,nan,,,,
small_simple,SIRS,0.6,0.1,0,0.1,0.82271491,7.695116778,0.412213535,0.410742069,-0.087471937,nan,0.550017629,-0.171257139,,,,
small_simple,SIRS,0.6,0.1,0,0.2,0.595592283,7.695116778,0.387521391,0.209628271,-0.05048664,nan,-0.002546866,0.038648491,,,,
small_simple,SIRS,0.6,0.1,0,0.3,0.589716604,7.695116778,0.429074445,0.162008499,-0.053486904,nan,-0.054419358,0.015452668,,,,
small_simple,SIRS,0.6,0.1,0,0.4,0.575729933,7.695116778,0.443386914,0.133642638,-0.057331921,nan,-0.059924918,0.029492019,,,,
small_simple,SIRS,0.6,0.1,0,0.5,0.727480408,7.695116778,0.600110719,0.128424614,-0.075223617,nan,-0.074797294,-0.038501197,,,,
small_simple,SIRS,0.6,0.1,0,0.6,0.574228634,7.695116778,0.472667356,0.102564758,-0.052947171,nan,-0.053501592,-0.002542326,,,,
small_simple,SIRS,0.6,0.1,0,0.7,0.556341298,7.695116778,0.464190598,0.093124035,-0.030180003,nan,-0.032564227,0.012568767,,,,
small_simple,SIRS,0.6,0.1,0,0.8,0.568620591,7.695116778,0.483360919,0.086276339,-0.041661398,nan,-0.040309309,-0.023719002,,,,
small_simple,SIRS,0.6,0.1,0,0.9,0.563048399,7.695116778,0.483450315,0.080383969,-0.035668488,nan,-0.035245891,-0.010889054,,,,
small_simple,SIRS,0.6,0.1,0,1,0.578786119,7.695116778,0.503674309,0.07574241,-0.040265003,nan,-0.040191939,nan,,,,
small_simple,SIRS,0.6,0.2,0,0.1,0.663865422,7.695116778,0.221866211,0.442170744,0.183226958,nan,0.926034511,-0.106447294,,,,
small_simple,SIRS,0.6,0.2,0,0.2,0.664161962,7.695116778,0.332322401,0.331892263,-0.273148108,nan,0.772095515,-0.240403714,,,,
small_simple,SIRS,0.6,0.2,0,0.3,0.66335283,7.695116778,0.397976332,0.265400965,-0.397754337,nan,0.333000539,-0.260054619,,,,
small_simple,SIRS,0.6,0.2,0,0.4,0.663856023,7.695116778,0.442414679,0.221464708,-0.511996751,nan,-0.2132875,-0.399140637,,,,
small_simple,SIRS,0.6,0.2,0,0.5,0.663791492,7.695116778,0.473923695,0.189885409,-0.58948734,nan,-0.544031949,-0.300076721,,,,
small_simple,SIRS,0.6,0.2,0,0.6,0.664590852,7.695116778,0.498266847,0.16634715,-0.676641238,nan,-0.66133234,-0.417550885,,,,
small_simple,SIRS,0.6,0.2,0,0.7,0.665018386,7.695116778,0.517116602,0.147912106,-0.803384948,nan,-0.816933922,-0.394259012,,,,
small_simple,SIRS,0.6,0.2,0,0.8,0.66443281,7.695116778,0.53132675,0.133129771,-0.731272736,nan,-0.739511216,-0.471609613,,,,
small_simple,SIRS,0.6,0.2,0,0.9,0.664961534,7.695116778,0.543829144,0.121161261,-0.721359282,nan,-0.741411625,-0.261205856,,,,
small_simple,SIRS,0.6,0.2,0,1,0.665045048,7.695116778,0.553944975,0.111124768,-0.777791123,nan,-0.78817386,nan,,,,
small_simple,SIRS,0.6,0.3,0,0.1,0.498414365,7.695116778,0.125001018,0.373558289,0.655239736,nan,0.953182649,0.268609418,,,,
small_simple,SIRS,0.6,0.3,0,0.2,0.498890082,7.695116778,0.199679024,0.299255864,0.329709945,nan,0.932150876,-0.060366373,,,,
small_simple,SIRS,0.6,0.3,0,0.3,0.498930466,7.695116778,0.249574031,0.249383173,0.068466578,nan,0.897796062,-0.132655161,,,,
small_simple,SIRS,0.6,0.3,0,0.4,0.499115775,7.695116778,0.285269757,0.213862387,-0.155503866,nan,0.909001842,-0.219241393,,,,
small_simple,SIRS,0.6,0.3,0,0.5,0.49926672,7.695116778,0.312012285,0.187259324,-0.411663999,nan,0.889839404,-0.331000573,,,,
small_simple,SIRS,0.6,0.3,0,0.6,0.499363406,7.695116778,0.332879109,0.166488968,-0.616489878,nan,0.745338549,-0.432885947,,,,
small_simple,SIRS,0.6,0.3,0,0.7,0.499030869,7.695116778,0.349233002,0.149810451,-0.646410566,nan,0.327603387,-0.304561998,,,,
small_simple,SIRS,0.6,0.3,0,0.8,0.49911182,7.695116778,0.363032805,0.136084,-0.805898198,nan,-0.513670791,-0.235702348,,,,
small_simple,SIRS,0.6,0.3,0,0.9,0.499084782,7.695116778,0.374344677,0.124755181,-0.783837119,nan,-0.771385908,-0.112905516,,,,
small_simple,SIRS,0.6,0.3,0,1,0.498985839,7.695116778,0.38382708,0.115179771,-0.830184241,nan,-0.88211338,nan,,,,
small_simple,SIRS,0.6,0.4,0,0.1,0.332851324,7.695116778,0.06694537,0.266188134,0.855243949,nan,0.919041036,0.656155351,,,,
small_simple,SIRS,0.6,0.4,0,0.2,0.333275186,7.695116778,0.11128147,0.222084046,0.754235734,nan,0.911606754,0.495424812,,,,
small_simple,SIRS,0.6,0.4,0,0.3,0.332981685,7.695116778,0.142682305,0.190304948,0.818174524,nan,0.985732074,0.507949287,,,,
small_simple,SIRS,0.6,0.4,0,0.4,0.333377557,7.695116778,0.166765167,0.166646835,0.624902412,nan,0.891147811,0.185289102,,,,
small_simple,SIRS,0.6,0.4,0,0.5,0.333338457,7.695116778,0.185248034,0.148115508,0.611922281,nan,0.882285401,0.183105981,,,,
small_simple,SIRS,0.6,0.4,0,0.6,0.332811662,7.695116778,0.199702542,0.133119228,0.707558787,nan,0.93981216,0.263779462,,,,
small_simple,SIRS,0.6,0.4,0,0.7,0.333427095,7.695116778,0.212068253,0.121361442,0.624899184,nan,0.940128138,0.101796502,,,,
small_simple,SIRS,0.6,0.4,0,0.8,0.332970339,7.695116778,0.221994415,0.110986132,0.705085867,nan,0.975082018,0.277355667,,,,
small_simple,SIRS,0.6,0.4,0,0.9,0.333000001,7.695116778,0.230542425,0.102472914,0.669750193,nan,0.970610095,0.212198172,,,,
small_simple,SIRS,0.6,0.4,0,1,0.332985297,7.695116778,0.237838647,0.095168795,0.671164168,nan,0.966300934,nan,,,,
small_simple,SIRS,0.6,0.5,0,0.1,0.166941825,7.695116778,0.028431814,0.138928253,0.903486403,nan,0.900126269,0.88952774,,,,
small_simple,SIRS,0.6,0.5,0,0.2,0.167822902,7.695116778,0.048198641,0.119847623,0.830730673,nan,0.880193033,0.763892412,,,,
small_simple,SIRS,0.6,0.5,0,0.3,0.167528395,7.695116778,0.062901864,0.104713731,0.828264822,nan,0.904426895,0.760390972,,,,
small_simple,SIRS,0.6,0.5,0,0.4,0.167600833,7.695116778,0.074542621,0.093135731,0.823856631,nan,0.890677318,0.715794044,,,,
small_simple,SIRS,0.6,0.5,0,0.5,0.167589481,7.695116778,0.083782514,0.083835357,0.790797013,nan,0.888545768,0.704358128,,,,
small_simple,SIRS,0.6,0.5,0,0.6,0.167555473,7.695116778,0.091348022,0.076246055,0.767147477,nan,0.883282282,0.546954634,,,,
small_simple,SIRS,0.6,0.5,0,0.7,0.167536261,7.695116778,0.097647947,0.069889983,0.759352967,nan,0.881659339,0.73188004,,,,
small_simple,SIRS,0.6,0.5,0,0.8,0.167691087,7.695116778,0.103107996,0.064587872,0.632856734,nan,0.808989247,0.613781643,,,,
small_simple,SIRS,0.6,0.5,0,0.9,0.167461807,7.695116778,0.107514344,0.059962734,0.747635819,nan,0.89313207,0.449492084,,,,
small_simple,SIRS,0.6,0.5,0,1,0.16744131,7.695116778,0.111467252,0.055998461,0.737586626,nan,0.89041406,nan,,,,
small_simple,SIRS,0.6,0.6,0,0.1,0.021921824,7.695116778,0.006764282,0.018461771,0.929861208,nan,0.83656594,0.9093778,,,,
small_simple,SIRS,0.6,0.6,0,0.2,0.019784945,7.695116778,0.006633297,0.014474657,0.853628074,nan,0.857160049,0.844464716,,,,
small_simple,SIRS,0.6,0.6,0,0.3,0.017852036,7.695116778,0.006847472,0.011506634,0.83580902,nan,0.85838507,0.856500141,,,,
small_simple,SIRS,0.6,0.6,0,0.4,0.0188867,7.695116778,0.007932662,0.011546939,0.744423056,nan,0.819582388,0.705703802,,,,
small_simple,SIRS,0.6,0.6,0,0.5,0.018002457,7.695116778,0.008501233,0.009979167,0.717753105,nan,0.79580717,0.640328046,,,,
small_simple,SIRS,0.6,0.6,0,0.6,0.018623418,7.695116778,0.009244944,0.009703233,0.654573297,nan,0.768790384,0.535961106,,,,
small_simple,SIRS,0.6,0.6,0,0.7,0.018780485,7.695116778,0.00989752,0.009044566,0.604498168,nan,0.731597502,0.508665641,,,,
small_simple,SIRS,0.6,0.6,0,0.8,0.017431348,7.695116778,0.009017026,0.008477226,0.67457039,nan,0.801346223,0.733819852,,,,
small_simple,SIRS,0.6,0.6,0,0.9,0.018763605,7.695116778,0.010854638,0.007928982,0.530509693,nan,0.678819899,0.471277029,,,,
small_simple,SIRS,0.6,0.6,0,1,0.018051489,7.695116778,0.010573778,0.007505067,0.568028901,nan,0.714746485,nan,,,,
small_simple,SIRS,0.6,0.7,0,0.1,0.017351926,7.695116778,0.005988785,0.014661481,0.952504621,nan,0.834151704,0.935425808,,,,
small_simple,SIRS,0.6,0.7,0,0.2,0.014565842,7.695116778,0.005732138,0.010537483,0.922353507,nan,0.855882273,0.927770372,,,,
small_simple,SIRS,0.6,0.7,0,0.3,0.012387056,7.695116778,0.005082532,0.008310084,0.900269735,nan,0.895873227,0.897205507,,,,
small_simple,SIRS,0.6,0.7,0,0.4,0.015229096,7.695116778,0.006755146,0.009708207,0.74079907,nan,0.796928353,0.676858557,,,,
small_simple,SIRS,0.6,0.7,0,0.5,0.014120699,7.695116778,0.006368468,0.008256618,0.739988376,nan,0.8289352,0.736211862,,,,
