Experiment,Model,beta,gamma,sigma,xi,NRMSE_S,NRMSE_E,NRMSE_I,NRMSE_R,Pearson_S,Pearson_E,Pearson_I,Pearson_R
large_complex,SEIR,0.2,0.2,0.8,0,0.341965803,0.002859854,0.548897052,0.210008011,0.714696665,0.82696074,-0.522421186,0.470525588
large_complex,SEIR,0.2,0.2,0.9,0,0.341728234,0.002798954,0.548268728,0.20931705,0.729074411,0.81445468,-0.497308318,0.454407146
large_complex,SEIR,0.2,0.2,1,0,0.341794169,0.002740282,0.546042461,0.206970197,0.722397925,0.806070503,-0.496523489,0.458991018
large_complex,SEIR,0.2,0.3,0.1,0,0.455613517,0.006667803,0.31610638,0.150159626,0.738382897,0.928016013,-0.374410142,0.746281991
large_complex,SEIR,0.2,0.3,0.2,0,0.455686276,0.00486007,0.317077006,0.148690624,0.646755542,0.893797044,-0.313892411,0.698347013
large_complex,SEIR,0.2,0.3,0.3,0,0.45407341,0.00358834,0.315856818,0.148413107,0.542990412,0.904514921,-0.268630312,0.643008911
large_complex,SEIR,0.2,0.3,0.4,0,0.454251048,0.003156524,0.315049495,0.150472316,0.516095058,0.890710477,-0.243684814,0.602619334
large_complex,SEIR,0.2,0.3,0.5,0,0.4558242,0.002624161,0.314718357,0.15108925,0.534613376,0.905384007,-0.244854005,0.6207118
large_complex,SEIR,0.2,0.3,0.6,0,0.45224867,0.002627469,0.310162778,0.155769608,0.454933566,0.882838533,-0.200735047,0.537961067
large_complex,SEIR,0.2,0.3,0.7,0,0.453849833,0.002384923,0.313999509,0.151301908,0.460780138,0.888292698,-0.20524941,0.561057986
large_complex,SEIR,0.2,0.3,0.8,0,0.450256327,0.002530562,0.310222865,0.153743895,0.400700791,0.853149259,-0.181900488,0.50368496
large_complex,SEIR,0.2,0.3,0.9,0,0.450022506,0.002379373,0.312549135,0.149073121,0.382339996,0.857571896,-0.180556305,0.510969858
large_complex,SEIR,0.2,0.3,1,0,0.450799912,0.002414868,0.311333984,0.152827805,0.402286555,0.839412325,-0.173530249,0.50792262
large_complex,SEIR,0.2,0.4,0.1,0,0.496659114,0.005662955,0.063349168,0.436229232,0.530487817,0.935779123,-0.002282737,0.635645031
large_complex,SEIR,0.2,0.4,0.2,0,0.489787058,0.003636545,0.049370531,0.444423757,0.389805958,0.936439892,0.098792228,0.485907724
large_complex,SEIR,0.2,0.4,0.3,0,0.487423343,0.002715725,0.059401561,0.431951107,0.310784829,0.938771702,0.081522052,0.402677245
large_complex,SEIR,0.2,0.4,0.4,0,0.442598869,0.002347166,0.030777196,0.414360655,0.215640521,0.937237804,0.261218864,0.288258178
large_complex,SEIR,0.2,0.4,0.5,0,0.478691483,0.002554171,0.038492581,0.444324667,0.283027011,0.901694569,0.218695977,0.365249498
large_complex,SEIR,0.2,0.4,0.6,0,0.487377399,0.002328722,0.058157442,0.432891704,0.275636687,0.90282204,0.133653081,0.362444511
large_complex,SEIR,0.2,0.4,0.7,0,0.47089763,0.002315912,0.051332702,0.424825935,0.227699149,0.886320499,0.140437028,0.301268265
large_complex,SEIR,0.2,0.4,0.8,0,0.425468824,0.002193784,0.023775611,0.404213386,0.172054431,0.885750058,0.368976548,0.231624346
