Experiment,Model,beta,gamma,sigma,xi,NRMSE_S,NRMSE_E,NRMSE_I,NRMSE_R,Pearson_S,Pearson_E,Pearson_I,Pearson_R,,,
large_complex,SEIRS,0.3,0.8,0.5,0.1,0.007874975,0.002170611,0.001767008,0.005817618,0.983128658,0.936213854,0.954161495,0.975792029,,,
large_complex,SEIRS,0.3,0.8,0.5,0.2,0.007868702,0.00222194,0.001712067,0.004850638,0.956709501,0.929962409,0.959005688,0.954396306,,,
large_complex,SEIRS,0.3,0.8,0.5,0.3,0.007197987,0.002323875,0.001815515,0.003753271,0.947554803,0.923333494,0.954312712,0.939403718,,,
large_complex,SEIRS,0.3,0.8,0.5,0.4,0.007413538,0.002586097,0.001780151,0.003529251,0.926259817,0.902603358,0.951670551,0.92184648,,,
large_complex,SEIRS,0.3,0.8,0.5,0.5,0.007309354,0.002410649,0.001655265,0.003390072,0.914353081,0.91550465,0.960580589,0.907569802,,,
large_complex,SEIRS,0.3,0.8,0.5,0.6,0.007040693,0.002459892,0.001782997,0.002952338,0.913320104,0.912728764,0.950644558,0.925971445,,,
large_complex,SEIRS,0.3,0.8,0.5,0.7,0.007501426,0.002373426,0.001719688,0.003471698,0.889717598,0.918641935,0.956066747,0.873299388,,,
large_complex,SEIRS,0.3,0.8,0.5,0.8,0.007539282,0.002635105,0.001746376,0.003293542,0.879089947,0.897398739,0.952417545,0.871199112,,,
large_complex,SEIRS,0.3,0.8,0.5,0.9,0.007591132,0.002614881,0.00174652,0.003414687,0.872906573,0.902473194,0.952740803,0.874546829,,,
large_complex,SEIRS,0.3,0.8,0.5,1,0.007350889,0.002482774,0.001631502,0.00337139,0.876253543,0.910038609,0.961397683,nan,,,
large_complex,SEIRS,0.3,0.8,0.6,0.1,0.007014705,0.002251522,0.001801185,0.004960019,0.989045736,0.909103097,0.951088413,0.983249264,,,
large_complex,SEIRS,0.3,0.8,0.6,0.2,0.006491228,0.002052571,0.001755134,0.00400939,0.971730669,0.927485391,0.954968087,0.962393306,,,
large_complex,SEIRS,0.3,0.8,0.6,0.3,0.007290039,0.002381363,0.001922403,0.003837433,0.944399297,0.898335553,0.942738828,0.949489655,,,
large_complex,SEIRS,0.3,0.8,0.6,0.4,0.007476335,0.002349473,0.00196219,0.003847384,0.92079178,0.902886995,0.94058034,0.907191006,,,
large_complex,SEIRS,0.3,0.8,0.6,0.5,0.007465251,0.002334105,0.00189673,0.003588764,0.907272956,0.904934335,0.946954325,0.899998335,,,
large_complex,SEIRS,0.3,0.8,0.6,0.6,0.007730988,0.002202907,0.001953708,0.003714278,0.8850678,0.915711149,0.945337057,0.875839671,,,
large_complex,SEIRS,0.3,0.8,0.6,0.7,0.007706852,0.002410802,0.001967121,0.003521744,0.873073672,0.898835284,0.941605683,0.866863695,,,
large_complex,SEIRS,0.3,0.8,0.6,0.8,0.007858591,0.002587684,0.002015221,0.003481533,0.856771324,0.88120751,0.938688305,0.810459662,,,
large_complex,SEIRS,0.3,0.8,0.6,0.9,0.007745588,0.002458782,0.002027333,0.003493683,0.855520151,0.892916909,0.937376763,0.868008941,,,
large_complex,SEIRS,0.3,0.8,0.6,1,0.007668856,0.002399291,0.001980474,0.003513197,0.852582237,0.899667607,0.941222914,nan,,,
large_complex,SEIRS,0.3,0.8,0.7,0.1,0.006935759,0.002103013,0.00202197,0.005059998,0.989090343,0.907983522,0.937547931,0.982467071,,,
large_complex,SEIRS,0.3,0.8,0.7,0.2,0.007886455,0.002299685,0.002096189,0.005166512,0.953144166,0.887562954,0.933225298,0.941108962,,,
large_complex,SEIRS,0.3,0.8,0.7,0.3,0.007595989,0.002241436,0.002233551,0.00435026,0.934256964,0.895433492,0.923533583,0.92451827,,,
large_complex,SEIRS,0.3,0.8,0.7,0.4,0.007743623,0.002245018,0.002062284,0.004111771,0.908376478,0.895223446,0.935958145,0.906230585,,,
large_complex,SEIRS,0.3,0.8,0.7,0.5,0.007588381,0.00216967,0.00196507,0.003910442,0.899079714,0.904211433,0.942204707,0.897731077,,,
large_complex,SEIRS,0.3,0.8,0.7,0.6,0.007800444,0.002402612,0.002154037,0.003670075,0.87795238,0.878987846,0.930390012,0.882746513,,,
large_complex,SEIRS,0.3,0.8,0.7,0.7,0.007740084,0.002392664,0.002186131,0.003593688,0.866522001,0.880535793,0.927550979,0.861315069,,,
large_complex,SEIRS,0.3,0.8,0.7,0.8,0.007620387,0.002330571,0.002040328,0.003625272,0.863144438,0.887719698,0.937437726,0.899769117,,,
large_complex,SEIRS,0.3,0.8,0.7,0.9,0.007611037,0.002378156,0.002105477,0.003600612,0.855882816,0.882731238,0.933091485,0.927294901,,,
large_complex,SEIRS,0.3,0.8,0.7,1,0.007661599,0.002357361,0.002124636,0.003549426,0.842278496,0.886703892,0.932372349,nan,,,
large_complex,SEIRS,0.3,0.8,0.8,0.1,0.007826441,0.00224289,0.002277641,0.006229713,0.98161603,0.879669007,0.921829952,0.969323395,,,
large_complex,SEIRS,0.3,0.8,0.8,0.2,0.008619733,0.002251234,0.002350588,0.005886381,0.941021235,0.879664526,0.916877727,0.934236627,,,
large_complex,SEIRS,0.3,0.8,0.8,0.3,0.007572728,0.002160709,0.002265199,0.004618197,0.930300952,0.891295079,0.923274379,0.909449552,,,
large_complex,SEIRS,0.3,0.8,0.8,0.4,0.007550377,0.002148298,0.002217105,0.004144154,0.913692038,0.893617323,0.927401967,0.89639877,,,
large_complex,SEIRS,0.3,0.8,0.8,0.5,0.007820784,0.00225113,0.002308636,0.003972382,0.887051582,0.88173295,0.920710234,0.890943331,,,
large_complex,SEIRS,0.3,0.8,0.8,0.6,0.007557349,0.002348503,0.00227964,0.003650818,0.882817952,0.870558727,0.922948281,0.872646739,,,
large_complex,SEIRS,0.3,0.8,0.8,0.7,0.007804912,0.002308963,0.0023741,0.003753982,0.857435311,0.876026691,0.916387071,0.85695891,,,
large_complex,SEIRS,0.3,0.8,0.8,0.8,0.007556787,0.002354802,0.002330795,0.003531027,0.858954514,0.870531584,0.919777952,0.837833042,,,
large_complex,SEIRS,0.3,0.8,0.8,0.9,0.007880461,0.002441602,0.002407893,0.003646428,0.833218776,0.859584358,0.914067085,0.868122784,,,
large_complex,SEIRS,0.3,0.8,0.8,1,0.007729295,0.002246224,0.002340308,0.003653457,0.832455931,0.884253514,0.919191757,nan,,,
large_complex,SEIRS,0.3,0.8,0.9,0.1,0.008596677,0.00228329,0.002555608,0.006998946,0.97685927,0.863223433,0.90388342,0.963615304,,,
large_complex,SEIRS,0.3,0.8,0.9,0.2,0.007499394,0.0023174,0.002659318,0.005151641,0.956932021,0.859520368,0.897341226,0.938945299,,,
large_complex,SEIRS,0.3,0.8,0.9,0.3,0.007299497,0.002280803,0.002576511,0.004214214,0.940621725,0.865213689,0.903057774,0.937643823,,,
large_complex,SEIRS,0.3,0.8,0.9,0.4,0.007584371,0.00229977,0.002571008,0.004198302,0.908797328,0.863313546,0.903768151,0.888370219,,,
large_complex,SEIRS,0.3,0.8,0.9,0.5,0.007703556,0.002341337,0.002544509,0.004012674,0.885607133,0.858289878,0.905885673,0.857792714,,,
large_complex,SEIRS,0.3,0.8,0.9,0.6,0.007753644,0.002356851,0.002608423,0.003848306,0.868106953,0.856665143,0.901977519,0.84957129,,,
large_complex,SEIRS,0.3,0.8,0.9,0.7,0.007541092,0.002241298,0.002438563,0.00366886,0.864959784,0.872403763,0.91413423,0.832772924,,,
large_complex,SEIRS,0.3,0.8,0.9,0.8,0.007883949,0.002339905,0.002705023,0.003680094,0.838073893,0.859731707,0.893882561,0.847398474,,,
large_complex,SEIRS,0.3,0.8,0.9,0.9,0.007877332,0.002374644,0.002678476,0.003705496,0.826371973,0.855309528,0.896704184,0.810670417,,,
large_complex,SEIRS,0.3,0.8,0.9,1,0.00797998,0.00238635,0.002640889,0.003703218,0.812330757,0.85396211,0.898656307,nan,,,
large_complex,SEIRS,0.3,0.8,1,0.1,0.007472684,0.002308393,0.002704021,0.005853216,0.985706204,0.850165931,0.894714935,0.975866384,,,
large_complex,SEIRS,0.3,0.8,1,0.2,0.007894859,0.002325971,0.002862075,0.005454095,0.952002927,0.848377333,0.884078362,0.938178705,,,
large_complex,SEIRS,0.3,0.8,1,0.3,0.007295234,0.002340795,0.002867714,0.004446183,0.937070784,0.846866561,0.882321214,0.913681668,,,
large_complex,SEIRS,0.3,0.8,1,0.4,0.007626367,0.002353108,0.002837581,0.00429583,0.905480088,0.845610071,0.886908135,0.885509477,,,
large_complex,SEIRS,0.3,0.8,1,0.5,0.007502258,0.002363211,0.002733151,0.003947857,0.892628129,0.844578067,0.897111435,0.895365713,,,
large_complex,SEIRS,0.3,0.8,1,0.6,0.00788362,0.002371589,0.00296978,0.003960194,0.861312089,0.843721663,0.877071029,0.852821532,,,
large_complex,SEIRS,0.3,0.8,1,0.7,0.007583604,0.002378546,0.00288657,0.003667465,0.859266834,0.843010108,0.885258548,0.847332571,,,
large_complex,SEIRS,0.3,0.8,1,0.8,0.007937508,0.002384446,0.002904364,0.003727594,0.831404458,0.842406449,0.880080068,0.840487316,,,
large_complex,SEIRS,0.3,0.8,1,0.9,0.007892599,0.002389688,0.002964108,0.00373985,0.819716199,0.8418697,0.878119446,0.775345924,,,
large_complex,SEIRS,0.3,0.8,1,1,0.007736552,0.002394667,0.002779295,0.003770317,0.821209279,0.841359629,0.892973235,nan,,,
large_complex,SEIRS,0.3,0.9,0.1,0.1,0.007026041,0.00381449,0.001263913,0.002927416,0.990740649,0.972018629,0.962109999,0.991774343,,,
large_complex,SEIRS,0.3,0.9,0.1,0.2,0.007850985,0.004466388,0.001412276,0.002975727,0.974659009,0.958357224,0.952112766,0.968614547,,,
large_complex,SEIRS,0.3,0.9,0.1,0.3,0.006478525,0.003394305,0.001468913,0.00270331,0.981095809,0.981743064,0.948052396,0.932463147,,,
large_complex,SEIRS,0.3,0.9,0.1,0.4,0.006463727,0.003546396,0.00151025,0.002313632,0.978542006,0.978505514,0.944798637,0.93641286,,,
large_complex,SEIRS,0.3,0.9,0.1,0.5,0.007201615,0.004142232,0.001416301,0.002379055,0.969706714,0.972424091,0.952279119,0.935372986,,,
large_complex,SEIRS,0.3,0.9,0.1,0.6,0.007058723,0.004108391,0.001447031,0.002302557,0.967252298,0.970000526,0.950064921,0.879845367,,,
large_complex,SEIRS,0.3,0.9,0.1,0.7,0.007485289,0.004677158,0.001401873,0.002207634,0.956314782,0.956703006,0.953366884,0.849906384,,,
large_complex,SEIRS,0.3,0.9,0.1,0.8,0.006822357,0.003809313,0.001433435,0.00243106,0.966556663,0.971907564,0.95106826,0.811818193,,,
large_complex,SEIRS,0.3,0.9,0.1,0.9,0.007589481,0.004556665,0.001437915,0.00235807,0.955278638,0.966899168,0.950614958,0.736205696,,,
large_complex,SEIRS,0.3,0.9,0.1,1,0.007429271,0.004602368,0.001296171,0.002367972,0.953931781,0.961761449,0.96054006,nan,,,
large_complex,SEIRS,0.3,0.9,0.2,0.1,0.007499417,0.002865096,0.001190352,0.004446551,0.985376383,0.959951059,0.972973061,0.98443616,,,
large_complex,SEIRS,0.3,0.9,0.2,0.2,0.006642027,0.002468939,0.001449259,0.003545056,0.976234008,0.974282025,0.958293384,0.964862231,,,
large_complex,SEIRS,0.3,0.9,0.2,0.3,0.007028904,0.003050123,0.001363453,0.003199694,0.960793973,0.959155859,0.963432479,0.939770536,,,
large_complex,SEIRS,0.3,0.9,0.2,0.4,0.006827237,0.002857247,0.001329839,0.002967042,0.960449917,0.967987806,0.966112772,0.941530707,,,
large_complex,SEIRS,0.3,0.9,0.2,0.5,0.006763413,0.0032722,0.001482463,0.002558363,0.950357622,0.942648948,0.956120178,0.932299424,,,
large_complex,SEIRS,0.3,0.9,0.2,0.6,0.006740401,0.002773328,0.001543611,0.002962407,0.949966727,0.961877636,0.952289751,0.877192882,,,
large_complex,SEIRS,0.3,0.9,0.2,0.7,0.007011683,0.003106261,0.001477915,0.00275383,0.940921148,0.957898247,0.957237351,0.87896342,,,
large_complex,SEIRS,0.3,0.9,0.2,0.8,0.007231771,0.003611333,0.001393787,0.002635441,0.926833105,0.93294888,0.962231812,0.822608463,,,
large_complex,SEIRS,0.3,0.9,0.2,0.9,0.006867954,0.003151289,0.001275518,0.002719956,0.935728844,0.95596791,0.968908264,0.809293895,,,
large_complex,SEIRS,0.3,0.9,0.2,1,0.00684883,0.003172596,0.001411412,0.002758646,0.933337903,0.950663862,0.960795665,nan,,,
large_complex,SEIRS,0.3,0.9,0.3,0.1,0.006969162,0.002807064,0.001222763,0.004180337,0.98841598,0.930767076,0.973378097,0.986784004,,,
large_complex,SEIRS,0.3,0.9,0.3,0.2,0.00691553,0.00228199,0.001407255,0.003794444,0.972285005,0.956639379,0.965670343,0.97789247,,,
large_complex,SEIRS,0.3,0.9,0.3,0.3,0.006614531,0.002474564,0.001424739,0.003203008,0.96073775,0.952221731,0.964891523,0.954573942,,,
large_complex,SEIRS,0.3,0.9,0.3,0.4,0.006940724,0.002617432,0.001406681,0.003165228,0.944168403,0.946931302,0.964996338,0.934739565,,,
large_complex,SEIRS,0.3,0.9,0.3,0.5,0.006713845,0.002313784,0.001394843,0.003156186,0.944179759,0.961574131,0.966842508,0.934466971,,,
large_complex,SEIRS,0.3,0.9,0.3,0.6,0.007303767,0.002652687,0.001443391,0.003341021,0.920011659,0.944024686,0.963995735,0.896695276,,,
large_complex,SEIRS,0.3,0.9,0.3,0.7,0.007031347,0.002765388,0.001464646,0.003000003,0.919716627,0.935984303,0.963121946,0.881609773,,,
large_complex,SEIRS,0.3,0.9,0.3,0.8,0.006789331,0.002707096,0.001353073,0.00284558,0.921647234,0.941386429,0.968761511,0.897896841,,,
large_complex,SEIRS,0.3,0.9,0.3,0.9,0.006683473,0.002381707,0.001493984,0.002990158,0.923958093,0.956765197,0.961992436,0.886206587,,,
large_complex,SEIRS,0.3,0.9,0.3,1,0.006686319,0.002418341,0.001443748,0.003025116,0.91976868,0.955461157,0.964327671,nan,,,
large_complex,SEIRS,0.3,0.9,0.4,0.1,0.007299275,0.00214366,0.001491605,0.005272112,0.984522866,0.946585563,0.963357978,0.977851335,,,
large_complex,SEIRS,0.3,0.9,0.4,0.2,0.007128461,0.002224079,0.001309508,0.004343002,0.962990843,0.943148029,0.971261507,0.958546207,,,
large_complex,SEIRS,0.3,0.9,0.4,0.3,0.006698036,0.002271719,0.001422306,0.00354009,0.953099373,0.941778968,0.966015594,0.941695865,,,
large_complex,SEIRS,0.3,0.9,0.4,0.4,0.006639515,0.002419106,0.001348549,0.003046591,0.946055758,0.932966924,0.969491717,0.957818739,,,
large_complex,SEIRS,0.3,0.9,0.4,0.5,0.007323945,0.002459988,0.001451965,0.003518632,0.915721708,0.932045141,0.964311496,0.905738761,,,
large_complex,SEIRS,0.3,0.9,0.4,0.6,0.007230984,0.002724438,0.001397839,0.003163014,0.905627444,0.911490088,0.966153768,0.894203911,,,
large_complex,SEIRS,0.3,0.9,0.4,0.7,0.007220078,0.0026326,0.001416665,0.003194921,0.89774297,0.920656211,0.964813307,0.869824388,,,
large_complex,SEIRS,0.3,0.9,0.4,0.8,0.00691941,0.002430837,0.00139199,0.003120712,0.902682503,0.932607328,0.968100784,0.85104655,,,
large_complex,SEIRS,0.3,0.9,0.4,0.9,0.007206603,0.002644796,0.001437328,0.00319241,0.885636419,0.91724141,0.965478873,0.787540892,,,
large_complex,SEIRS,0.3,0.9,0.4,1,0.007463363,0.002811212,0.001507133,0.003214102,0.869375574,0.908489904,0.960589116,nan,,,
large_complex,SEIRS,0.3,0.9,0.5,0.1,0.007155782,0.002313441,0.001521834,0.005309711,0.985239348,0.916489766,0.961223525,0.975689436,,,
large_complex,SEIRS,0.3,0.9,0.5,0.2,0.006883236,0.002207194,0.001527464,0.004215421,0.966416851,0.92694113,0.960859797,0.960959123,,,
large_complex,SEIRS,0.3,0.9,0.5,0.3,0.007081875,0.002382356,0.001539857,0.003855932,0.943507843,0.914147863,0.959391353,0.937605624,,,
large_complex,SEIRS,0.3,0.9,0.5,0.4,0.00691408,0.002141463,0.001469211,0.003577791,0.930528078,0.931709509,0.965359647,0.924466173,,,
large_complex,SEIRS,0.3,0.9,0.5,0.5,0.007188371,0.002194723,0.001543588,0.00360606,0.911978144,0.929609998,0.960870914,0.898239148,,,
large_complex,SEIRS,0.3,0.9,0.5,0.6,0.007398662,0.002351203,0.001562021,0.003537493,0.893375164,0.915856054,0.959123941,0.900489579,,,
large_complex,SEIRS,0.3,0.9,0.5,0.7,0.006869086,0.002010046,0.001555468,0.003327436,0.905627487,0.943925071,0.961154956,0.900246737,,,
large_complex,SEIRS,0.3,0.9,0.5,0.8,0.007204564,0.002385099,0.001523209,0.003336194,0.881880453,0.91467618,0.961127613,0.861456117,,,
large_complex,SEIRS,0.3,0.9,0.5,0.9,0.007342163,0.0025593,0.001616691,0.003225454,0.866983997,0.899072491,0.955733035,0.862953827,,,
large_complex,SEIRS,0.3,0.9,0.5,1,0.00724822,0.002409213,0.001569269,0.003358947,0.866642,0.914260254,0.958670887,nan,,,
large_complex,SEIRS,0.3,0.9,0.6,0.1,0.006589444,0.002068731,0.001640344,0.004786692,0.989257275,0.92236451,0.954579157,0.983212238,,,
large_complex,SEIRS,0.3,0.9,0.6,0.2,0.007612333,0.002313751,0.001641553,0.005006338,0.953627051,0.900756352,0.953737838,0.94369372,,,
large_complex,SEIRS,0.3,0.9,0.6,0.3,0.007286776,0.002222537,0.001643111,0.004208265,0.937053983,0.910055178,0.953553415,0.931775342,,,
large_complex,SEIRS,0.3,0.9,0.6,0.4,0.007042639,0.002126877,0.001637354,0.003808634,0.92326247,0.919589668,0.956027773,0.903046209,,,
large_complex,SEIRS,0.3,0.9,0.6,0.5,0.007283198,0.002262584,0.001667902,0.003605486,0.903733328,0.906250756,0.953910564,0.906724841,,,
large_complex,SEIRS,0.3,0.9,0.6,0.6,0.007092368,0.002173779,0.001673839,0.003406539,0.899640816,0.917059767,0.953569481,0.919320028,,,
large_complex,SEIRS,0.3,0.9,0.6,0.7,0.007381694,0.002375208,0.001776299,0.003387454,0.873292565,0.896626387,0.945943087,0.860175438,,,
large_complex,SEIRS,0.3,0.9,0.6,0.8,0.007162068,0.002093443,0.001687715,0.00350242,0.877075993,0.923437387,0.951759726,0.866043589,,,
large_complex,SEIRS,0.3,0.9,0.6,0.9,0.00741659,0.002269372,0.001691547,0.003549235,0.855743206,0.906726627,0.952386431,0.822317197,,,
large_complex,SEIRS,0.3,0.9,0.6,1,0.007371339,0.002291933,0.001796898,0.003480769,0.849035845,0.90583055,0.944055797,nan,,,
large_complex,SEIRS,0.3,0.9,0.7,0.1,0.007007918,0.001923057,0.001827549,0.005396737,0.98677105,0.923188881,0.94316234,0.979038011,,,
large_complex,SEIRS,0.3,0.9,0.7,0.2,0.006792068,0.002192248,0.001804711,0.004567941,0.963874465,0.896295491,0.943245699,0.948839365,,,
large_complex,SEIRS,0.3,0.9,0.7,0.3,0.007172205,0.002209379,0.001907041,0.004313983,0.935083256,0.895019932,0.936767135,0.915526548,,,
large_complex,SEIRS,0.3,0.9,0.7,0.4,0.006687443,0.002092053,0.001807824,0.003415292,0.93454406,0.907745895,0.944661749,0.94099373,,,
large_complex,SEIRS,0.3,0.9,0.7,0.5,0.007131454,0.0022783,0.001878086,0.00356023,0.904870314,0.888426794,0.939066447,0.903365029,,,
large_complex,SEIRS,0.3,0.9,0.7,0.6,0.007292412,0.002256043,0.001967359,0.003521969,0.883270747,0.891158243,0.932507645,0.890594857,,,
large_complex,SEIRS,0.3,0.9,0.7,0.7,0.007442733,0.00227942,0.001942978,0.003540331,0.866930686,0.888960671,0.934715165,0.901574192,,,
large_complex,SEIRS,0.3,0.9,0.7,0.8,0.00704563,0.002116581,0.001846169,0.003353934,0.873566229,0.906585176,0.941480045,0.851889315,,,
large_complex,SEIRS,0.3,0.9,0.7,0.9,0.007265016,0.002206866,0.001825473,0.003434153,0.855103224,0.897627707,0.943913665,0.877439524,,,
large_complex,SEIRS,0.3,0.9,0.7,1,0.007303695,0.002132326,0.001871815,0.003572659,0.844945369,0.906000791,0.940304811,nan,,,
large_complex,SEIRS,0.3,0.9,0.8,0.1,0.006532075,0.002177119,0.002117228,0.004994456,0.989323499,0.884918527,0.922550144,0.980504358,,,
large_complex,SEIRS,0.3,0.9,0.8,0.2,0.00685097,0.002035665,0.001913427,0.004734453,0.963850334,0.901977963,0.937472006,0.949406255,,,
large_complex,SEIRS,0.3,0.9,0.8,0.3,0.006728859,0.002008393,0.001921137,0.003801001,0.949514678,0.905220516,0.937660917,0.958388993,,,
large_complex,SEIRS,0.3,0.9,0.8,0.4,0.007265374,0.002141489,0.002028188,0.004074904,0.912606832,0.891101771,0.929892391,0.901441364,,,
large_complex,SEIRS,0.3,0.9,0.8,0.5,0.007235611,0.002076133,0.001970557,0.003789396,0.898400451,0.899023252,0.934486816,0.908541326,,,
large_complex,SEIRS,0.3,0.9,0.8,0.6,0.007243577,0.002206573,0.002020851,0.003690808,0.88176481,0.884337931,0.930663724,0.863712554,,,
large_complex,SEIRS,0.3,0.9,0.8,0.7,0.007301276,0.002203135,0.002133716,0.003558588,0.867597394,0.885268221,0.922478824,0.860898335,,,
large_complex,SEIRS,0.3,0.9,0.8,0.8,0.007206442,0.00224115,0.002056397,0.003438144,0.859258939,0.880605839,0.928343455,0.842985873,,,
large_complex,SEIRS,0.3,0.9,0.8,0.9,0.007563412,0.002156934,0.002022507,0.003770168,0.832651881,0.890954107,0.931057126,0.816746725,,,
large_complex,SEIRS,0.3,0.9,0.8,1,0.0077055,0.002352823,0.002217777,0.003653163,0.813614319,0.866862157,0.916168208,nan,,,
large_complex,SEIRS,0.3,0.9,0.9,0.1,0.0065411,0.002132244,0.002253671,0.0051137,0.989532212,0.880272201,0.914222632,0.979805335,,,
large_complex,SEIRS,0.3,0.9,0.9,0.2,0.006920485,0.002203724,0.002281249,0.004785098,0.962745175,0.871810142,0.91298648,0.948585854,,,
large_complex,SEIRS,0.3,0.9,0.9,0.3,0.006744189,0.002270181,0.002430832,0.004175656,0.94375823,0.863628794,0.901153338,0.920017491,,,
large_complex,SEIRS,0.3,0.9,0.9,0.4,0.007155479,0.002307924,0.002493922,0.004011922,0.912605453,0.859021971,0.896964228,0.89453955,,,
large_complex,SEIRS,0.3,0.9,0.9,0.5,0.007354907,0.002273084,0.00241514,0.003875951,0.888530609,0.864168355,0.903026898,0.87874327,,,
large_complex,SEIRS,0.3,0.9,0.9,0.6,0.007031113,0.002134436,0.002206728,0.003556133,0.888050442,0.882394089,0.918873556,0.877767115,,,
large_complex,SEIRS,0.3,0.9,0.9,0.7,0.007373154,0.002210857,0.002382798,0.003583585,0.859318234,0.872959975,0.905362749,0.855834792,,,
large_complex,SEIRS,0.3,0.9,0.9,0.8,0.007593773,0.002203717,0.002346517,0.003785312,0.834281703,0.874171355,0.908713054,0.813962541,,,
large_complex,SEIRS,0.3,0.9,0.9,0.9,0.007467429,0.002169378,0.002271917,0.003711206,0.832101083,0.878783992,0.914313777,0.831085167,,,
large_complex,SEIRS,0.3,0.9,0.9,1,0.007548012,0.00223499,0.002338793,0.003702679,0.817611594,0.870603889,0.909168574,nan,,,
large_complex,SEIRS,0.3,0.9,1,0.1,0.005972288,0.002246236,0.002676317,0.004758498,0.99169722,0.856485676,0.884552237,0.980362065,,,
large_complex,SEIRS,0.3,0.9,1,0.2,0.006086517,0.002259604,0.002697022,0.004244026,0.973906932,0.855131748,0.884258689,0.954719494,,,
large_complex,SEIRS,0.3,0.9,1,0.3,0.00699792,0.002270779,0.002726019,0.004394232,0.936826631,0.853998291,0.879026843,0.913998578,,,
large_complex,SEIRS,0.3,0.9,1,0.4,0.006697405,0.002279979,0.002723943,0.003860283,0.926665114,0.853064177,0.881677651,0.89462923,,,
large_complex,SEIRS,0.3,0.9,1,0.5,0.007308894,0.002287469,0.002683286,0.003902639,0.888071829,0.852303054,0.886431661,0.894512387,,,
large_complex,SEIRS,0.3,0.9,1,0.6,0.007340808,0.002293644,0.002688853,0.003755696,0.870442448,0.851675267,0.885302415,0.866777842,,,
large_complex,SEIRS,0.3,0.9,1,0.7,0.007655716,0.002298679,0.002702037,0.003827963,0.839285631,0.851162923,0.882344712,0.82105817,,,
large_complex,SEIRS,0.3,0.9,1,0.8,0.007251095,0.002303058,0.002592627,0.003556942,0.850106106,0.850717158,0.892964983,0.819093949,,,
large_complex,SEIRS,0.3,0.9,1,0.9,0.007398152,0.002307202,0.002622428,0.003637099,0.830782488,0.85029503,0.891007727,0.818827494,,,
large_complex,SEIRS,0.3,0.9,1,1,0.007637881,0.002311507,0.002647685,0.003777202,0.805599019,0.849856122,0.887782905,nan,,,
large_complex,SEIRS,0.3,1,0.1,0.1,0.007172077,0.003567154,0.001521555,0.003404035,0.990651072,0.978091646,0.937735372,0.987435475,,,
large_complex,SEIRS,0.3,1,0.1,0.2,0.006245487,0.003707781,0.001506188,0.002290647,0.983848472,0.972500979,0.939468567,0.974912866,,,
large_complex,SEIRS,0.3,1,0.1,0.3,0.006709875,0.004029788,0.001537968,0.002262115,0.974493967,0.965346484,0.936631223,0.957201053,,,
large_complex,SEIRS,0.3,1,0.1,0.4,0.006507515,0.003984421,0.001445864,0.002020913,0.974075754,0.969852775,0.945020075,0.943924414,,,
large_complex,SEIRS,0.3,1,0.1,0.5,0.006860384,0.004195087,0.001578304,0.002144358,0.965936606,0.961384416,0.932880143,0.922062911,,,
large_complex,SEIRS,0.3,1,0.1,0.6,0.007109017,0.004184862,0.001485859,0.002336853,0.963250731,0.969388148,0.941346579,0.856689981,,,
large_complex,SEIRS,0.3,1,0.1,0.7,0.005950101,0.003032056,0.001540907,0.002147595,0.977387195,0.986453293,0.936527545,0.847835134,,,
large_complex,SEIRS,0.3,1,0.1,0.8,0.006906015,0.004118706,0.001515623,0.002182208,0.96289222,0.970965333,0.938335629,0.846495439,,,
large_complex,SEIRS,0.3,1,0.1,0.9,0.007070415,0.004064175,0.0013294,0.002300578,0.958852851,0.975784708,0.953998423,0.817102811,,,
large_complex,SEIRS,0.3,1,0.1,1,0.006302079,0.003181092,0.0015693,0.002387102,0.968251754,0.984293942,0.933171271,nan,,,
large_complex,SEIRS,0.3,1,0.2,0.1,0.006345852,0.002555385,0.001405418,0.003660228,0.990830124,0.969076532,0.955248288,0.988296747,,,
large_complex,SEIRS,0.3,1,0.2,0.2,0.006169568,0.002682596,0.001412272,0.002986787,0.980065738,0.966799856,0.954921848,0.9741554,,,
large_complex,SEIRS,0.3,1,0.2,0.3,0.006871359,0.00265562,0.001488362,0.003583726,0.957126491,0.966370461,0.949122875,0.910016149,,,
large_complex,SEIRS,0.3,1,0.2,0.4,0.006455018,0.002975544,0.001448538,0.002725055,0.955811115,0.952759564,0.952498628,0.924616346,,,
large_complex,SEIRS,0.3,1,0.2,0.5,0.006917367,0.003474779,0.001361276,0.002510055,0.941520203,0.935554641,0.958420414,0.923738263,,,
large_complex,SEIRS,0.3,1,0.2,0.6,0.006725312,0.003158735,0.001449097,0.00273351,0.943332588,0.944649897,0.952408359,0.891829675,,,
large_complex,SEIRS,0.3,1,0.2,0.7,0.006545932,0.002975507,0.001426088,0.002571154,0.943947579,0.956836238,0.954298088,0.892595031,,,
large_complex,SEIRS,0.3,1,0.2,0.8,0.006922288,0.003155483,0.00136438,0.00280025,0.930218067,0.951301577,0.95859354,0.760172994,,,
large_complex,SEIRS,0.3,1,0.2,0.9,0.006476419,0.002848782,0.001527729,0.002710779,0.939521188,0.958887929,0.945603826,0.768331897,,,
large_complex,SEIRS,0.3,1,0.2,1,0.006523439,0.002719218,0.00138836,0.002765537,0.937001836,0.969496301,0.956686289,nan,,,
