Experiment,Model,beta,gamma,sigma,xi,NRMSE_S,NRMSE_E,NRMSE_I,NRMSE_R,Pearson_S,Pearson_E,Pearson_I,Pearson_R,,,
large_complex,SEIRS,0.7,0.5,0.1,0.5,0.285029221,0.203995526,0.040553732,0.0405032,0.877702397,0.569787196,0.983663655,0.80261841,,,
large_complex,SEIRS,0.7,0.5,0.1,0.6,0.285207098,0.208969684,0.04155124,0.034710615,0.86420191,0.521649732,0.987564688,0.765165325,,,
large_complex,SEIRS,0.7,0.5,0.1,0.7,0.285269851,0.212639046,0.042318511,0.030340354,0.856911711,0.489685437,0.99014323,0.774563268,,,
large_complex,SEIRS,0.7,0.5,0.1,0.8,0.285152584,0.215407974,0.042831638,0.026951892,0.871758601,0.497009293,0.989442153,0.794216498,,,
large_complex,SEIRS,0.7,0.5,0.1,0.9,0.285047304,0.217659209,0.043188112,0.024247192,0.880409456,0.482692726,0.985010791,0.7615799,,,
large_complex,SEIRS,0.7,0.5,0.1,1,0.285141366,0.219554013,0.043581504,0.02207141,0.87129081,0.443570438,0.978661879,nan,,,
large_complex,SEIRS,0.7,0.5,0.2,0.1,0.284136184,0.084464646,0.033640135,0.166327132,0.881001208,0.799200408,0.950280235,0.738457464,,,
large_complex,SEIRS,0.7,0.5,0.2,0.2,0.284957882,0.119245811,0.047560586,0.118217433,0.830233433,0.799486907,0.970310914,0.658348442,,,
large_complex,SEIRS,0.7,0.5,0.2,0.3,0.285247542,0.138382361,0.055190338,0.091704085,0.798435044,0.722997637,0.973410849,0.632043236,,,
large_complex,SEIRS,0.7,0.5,0.2,0.4,0.285437501,0.15046452,0.060060072,0.074924501,0.783120189,0.687271688,0.975069814,0.61100982,,,
large_complex,SEIRS,0.7,0.5,0.2,0.5,0.285365259,0.158777042,0.063341893,0.063254909,0.78975304,0.658195085,0.978810995,0.612801802,,,
large_complex,SEIRS,0.7,0.5,0.2,0.6,0.285231376,0.16484011,0.06565291,0.054748206,0.796995869,0.640982631,0.982799359,0.562294555,,,
large_complex,SEIRS,0.7,0.5,0.2,0.7,0.285558006,0.169521315,0.067676266,0.048373725,0.784838994,0.577780672,0.980447845,0.674257415,,,
large_complex,SEIRS,0.7,0.5,0.2,0.8,0.285186277,0.173162988,0.068828414,0.043216607,0.795113468,0.569062907,0.982994861,0.552341155,,,
large_complex,SEIRS,0.7,0.5,0.2,0.9,0.285445927,0.176130826,0.070189331,0.039156732,0.788906323,0.520483751,0.984192807,0.52776184,,,
large_complex,SEIRS,0.7,0.5,0.2,1,0.28543541,0.178570045,0.071130827,0.035771154,0.787157235,0.49003648,0.985098005,nan,,,
large_complex,SEIRS,0.7,0.5,0.3,0.1,0.284380642,0.062467344,0.037372414,0.18488794,0.874823849,0.789717589,0.910979576,0.737071548,,,
large_complex,SEIRS,0.7,0.5,0.3,0.2,0.285079278,0.092382,0.055289968,0.137544221,0.797647199,0.759368259,0.932436015,0.568749333,,,
large_complex,SEIRS,0.7,0.5,0.3,0.3,0.285425031,0.110036026,0.065909892,0.10953236,0.774759209,0.742988411,0.946823403,0.56252604,,,
large_complex,SEIRS,0.7,0.5,0.3,0.4,0.285487083,0.121648312,0.072902538,0.090955925,0.763322819,0.762323713,0.951473867,0.523100536,,,
large_complex,SEIRS,0.7,0.5,0.3,0.5,0.285535012,0.129926254,0.077863242,0.077756133,0.739835692,0.724813255,0.948795274,0.505253035,,,
large_complex,SEIRS,0.7,0.5,0.3,0.6,0.285518029,0.136114558,0.081507755,0.067906489,0.732715106,0.681857625,0.954759086,0.487857282,,,
large_complex,SEIRS,0.7,0.5,0.3,0.7,0.285613512,0.140913329,0.084411114,0.060301131,0.734978267,0.650232744,0.963116134,0.519189268,,,
large_complex,SEIRS,0.7,0.5,0.3,0.8,0.285541132,0.144688246,0.086636462,0.054235707,0.755664342,0.691795833,0.966233746,0.501304674,,,
large_complex,SEIRS,0.7,0.5,0.3,0.9,0.285566631,0.147816002,0.088504129,0.049260812,0.727078962,0.6527959,0.955882426,0.445027936,,,
large_complex,SEIRS,0.7,0.5,0.3,1,0.285582411,0.150425759,0.090030406,0.045153186,0.721406447,0.600613079,0.958741969,nan,,,
large_complex,SEIRS,0.7,0.5,0.4,0.1,0.284762248,0.049599213,0.039591405,0.195965014,0.831451089,0.759194173,0.876761138,0.686279808,,,
large_complex,SEIRS,0.7,0.5,0.4,0.2,0.285852309,0.07538595,0.060337689,0.150267228,0.746906018,0.755281188,0.875136955,0.544874364,,,
large_complex,SEIRS,0.7,0.5,0.4,0.3,0.285593744,0.09129118,0.073009943,0.121343015,0.744303631,0.789922064,0.907700209,0.530263778,,,
large_complex,SEIRS,0.7,0.5,0.4,0.4,0.285478304,0.102111373,0.081589304,0.101809202,0.737328986,0.776177012,0.91942998,0.523928958,,,
large_complex,SEIRS,0.7,0.5,0.4,0.5,0.285500146,0.109936969,0.08784461,0.087736902,0.708630712,0.774991581,0.9143799,0.406860425,,,
large_complex,SEIRS,0.7,0.5,0.4,0.6,0.285650399,0.115873742,0.092648074,0.077141359,0.70980448,0.750404396,0.92279832,0.480897515,,,
large_complex,SEIRS,0.7,0.5,0.4,0.7,0.285605418,0.120545076,0.09629297,0.068789545,0.68136899,0.71239566,0.905906992,0.393417886,,,
large_complex,SEIRS,0.7,0.5,0.4,0.8,0.285605491,0.124270622,0.099286795,0.062067916,0.713655155,0.732360022,0.920626815,0.407504064,,,
large_complex,SEIRS,0.7,0.5,0.4,0.9,0.285683954,0.127348696,0.101766554,0.056584239,0.68359707,0.720722122,0.914228276,0.355185687,,,
large_complex,SEIRS,0.7,0.5,0.4,1,0.285566121,0.129915553,0.103700282,0.05197903,0.696961079,0.719654666,0.91518984,nan,,,
large_complex,SEIRS,0.7,0.5,0.5,0.1,0.283896402,0.041135748,0.04090414,0.202276664,0.817809067,0.751970831,0.864487574,0.684289977,,,
large_complex,SEIRS,0.7,0.5,0.5,0.2,0.285294782,0.063671464,0.06359286,0.158192684,0.7923685,0.767955983,0.875664247,0.613515952,,,
large_complex,SEIRS,0.7,0.5,0.5,0.3,0.285864596,0.078041814,0.078091619,0.129812703,0.710711462,0.768461086,0.860183994,0.479065134,,,
large_complex,SEIRS,0.7,0.5,0.5,0.4,0.285474621,0.087979573,0.087894603,0.109640656,0.684579198,0.791154231,0.861186666,0.41392008,,,
large_complex,SEIRS,0.7,0.5,0.5,0.5,0.285573407,0.095287599,0.095206895,0.095103889,0.67593261,0.785320544,0.874618985,0.38661507,,,
large_complex,SEIRS,0.7,0.5,0.5,0.6,0.285782462,0.100896519,0.100918005,0.083998399,0.672131654,0.752937175,0.868155448,0.383786849,,,
large_complex,SEIRS,0.7,0.5,0.5,0.7,0.285460275,0.105290893,0.105119662,0.075070965,0.697545179,0.795442733,0.89263865,0.370254332,,,
large_complex,SEIRS,0.7,0.5,0.5,0.8,0.285637402,0.108876127,0.108778867,0.068000196,0.678362431,0.789462916,0.885032327,0.320297402,,,
large_complex,SEIRS,0.7,0.5,0.5,0.9,0.285632708,0.111839622,0.111701471,0.062116503,0.667787982,0.784952036,0.871370846,0.310538508,,,
large_complex,SEIRS,0.7,0.5,0.5,1,0.285632491,0.114326963,0.114170149,0.057167529,0.675530632,0.781619628,0.877224016,nan,,,
large_complex,SEIRS,0.7,0.5,0.6,0.1,0.284382683,0.035130518,0.041991469,0.207701307,0.824731328,0.764688756,0.849963374,0.69210722,,,
large_complex,SEIRS,0.7,0.5,0.6,0.2,0.285401905,0.055096693,0.066066989,0.164419444,0.800712253,0.790250643,0.853991409,0.635049089,,,
large_complex,SEIRS,0.7,0.5,0.6,0.3,0.285792266,0.068117399,0.081786097,0.135974143,0.740806685,0.812385204,0.864121842,0.515419991,,,
large_complex,SEIRS,0.7,0.5,0.6,0.4,0.285694234,0.077295244,0.092750669,0.115711791,0.715450695,0.786340701,0.862470792,0.47911963,,,
large_complex,SEIRS,0.7,0.5,0.6,0.5,0.285773373,0.08408786,0.100928107,0.100795759,0.674285523,0.790050543,0.853264239,0.392659517,,,
large_complex,SEIRS,0.7,0.5,0.6,0.6,0.285814884,0.089325252,0.107252745,0.089267912,0.637794443,0.794401688,0.824752673,0.329429007,,,
large_complex,SEIRS,0.7,0.5,0.6,0.7,0.28571523,0.093490658,0.112174881,0.080076292,0.639334633,0.801008555,0.834239806,0.320813473,,,
large_complex,SEIRS,0.7,0.5,0.6,0.8,0.285737285,0.096884441,0.116252689,0.072626355,0.642796461,0.803405963,0.845578256,0.229862284,,,
large_complex,SEIRS,0.7,0.5,0.6,0.9,0.285731764,0.099707688,0.1196099,0.066447935,0.645785859,0.798750474,0.831643783,0.328705476,,,
large_complex,SEIRS,0.7,0.5,0.6,1,0.285633636,0.102085271,0.122335514,0.061245805,0.628470117,0.799772528,0.819710571,nan,,,
large_complex,SEIRS,0.7,0.5,0.7,0.1,0.285079745,0.030707913,0.042883542,0.212004372,0.84534074,0.727750381,0.825772733,0.727057478,,,
large_complex,SEIRS,0.7,0.5,0.7,0.2,0.285562917,0.048590541,0.067973098,0.169202889,0.793184978,0.764373408,0.842674154,0.624051667,,,
large_complex,SEIRS,0.7,0.5,0.7,0.3,0.285809811,0.060464217,0.084672566,0.14077775,0.715080817,0.794421055,0.833503827,0.475198661,,,
large_complex,SEIRS,0.7,0.5,0.7,0.4,0.285232713,0.068907918,0.096277712,0.120109636,0.695220498,0.81994797,0.837769833,0.429024353,,,
large_complex,SEIRS,0.7,0.5,0.7,0.5,0.285814988,0.075240262,0.10537671,0.105241689,0.688488675,0.803767808,0.848687769,0.446897936,,,
large_complex,SEIRS,0.7,0.5,0.7,0.6,0.285796807,0.080139092,0.112240807,0.093453786,0.637536496,0.81706701,0.810927014,0.333495399,,,
large_complex,SEIRS,0.7,0.5,0.7,0.7,0.285620321,0.084062838,0.117592226,0.084009618,0.671361987,0.810192141,0.857246232,0.342701428,,,
large_complex,SEIRS,0.7,0.5,0.7,0.8,0.285647426,0.087258183,0.122096346,0.076323364,0.649694201,0.839028322,0.822057417,0.371757637,,,
large_complex,SEIRS,0.7,0.5,0.7,0.9,0.285615024,0.08993949,0.125778701,0.069925975,0.595912335,0.818733316,0.781495437,0.132575691,,,
large_complex,SEIRS,0.7,0.5,0.7,1,0.285710267,0.092199114,0.129013746,0.064536099,0.617845177,0.827780219,0.79064494,nan,,,
large_complex,SEIRS,0.7,0.5,0.8,0.1,0.284466144,0.027266523,0.043401034,0.214361455,0.813321986,0.721739469,0.800302348,0.677017015,,,
large_complex,SEIRS,0.7,0.5,0.8,0.2,0.285706339,0.043449097,0.069488274,0.172990357,0.779837793,0.768725849,0.815570916,0.596604688,,,
large_complex,SEIRS,0.7,0.5,0.8,0.3,0.285777622,0.054367456,0.086947675,0.144594108,0.710958951,0.763514403,0.823647866,0.481522082,,,
large_complex,SEIRS,0.7,0.5,0.8,0.4,0.285539075,0.06218468,0.099366102,0.124062036,0.709268679,0.802509833,0.859982069,0.43197596,,,
large_complex,SEIRS,0.7,0.5,0.8,0.5,0.285850878,0.068076702,0.108985986,0.108840018,0.64823046,0.81684343,0.798407115,0.410806572,,,
large_complex,SEIRS,0.7,0.5,0.8,0.6,0.285840347,0.072675211,0.116345929,0.096864497,0.635468702,0.81982394,0.790042311,0.352476864,,,
large_complex,SEIRS,0.7,0.5,0.8,0.7,0.285749997,0.076364885,0.12219249,0.087230844,0.624622454,0.823278146,0.788781183,0.376964293,,,
large_complex,SEIRS,0.7,0.5,0.8,0.8,0.285721965,0.079390207,0.126998646,0.079372696,0.609472832,0.826018899,0.777469851,0.284373456,,,
large_complex,SEIRS,0.7,0.5,0.8,0.9,0.285737073,0.081919807,0.131048121,0.072813389,0.617782214,0.823800654,0.783294561,0.266247141,,,
large_complex,SEIRS,0.7,0.5,0.8,1,0.285662585,0.08405419,0.134397196,0.067255835,0.635046912,0.850273381,0.791898825,nan,,,
large_complex,SEIRS,0.7,0.5,0.9,0.1,0.285311428,0.024532667,0.04395916,0.217392651,0.836266111,0.71201568,0.807099787,0.721012439,,,
large_complex,SEIRS,0.7,0.5,0.9,0.2,0.285422137,0.039320614,0.070588926,0.175755182,0.778577517,0.729966557,0.816723014,0.624688213,,,
large_complex,SEIRS,0.7,0.5,0.9,0.3,0.28587406,0.049380697,0.088881722,0.147768819,0.725112704,0.762856144,0.803302481,0.513216932,,,
large_complex,SEIRS,0.7,0.5,0.9,0.4,0.285749284,0.05665734,0.101953785,0.12723339,0.679978665,0.79323609,0.793129359,0.462111983,,,
large_complex,SEIRS,0.7,0.5,0.9,0.5,0.285806909,0.062170428,0.111904039,0.111796181,0.634374936,0.804178119,0.794520668,0.35505992,,,
large_complex,SEIRS,0.7,0.5,0.9,0.6,0.285826056,0.066488661,0.119718469,0.099678734,0.657249905,0.811940713,0.798460877,0.385867339,,,
large_complex,SEIRS,0.7,0.5,0.9,0.7,0.28578496,0.069970778,0.125947728,0.089920369,0.614310055,0.80160999,0.772145882,0.362294969,,,
large_complex,SEIRS,0.7,0.5,0.9,0.8,0.28581526,0.072819626,0.13112859,0.081912424,0.614013394,0.826886907,0.76455683,0.330821921,,,
large_complex,SEIRS,0.7,0.5,0.9,0.9,0.285806321,0.075209651,0.135424328,0.075220698,0.603769493,0.836436284,0.755779767,0.217628962,,,
large_complex,SEIRS,0.7,0.5,0.9,1,0.285789155,0.077242783,0.139066889,0.069532844,0.580901605,0.839808259,0.718673847,nan,,,
large_complex,SEIRS,0.7,0.5,1,0.1,0.284712213,0.022310817,0.044270311,0.218705567,0.824117081,0.700120016,0.807560273,0.731425611,,,
large_complex,SEIRS,0.7,0.5,1,0.2,0.28558601,0.035893656,0.07162148,0.17832763,0.79982442,0.737492785,0.827508076,0.640939277,,,
large_complex,SEIRS,0.7,0.5,1,0.3,0.285580193,0.045235843,0.090348622,0.150163395,0.748215051,0.761049493,0.809354951,0.530869251,,,
large_complex,SEIRS,0.7,0.5,1,0.4,0.28572782,0.052038454,0.103983938,0.129813258,0.69019612,0.777748028,0.813270588,0.436427408,,,
large_complex,SEIRS,0.7,0.5,1,0.5,0.285750766,0.057211277,0.114371023,0.114249815,0.663030446,0.790489773,0.796823808,0.403904391,,,
large_complex,SEIRS,0.7,0.5,1,0.6,0.285860477,0.061276792,0.122580647,0.102069815,0.637363054,0.800643095,0.782524951,0.291940904,,,
large_complex,SEIRS,0.7,0.5,1,0.7,0.285699077,0.064557466,0.129040668,0.092166878,0.644092886,0.809012483,0.793280827,0.304774626,,,
large_complex,SEIRS,0.7,0.5,1,0.8,0.285698147,0.0672598,0.134453929,0.084046165,0.607997389,0.816096547,0.751959931,0.298744012,,,
large_complex,SEIRS,0.7,0.5,1,0.9,0.28577472,0.069525876,0.139057925,0.077258135,0.620160424,0.822197362,0.758400582,0.222016276,,,
large_complex,SEIRS,0.7,0.5,1,1,0.285764834,0.07145472,0.142910685,0.0714706,0.623208851,0.827558621,0.753055647,nan,,,
large_complex,SEIRS,0.7,0.6,0.1,0.1,0.146086065,0.068413532,0.011376045,0.066560907,0.924568362,0.84147788,0.960060561,0.925404607,,,
large_complex,SEIRS,0.7,0.6,0.1,0.2,0.146625869,0.088340301,0.014702283,0.043651665,0.859454946,0.767223573,0.955625492,0.908505767,,,
large_complex,SEIRS,0.7,0.6,0.1,0.3,0.14644893,0.097928321,0.016256572,0.032297473,0.835594553,0.7414373,0.962218893,0.908817706,,,
large_complex,SEIRS,0.7,0.6,0.1,0.4,0.146585124,0.103616783,0.01721488,0.02576844,0.800456331,0.719455198,0.955560159,0.891628408,,,
large_complex,SEIRS,0.7,0.6,0.1,0.5,0.146410462,0.107099609,0.017852225,0.021498103,0.807849528,0.748521662,0.952291389,0.854294389,,,
large_complex,SEIRS,0.7,0.6,0.1,0.6,0.146216849,0.109726249,0.018195731,0.018338391,0.811475888,0.745142335,0.962961851,0.881195535,,,
large_complex,SEIRS,0.7,0.6,0.1,0.7,0.146438541,0.111811235,0.018581859,0.016111792,0.774776341,0.698126918,0.955990551,0.864064535,,,
large_complex,SEIRS,0.7,0.6,0.1,0.8,0.146493542,0.113456641,0.018775599,0.014330868,0.751429935,0.668028876,0.959654657,0.8340459,,,
large_complex,SEIRS,0.7,0.6,0.1,0.9,0.146533202,0.114579109,0.019086862,0.012962035,0.750598885,0.688945461,0.945459563,0.70671549,,,
large_complex,SEIRS,0.7,0.6,0.1,1,0.146509149,0.115600641,0.019210685,0.0118165,0.744583779,0.673301883,0.950200673,nan,,,
large_complex,SEIRS,0.7,0.6,0.2,0.1,0.145279329,0.044142667,0.014714675,0.086756422,0.910940208,0.823084621,0.931898956,0.89635418,,,
large_complex,SEIRS,0.7,0.6,0.2,0.2,0.145211291,0.062536422,0.020815227,0.06193847,0.864141913,0.780796641,0.936919569,0.882340931,,,
large_complex,SEIRS,0.7,0.6,0.2,0.3,0.145279854,0.072788759,0.024225981,0.048287025,0.818242232,0.745187424,0.932557112,0.852743448,,,
large_complex,SEIRS,0.7,0.6,0.2,0.4,0.145252435,0.079404475,0.026383725,0.03949135,0.781151223,0.681130164,0.919795407,0.813629357,,,
large_complex,SEIRS,0.7,0.6,0.2,0.5,0.145256113,0.083823519,0.027920295,0.033517657,0.769787324,0.699144001,0.917373853,0.813479085,,,
large_complex,SEIRS,0.7,0.6,0.2,0.6,0.14536442,0.087235326,0.029028887,0.029109648,0.729424919,0.63710312,0.908903647,0.800103738,,,
large_complex,SEIRS,0.7,0.6,0.2,0.7,0.14526367,0.089681216,0.029865952,0.025736828,0.735673253,0.673432815,0.906193297,0.754308929,,,
large_complex,SEIRS,0.7,0.6,0.2,0.8,0.145194226,0.091662961,0.030500921,0.023069054,0.738074142,0.670125396,0.91366078,0.758142197,,,
large_complex,SEIRS,0.7,0.6,0.2,0.9,0.145103672,0.093225011,0.03102728,0.020906699,0.751456936,0.690924091,0.917184725,0.714530815,,,
large_complex,SEIRS,0.7,0.6,0.2,1,0.145185516,0.094656521,0.03146473,0.019128402,0.714057314,0.63610879,0.908698016,nan,,,
large_complex,SEIRS,0.7,0.6,0.3,0.1,0.144775556,0.032714689,0.016348321,0.096151076,0.911660441,0.791576314,0.907146155,0.90112686,,,
large_complex,SEIRS,0.7,0.6,0.3,0.2,0.144844158,0.048544907,0.02422506,0.072214881,0.856345652,0.764231797,0.91427554,0.850429032,,,
large_complex,SEIRS,0.7,0.6,0.3,0.3,0.145037765,0.058116971,0.0290637,0.057912355,0.785721073,0.714623369,0.891876907,0.790232273,,,
large_complex,SEIRS,0.7,0.6,0.3,0.4,0.144883324,0.064488158,0.032192056,0.048232119,0.761177349,0.686209334,0.889057459,0.774287244,,,
large_complex,SEIRS,0.7,0.6,0.3,0.5,0.144941978,0.069019978,0.03450435,0.041429523,0.730163821,0.679150631,0.876155649,0.745634974,,,
large_complex,SEIRS,0.7,0.6,0.3,0.6,0.144771916,0.072371465,0.036178823,0.036228281,0.752871214,0.703584138,0.887854914,0.818307658,,,
large_complex,SEIRS,0.7,0.6,0.3,0.7,0.144708973,0.075027004,0.037468803,0.032228082,0.737943382,0.697523519,0.879219261,0.769769098,,,
large_complex,SEIRS,0.7,0.6,0.3,0.8,0.14475457,0.077197638,0.038529707,0.029058241,0.716624167,0.653597075,0.877210284,0.787435945,,,
large_complex,SEIRS,0.7,0.6,0.3,0.9,0.144647324,0.078886776,0.039351431,0.026443593,0.727474229,0.683801951,0.884156568,0.670770169,,,
large_complex,SEIRS,0.7,0.6,0.3,1,0.144769448,0.080387648,0.040152812,0.024287337,0.686622507,0.635878128,0.852621883,nan,,,
large_complex,SEIRS,0.7,0.6,0.4,0.1,0.14438447,0.026048618,0.017327548,0.101599869,0.91718904,0.760798908,0.880983081,0.899113642,,,
large_complex,SEIRS,0.7,0.6,0.4,0.2,0.144701452,0.039678299,0.026454097,0.078754255,0.848641306,0.763507615,0.88333602,0.837953524,,,
large_complex,SEIRS,0.7,0.6,0.4,0.3,0.144751054,0.048329789,0.032246919,0.064243289,0.792983868,0.74742241,0.868115852,0.802988413,,,
large_complex,SEIRS,0.7,0.6,0.4,0.4,0.144756964,0.054310494,0.036214609,0.05427098,0.748124448,0.7105968,0.86719451,0.729300995,,,
large_complex,SEIRS,0.7,0.6,0.4,0.5,0.144698502,0.058653605,0.039131736,0.046937031,0.726245719,0.702026205,0.840657928,0.742017766,,,
large_complex,SEIRS,0.7,0.6,0.4,0.6,0.144532317,0.061959258,0.041273445,0.041309171,0.738998405,0.695736803,0.868806824,0.755198482,,,
large_complex,SEIRS,0.7,0.6,0.4,0.7,0.144626158,0.064619182,0.043044112,0.036988026,0.691268445,0.644399506,0.840248837,0.699168161,,,
large_complex,SEIRS,0.7,0.6,0.4,0.8,0.144599001,0.066737168,0.044451991,0.033432547,0.679005907,0.626242353,0.834162246,0.647714901,,,
large_complex,SEIRS,0.7,0.6,0.4,0.9,0.144496906,0.068442245,0.045550289,0.030544803,0.698786893,0.658255315,0.852162417,0.707536827,,,
large_complex,SEIRS,0.7,0.6,0.4,1,0.144515836,0.069911499,0.046532848,0.028117927,0.686057099,0.642971041,0.850881294,nan,,,
large_complex,SEIRS,0.7,0.6,0.5,0.1,0.144744218,0.021683816,0.018000833,0.105782737,0.885078569,0.730605109,0.867387934,0.841096382,,,
large_complex,SEIRS,0.7,0.6,0.5,0.2,0.144739319,0.03356098,0.02801098,0.083416787,0.828647867,0.767447192,0.86316694,0.779032867,,,
large_complex,SEIRS,0.7,0.6,0.5,0.3,0.144647987,0.041414447,0.03451318,0.068834172,0.776568585,0.737915401,0.857279641,0.74218881,,,
large_complex,SEIRS,0.7,0.6,0.5,0.4,0.144685848,0.046940843,0.039162785,0.058642668,0.729838716,0.713812312,0.829350733,0.715496854,,,
large_complex,SEIRS,0.7,0.6,0.5,0.5,0.144588286,0.051044603,0.042530853,0.051055513,0.702455034,0.686052657,0.832969234,0.654980296,,,
large_complex,SEIRS,0.7,0.6,0.5,0.6,0.144440251,0.054188803,0.045105191,0.045179335,0.705947624,0.685574244,0.838146023,0.672978577,,,
large_complex,SEIRS,0.7,0.6,0.5,0.7,0.144529041,0.056714403,0.047267377,0.040583382,0.673868568,0.658469649,0.809012851,0.658651508,,,
large_complex,SEIRS,0.7,0.6,0.5,0.8,0.14442923,0.058742207,0.048907984,0.036807112,0.683802671,0.666871709,0.828611125,0.650345653,,,
large_complex,SEIRS,0.7,0.6,0.5,0.9,0.144442916,0.060446844,0.050354337,0.033691229,0.666169127,0.6529436,0.800188378,0.611712684,,,
large_complex,SEIRS,0.7,0.6,0.5,1,0.144432698,0.061885938,0.051526496,0.031074496,0.648640974,0.636062835,0.795121776,nan,,,
large_complex,SEIRS,0.7,0.6,0.6,0.1,0.144471707,0.018492458,0.018476505,0.108207305,0.899541541,0.769833483,0.855436063,0.86804786,,,
large_complex,SEIRS,0.7,0.6,0.6,0.2,0.14448322,0.029113403,0.02909825,0.086550044,0.836443487,0.751927677,0.840186936,0.814559915,,,
large_complex,SEIRS,0.7,0.6,0.6,0.3,0.144609869,0.036247305,0.036245516,0.072262524,0.76849538,0.728018714,0.839315079,0.726333639,,,
large_complex,SEIRS,0.7,0.6,0.6,0.4,0.144639616,0.041342692,0.041405211,0.061976462,0.70688647,0.717107363,0.80092353,0.65538658,,,
large_complex,SEIRS,0.7,0.6,0.6,0.5,0.144510742,0.045165096,0.045199654,0.054197355,0.699881458,0.70921925,0.808095077,0.656555562,,,
large_complex,SEIRS,0.7,0.6,0.6,0.6,0.144419669,0.048129381,0.048159119,0.048164846,0.695266582,0.715093594,0.808408771,0.66477687,,,
large_complex,SEIRS,0.7,0.6,0.6,0.7,0.144347632,0.050505153,0.050513837,0.043359044,0.695527704,0.716125473,0.813986635,0.673065079,,,
large_complex,SEIRS,0.7,0.6,0.6,0.8,0.144337288,0.0524761,0.052464078,0.039446709,0.681698435,0.686999237,0.803435762,0.683741278,,,
large_complex,SEIRS,0.7,0.6,0.6,0.9,0.144343498,0.054105145,0.054098748,0.036187538,0.660825804,0.680996843,0.79058305,0.590928161,,,
large_complex,SEIRS,0.7,0.6,0.6,1,0.144291268,0.055483157,0.055440568,0.033426499,0.666443357,0.678031298,0.799924032,nan,,,
large_complex,SEIRS,0.7,0.6,0.7,0.1,0.144415346,0.016272655,0.018864524,0.110145068,0.899347614,0.7159428,0.827059333,0.869537198,,,
large_complex,SEIRS,0.7,0.6,0.7,0.2,0.144482685,0.025727992,0.02998471,0.089124647,0.845229017,0.727592333,0.827156417,0.810329389,,,
large_complex,SEIRS,0.7,0.6,0.7,0.3,0.144582564,0.032234033,0.037568204,0.074936607,0.753668392,0.718200901,0.825786433,0.738437479,,,
large_complex,SEIRS,0.7,0.6,0.7,0.4,0.144450216,0.036942062,0.043111116,0.064509496,0.745750132,0.719987413,0.806495691,0.714296943,,,
large_complex,SEIRS,0.7,0.6,0.7,0.5,0.144436303,0.040524891,0.047290313,0.056712024,0.701198774,0.70069163,0.792660461,0.649108943,,,
large_complex,SEIRS,0.7,0.6,0.7,0.6,0.144394237,0.043327728,0.050556401,0.050576244,0.685483885,0.692921308,0.788340236,0.671271663,,,
large_complex,SEIRS,0.7,0.6,0.7,0.7,0.144343875,0.045572169,0.053176164,0.04564244,0.677231685,0.701258147,0.794021429,0.644286597,,,
large_complex,SEIRS,0.7,0.6,0.7,0.8,0.144310456,0.047447291,0.055333706,0.041591626,0.649663503,0.669603315,0.771276211,0.622430774,,,
large_complex,SEIRS,0.7,0.6,0.7,0.9,0.144264186,0.048992118,0.057139431,0.038194053,0.659656099,0.680765718,0.77940827,0.614282106,,,
large_complex,SEIRS,0.7,0.6,0.7,1,0.144208427,0.050296327,0.058637243,0.035334429,0.666731238,0.700394416,0.794373763,nan,,,
large_complex,SEIRS,0.7,0.6,0.8,0.1,0.144329897,0.014466747,0.019157606,0.111615478,0.882439738,0.72480958,0.81340755,0.847651534,,,
large_complex,SEIRS,0.7,0.6,0.8,0.2,0.144539778,0.023030376,0.030620492,0.091232069,0.826147785,0.734118602,0.834702984,0.792756571,,,
large_complex,SEIRS,0.7,0.6,0.8,0.3,0.144501952,0.029012691,0.03866475,0.077029523,0.758415571,0.727706582,0.797745159,0.727229604,,,
large_complex,SEIRS,0.7,0.6,0.8,0.4,0.144467695,0.033388574,0.044550382,0.066661399,0.728273967,0.728252903,0.781964073,0.685258942,,,
large_complex,SEIRS,0.7,0.6,0.8,0.5,0.144362695,0.036750292,0.048974229,0.058744966,0.70997923,0.701363549,0.793176423,0.657202971,,,
large_complex,SEIRS,0.7,0.6,0.8,0.6,0.144353968,0.039382505,0.052507146,0.052530187,0.673750759,0.703609271,0.780899211,0.622627591,,,
large_complex,SEIRS,0.7,0.6,0.8,0.7,0.144316238,0.041505041,0.055359103,0.047516367,0.660570223,0.713133184,0.76728783,0.650561007,,,
large_complex,SEIRS,0.7,0.6,0.8,0.8,0.144284346,0.043275109,0.057723318,0.043345793,0.651274195,0.696358849,0.754185449,0.61421053,,,
large_complex,SEIRS,0.7,0.6,0.8,0.9,0.144259838,0.044756997,0.059681329,0.039887533,0.629542345,0.689857721,0.743141219,0.63606317,,,
large_complex,SEIRS,0.7,0.6,0.8,1,0.14422771,0.046013592,0.061354626,0.03693205,0.633034508,0.692053078,0.747524659,nan,,,
large_complex,SEIRS,0.7,0.6,0.9,0.1,0.143828505,0.013060637,0.019376613,0.112344182,0.909559854,0.71729436,0.805155666,0.889293171,,,
large_complex,SEIRS,0.7,0.6,0.9,0.2,0.144403755,0.020874647,0.031198579,0.092748398,0.835019213,0.720785168,0.808263902,0.797464597,,,
large_complex,SEIRS,0.7,0.6,0.9,0.3,0.144298817,0.026401214,0.039496508,0.078630441,0.799921285,0.714992303,0.80874454,0.802103257,,,
