Experiment,Model,beta,gamma,sigma,xi,NRMSE_S,NRMSE_E,NRMSE_I,NRMSE_R,Pearson_S,Pearson_E,Pearson_I,Pearson_R,
large_complex,SIRS,0.2,0.9,0,1,0.003763267,0.855012975,0.001793275,0.00200851,0.730263656,nan,0.908470665,nan,
large_complex,SIRS,0.2,1,0,0.1,0.002837939,0.855012975,0.001857452,0.002563723,0.991753694,nan,0.894994269,0.976054708,
large_complex,SIRS,0.2,1,0,0.2,0.002363232,0.855012975,0.001867874,0.002096421,0.981485938,nan,0.89399401,0.946352927,
large_complex,SIRS,0.2,1,0,0.3,0.002810549,0.855012975,0.001877501,0.002131243,0.953308157,nan,0.893067909,0.910404008,
large_complex,SIRS,0.2,1,0,0.4,0.002684544,0.855012975,0.001886289,0.001814623,0.94318836,nan,0.892221206,0.901067824,
large_complex,SIRS,0.2,1,0,0.5,0.00317838,0.855012975,0.001892229,0.002006844,0.887649558,nan,0.891648261,0.837824037,
large_complex,SIRS,0.2,1,0,0.6,0.003269605,0.855012975,0.00189395,0.001886477,0.85859036,nan,0.891482397,0.829567873,
large_complex,SIRS,0.2,1,0,0.7,0.003396623,0.855012975,0.001890323,0.0018931,0.822401754,nan,0.891832975,0.776946747,
large_complex,SIRS,0.2,1,0,0.8,0.003736272,0.855012975,0.001880834,0.002060963,0.749230873,nan,0.892748214,0.695419953,
large_complex,SIRS,0.2,1,0,0.9,0.003618304,0.855012975,0.001865598,0.001910991,0.750525569,nan,0.894213302,0.706409565,
large_complex,SIRS,0.2,1,0,1,0.003817341,0.855012975,0.001851684,0.002035759,0.698447416,nan,0.895548315,nan,
large_complex,SIRS,0.3,0.1,0,0.1,0.242897867,0.855012975,0.382321284,0.143291417,0.437892782,nan,-0.320687296,0.528505427,
large_complex,SIRS,0.3,0.1,0,0.2,0.218046922,0.855012975,0.291602472,0.078429763,0.523687584,nan,0.414166854,0.498963418,
large_complex,SIRS,0.3,0.1,0,0.3,0.198795177,0.855012975,0.249112922,0.055021904,0.566245879,nan,0.531408599,0.482599669,
large_complex,SIRS,0.3,0.1,0,0.4,0.185101703,0.855012975,0.225027807,0.045390468,0.548500508,nan,0.535082757,0.443152526,
large_complex,SIRS,0.3,0.1,0,0.5,0.170125886,0.855012975,0.207952754,0.042320536,0.586870881,nan,0.579000044,0.417910673,
large_complex,SIRS,0.3,0.1,0,0.6,0.159931477,0.855012975,0.197316506,0.042176647,0.578439965,nan,0.574527268,0.38692065,
large_complex,SIRS,0.3,0.1,0,0.7,0.150840392,0.855012975,0.188883016,0.043397339,0.562133535,nan,0.562240003,0.323961778,
large_complex,SIRS,0.3,0.1,0,0.8,0.141495455,0.855012975,0.182055411,0.045362771,0.594585444,nan,0.594703227,0.287150856,
large_complex,SIRS,0.3,0.1,0,0.9,0.132826641,0.855012975,0.176199979,0.0478146,0.608200014,nan,0.609081995,0.202847413,
large_complex,SIRS,0.3,0.1,0,1,0.127634279,0.855012975,0.173245883,0.0504348,0.603265453,nan,0.604568296,nan,
large_complex,SIRS,0.3,0.2,0,0.1,0.4597811,0.855012975,0.382787464,0.081018709,-0.444829207,nan,-0.417551961,-0.077289016,
large_complex,SIRS,0.3,0.2,0,0.2,0.405926817,0.855012975,0.34405744,0.064612626,-0.233364424,nan,-0.481697428,0.112196862,
large_complex,SIRS,0.3,0.2,0,0.3,0.365215575,0.855012975,0.319523421,0.048983742,0.011016457,nan,-0.463744247,0.158892321,
large_complex,SIRS,0.3,0.2,0,0.4,0.334314351,0.855012975,0.306039578,0.032466132,0.188147382,nan,0.153545181,0.20830877,
large_complex,SIRS,0.3,0.2,0,0.5,0.309296939,0.855012975,0.296523373,0.019132946,0.308291884,nan,0.391625468,0.262478676,
large_complex,SIRS,0.3,0.2,0,0.6,0.288212192,0.855012975,0.289332099,0.014250597,0.364580503,nan,0.428955326,0.281677315,
large_complex,SIRS,0.3,0.2,0,0.7,0.270892793,0.855012975,0.284424983,0.020060697,0.38202666,nan,0.430440158,0.275740851,
large_complex,SIRS,0.3,0.2,0,0.8,0.255744098,0.855012975,0.279793195,0.02899318,0.387060754,nan,0.424379672,0.247643425,
large_complex,SIRS,0.3,0.2,0,0.9,0.244862682,0.855012975,0.278811547,0.037818318,0.407102871,nan,0.438119905,0.211290777,
large_complex,SIRS,0.3,0.2,0,1,0.232517998,0.855012975,0.27576981,0.046151359,0.448292876,nan,0.475884863,nan,
large_complex,SIRS,0.3,0.3,0,0.1,0.607145716,0.855012975,0.274386171,0.333597173,-0.54683267,nan,-0.367702344,-0.56844004,
large_complex,SIRS,0.3,0.3,0,0.2,0.530409304,0.855012975,0.286663692,0.24428481,-0.640350159,nan,-0.52386402,-0.666236169,
large_complex,SIRS,0.3,0.3,0,0.3,0.472768335,0.855012975,0.292972374,0.180257513,-0.632293844,nan,-0.558688507,-0.651728229,
large_complex,SIRS,0.3,0.3,0,0.4,0.422588198,0.855012975,0.291164881,0.131839502,-0.603706881,nan,-0.557242835,-0.617138185,
large_complex,SIRS,0.3,0.3,0,0.5,0.38873618,0.855012975,0.292188481,0.096942921,-0.602731798,nan,-0.567199912,-0.614804025,
large_complex,SIRS,0.3,0.3,0,0.6,0.3645143,0.855012975,0.294821413,0.070110394,-0.621099206,nan,-0.59271693,-0.621908433,
large_complex,SIRS,0.3,0.3,0,0.7,0.343186203,0.855012975,0.29583604,0.04780536,-0.610862485,nan,-0.589160613,-0.601206214,
large_complex,SIRS,0.3,0.3,0,0.8,0.323788666,0.855012975,0.295327076,0.029021799,-0.614909205,nan,-0.597040744,-0.583188789,
large_complex,SIRS,0.3,0.3,0,0.9,0.314937207,0.855012975,0.301711871,0.014062454,-0.65195013,nan,-0.63594792,-0.556132324,
large_complex,SIRS,0.3,0.3,0,1,0.298468006,0.855012975,0.298986197,0.003933167,-0.623493639,nan,-0.611117252,nan,
large_complex,SIRS,0.3,0.4,0,0.1,0.010915366,0.855012975,0.003491628,0.008399407,0.92931872,nan,0.890057485,0.937817013,
large_complex,SIRS,0.3,0.4,0,0.2,0.140875918,0.855012975,0.048654552,0.092591917,-0.05250544,nan,0.031922763,-0.068352349,
large_complex,SIRS,0.3,0.4,0,0.3,0.079901881,0.855012975,0.035187474,0.045045382,-0.015270534,nan,0.082569558,-0.050488472,
large_complex,SIRS,0.3,0.4,0,0.4,0.060506008,0.855012975,0.032763195,0.028078842,0.002385995,nan,0.08269679,-0.031632546,
large_complex,SIRS,0.3,0.4,0,0.5,0.092300037,0.855012975,0.058083243,0.03454243,-0.045598813,nan,0.005378025,-0.080085557,
large_complex,SIRS,0.3,0.4,0,0.6,0.04319568,0.855012975,0.030553752,0.012994487,0.042501801,nan,0.104123085,-0.014354978,
large_complex,SIRS,0.3,0.4,0,0.7,0.044591399,0.855012975,0.035117634,0.009854592,0.045104248,nan,0.086947858,-0.008092712,
large_complex,SIRS,0.3,0.4,0,0.8,0.014029802,0.855012975,0.011330065,0.003316671,0.283246731,nan,0.348471883,0.156697728,
large_complex,SIRS,0.3,0.4,0,0.9,0.014927973,0.855012975,0.013110664,0.002919007,0.310575497,nan,0.373161615,0.04198171,
large_complex,SIRS,0.3,0.4,0,1,0.006953977,0.855012975,0.004445214,0.00253722,0.733400796,nan,0.819246882,nan,
large_complex,SIRS,0.3,0.5,0,0.1,0.007478954,0.855012975,0.00274475,0.005953723,0.959015506,nan,0.901139593,0.951605301,
large_complex,SIRS,0.3,0.5,0,0.2,0.006745525,0.855012975,0.002643079,0.004656807,0.910639833,nan,0.910254679,0.922051553,
large_complex,SIRS,0.3,0.5,0,0.3,0.005948356,0.855012975,0.002749518,0.003679808,0.895660471,nan,0.903855596,0.883596741,
large_complex,SIRS,0.3,0.5,0,0.4,0.005852286,0.855012975,0.002681642,0.003365739,0.848567826,nan,0.903030256,0.833023109,
large_complex,SIRS,0.3,0.5,0,0.5,0.005653807,0.855012975,0.002793997,0.002979077,0.837198042,nan,0.895242257,0.829686198,
large_complex,SIRS,0.3,0.5,0,0.6,0.005513078,0.855012975,0.00285275,0.002720947,0.819883096,nan,0.88992361,0.79535528,
large_complex,SIRS,0.3,0.5,0,0.7,0.005424827,0.855012975,0.002825217,0.002648451,0.808925944,nan,0.895330331,0.681194661,
large_complex,SIRS,0.3,0.5,0,0.8,0.005311258,0.855012975,0.002759033,0.002557257,0.802402539,nan,0.897116429,0.793480595,
large_complex,SIRS,0.3,0.5,0,0.9,0.005208211,0.855012975,0.002822722,0.002399513,0.796101774,nan,0.891777842,0.755558096,
large_complex,SIRS,0.3,0.5,0,1,0.004888152,0.855012975,0.002587182,0.002328681,0.820574779,nan,0.913696068,nan,
large_complex,SIRS,0.3,0.6,0,0.1,0.005925559,0.855012975,0.002393281,0.004755729,0.974924251,nan,0.90085335,0.967302183,
large_complex,SIRS,0.3,0.6,0,0.2,0.005211563,0.855012975,0.002297692,0.003749932,0.937265838,nan,0.910352673,0.920722057,
large_complex,SIRS,0.3,0.6,0,0.3,0.005249593,0.855012975,0.002286226,0.003401506,0.898318864,nan,0.911771702,0.908234327,
large_complex,SIRS,0.3,0.6,0,0.4,0.004827096,0.855012975,0.002145432,0.003012636,0.880884405,nan,0.924036069,0.852582489,
large_complex,SIRS,0.3,0.6,0,0.5,0.004886822,0.855012975,0.002297543,0.002783023,0.849205696,nan,0.910128918,0.834029256,
large_complex,SIRS,0.3,0.6,0,0.6,0.004920414,0.855012975,0.002419992,0.002614721,0.81787883,nan,0.896958562,0.800673312,
large_complex,SIRS,0.3,0.6,0,0.7,0.00488836,0.855012975,0.002342991,0.002585741,0.798375932,nan,0.903924927,0.748130274,
large_complex,SIRS,0.3,0.6,0,0.8,0.00463204,0.855012975,0.002370396,0.002283172,0.806109697,nan,0.900666328,0.786703314,
large_complex,SIRS,0.3,0.6,0,0.9,0.00463343,0.855012975,0.002315317,0.002321811,0.788587299,nan,0.906844747,0.704618725,
large_complex,SIRS,0.3,0.6,0,1,0.004652144,0.855012975,0.002402993,0.002250263,0.771858811,nan,0.900291898,nan,
large_complex,SIRS,0.3,0.7,0,0.1,0.005639454,0.855012975,0.002066225,0.004752989,0.970742119,nan,0.911372929,0.963063788,
large_complex,SIRS,0.3,0.7,0,0.2,0.005132247,0.855012975,0.002109618,0.003944411,0.923389723,nan,0.907238644,0.900454991,
large_complex,SIRS,0.3,0.7,0,0.3,0.004709756,0.855012975,0.002104947,0.003214373,0.899412228,nan,0.907585097,0.882062472,
large_complex,SIRS,0.3,0.7,0,0.4,0.003789562,0.855012975,0.002095935,0.002146757,0.927754731,nan,0.908521285,0.92873317,
large_complex,SIRS,0.3,0.7,0,0.5,0.004416908,0.855012975,0.002208115,0.002565856,0.853028873,nan,0.895713649,0.813840875,
large_complex,SIRS,0.3,0.7,0,0.6,0.004445565,0.855012975,0.002171299,0.002457163,0.825556867,nan,0.898631779,0.804510454,
large_complex,SIRS,0.3,0.7,0,0.7,0.004317376,0.855012975,0.002105677,0.002285116,0.820166649,nan,0.90569501,0.887113361,
large_complex,SIRS,0.3,0.7,0,0.8,0.004275179,0.855012975,0.002087912,0.002233127,0.801358312,nan,0.90800147,0.814504839,
large_complex,SIRS,0.3,0.7,0,0.9,0.004189954,0.855012975,0.002048377,0.002158509,0.794357754,nan,0.912549543,0.792075137,
large_complex,SIRS,0.3,0.7,0,1,0.004352402,0.855012975,0.002139115,0.002215471,0.753676674,nan,0.90361947,nan,
large_complex,SIRS,0.3,0.8,0,0.1,0.004649444,0.855012975,0.001924156,0.004044559,0.97819972,nan,0.910724234,0.964127265,
large_complex,SIRS,0.3,0.8,0,0.2,0.004567298,0.855012975,0.002019508,0.003480854,0.940154774,nan,0.900403353,0.927900356,
large_complex,SIRS,0.3,0.8,0,0.3,0.00364657,0.855012975,0.002049588,0.002421945,0.944876756,nan,0.897055421,0.92638511,
large_complex,SIRS,0.3,0.8,0,0.4,0.003828022,0.855012975,0.001883963,0.00244483,0.906678537,nan,0.914502976,0.88876244,
large_complex,SIRS,0.3,0.8,0,0.5,0.004207867,0.855012975,0.002129965,0.002513938,0.849338564,nan,0.886594131,0.824694169,
large_complex,SIRS,0.3,0.8,0,0.6,0.003855713,0.855012975,0.002054393,0.002147388,0.858741318,nan,0.895537086,0.833587594,
large_complex,SIRS,0.3,0.8,0,0.7,0.004056672,0.855012975,0.001931938,0.002277665,0.812636547,nan,0.909664986,0.784680504,
large_complex,SIRS,0.3,0.8,0,0.8,0.003931247,0.855012975,0.001896541,0.002125343,0.808575555,nan,0.913840226,0.778051466,
large_complex,SIRS,0.3,0.8,0,0.9,0.004216115,0.855012975,0.002177065,0.002099737,0.748070119,nan,0.88253166,0.801528047,
large_complex,SIRS,0.3,0.8,0,1,0.00418205,0.855012975,0.001991969,0.002199905,0.734723232,nan,0.903924228,nan,
large_complex,SIRS,0.3,0.9,0,0.1,0.004347193,0.855012975,0.00210833,0.003813662,0.982005307,nan,0.876822225,0.963832533,
large_complex,SIRS,0.3,0.9,0,0.2,0.003719714,0.855012975,0.002045275,0.002840805,0.963211787,nan,0.884750144,0.943225355,
large_complex,SIRS,0.3,0.9,0,0.3,0.003640677,0.855012975,0.002005737,0.002601776,0.934501892,nan,0.889473825,0.902729577,
large_complex,SIRS,0.3,0.9,0,0.4,0.003622626,0.855012975,0.002049217,0.002395424,0.909088862,nan,0.884102913,0.870679421,
large_complex,SIRS,0.3,0.9,0,0.5,0.004040668,0.855012975,0.001902552,0.002597292,0.840836363,nan,0.901917763,0.795266977,
large_complex,SIRS,0.3,0.9,0,0.6,0.003682136,0.855012975,0.001895797,0.002142051,0.855573194,nan,0.903265759,0.84035362,
large_complex,SIRS,0.3,0.9,0,0.7,0.004212647,0.855012975,0.002086179,0.002376083,0.760333678,nan,0.881002721,0.728479304,
large_complex,SIRS,0.3,0.9,0,0.8,0.00414555,0.855012975,0.002083317,0.002201877,0.746259813,nan,0.881630861,0.808573277,
large_complex,SIRS,0.3,0.9,0,0.9,0.004088686,0.855012975,0.002063665,0.002136461,0.733277227,nan,0.884042701,0.645370327,
large_complex,SIRS,0.3,0.9,0,1,0.004106873,0.855012975,0.001949032,0.002192459,0.710262899,nan,0.897550514,nan,
large_complex,SIRS,0.3,1,0,0.1,0.004048133,0.855012975,0.002021789,0.003698301,0.981388105,nan,0.878982859,0.9598474,
large_complex,SIRS,0.3,1,0,0.2,0.003595096,0.855012975,0.00202617,0.003001441,0.958564303,nan,0.878550284,0.92075719,
large_complex,SIRS,0.3,1,0,0.3,0.003565059,0.855012975,0.002032594,0.002768431,0.927349334,nan,0.877914589,0.870663456,
large_complex,SIRS,0.3,1,0,0.4,0.003472738,0.855012975,0.00204606,0.002374796,0.908869828,nan,0.876579202,0.865418565,
large_complex,SIRS,0.3,1,0,0.5,0.003810653,0.855012975,0.002060374,0.002396946,0.850024954,nan,0.87515707,0.821471906,
large_complex,SIRS,0.3,1,0,0.6,0.00373771,0.855012975,0.002071514,0.002167562,0.831073306,nan,0.874048799,0.814875669,
large_complex,SIRS,0.3,1,0,0.7,0.003877634,0.855012975,0.0020763,0.002170663,0.785849804,nan,0.873572443,0.753400137,
large_complex,SIRS,0.3,1,0,0.8,0.003877582,0.855012975,0.002073736,0.002067699,0.762480068,nan,0.873828446,0.740406525,
large_complex,SIRS,0.3,1,0,0.9,0.00407651,0.855012975,0.002063765,0.002158007,0.705006852,nan,0.874821242,0.66303443,
large_complex,SIRS,0.3,1,0,1,0.00416558,0.855012975,0.002047615,0.002189718,0.666617521,nan,0.876425572,nan,
large_complex,SIRS,0.4,0.1,0,0.1,0.178717918,0.855012975,0.348456793,0.177699279,0.360885561,nan,-0.382309013,0.470569607,
large_complex,SIRS,0.4,0.1,0,0.2,0.155920174,0.855012975,0.248273041,0.101677347,0.437655126,nan,0.284343637,0.458406754,
large_complex,SIRS,0.4,0.1,0,0.3,0.138215047,0.855012975,0.201519837,0.072238562,0.475418882,nan,0.418144428,0.45087397,
large_complex,SIRS,0.4,0.1,0,0.4,0.124209747,0.855012975,0.173586688,0.05911454,0.482208137,nan,0.455102028,0.413663232,
large_complex,SIRS,0.4,0.1,0,0.5,0.110165382,0.855012975,0.154636152,0.053493766,0.514808575,nan,0.497306368,0.404551306,
large_complex,SIRS,0.4,0.1,0,0.6,0.100917235,0.855012975,0.14263376,0.051895495,0.519651299,nan,0.511276794,0.353120398,
large_complex,SIRS,0.4,0.1,0,0.7,0.094078005,0.855012975,0.134669468,0.051734296,0.512666327,nan,0.508841794,0.281542667,
large_complex,SIRS,0.4,0.1,0,0.8,0.087863454,0.855012975,0.128774314,0.053142977,0.516103349,nan,0.513030251,0.261368676,
large_complex,SIRS,0.4,0.1,0,0.9,0.082686477,0.855012975,0.123588809,0.054733991,0.50769204,nan,0.506832895,0.175200255,
large_complex,SIRS,0.4,0.1,0,1,0.075299791,0.855012975,0.117985995,0.056769575,0.53074641,nan,0.530717871,nan,
large_complex,SIRS,0.4,0.2,0,0.1,0.329773192,0.855012975,0.339356956,0.042900843,-0.059388048,nan,-0.384191315,0.213228316,
large_complex,SIRS,0.4,0.2,0,0.2,0.27932711,0.855012975,0.279352753,0.036962796,0.135346527,nan,-0.266181533,0.240910274,
large_complex,SIRS,0.4,0.2,0,0.3,0.241847772,0.855012975,0.245702994,0.031397373,0.232742038,nan,0.152459681,0.279472367,
large_complex,SIRS,0.4,0.2,0,0.4,0.21411885,0.855012975,0.223769464,0.033053665,0.250503445,nan,0.239608392,0.266591839,
large_complex,SIRS,0.4,0.2,0,0.5,0.189076759,0.855012975,0.209505346,0.034536739,0.313563346,nan,0.315560954,0.296023657,
large_complex,SIRS,0.4,0.2,0,0.6,0.172784869,0.855012975,0.199229505,0.042377665,0.290494516,nan,0.294618811,0.27194408,
large_complex,SIRS,0.4,0.2,0,0.7,0.157255232,0.855012975,0.191509672,0.048964563,0.305720135,nan,0.310867887,0.270796889,
large_complex,SIRS,0.4,0.2,0,0.8,0.147720642,0.855012975,0.187111529,0.056212711,0.290808444,nan,0.296340166,0.232709679,
large_complex,SIRS,0.4,0.2,0,0.9,0.134231793,0.855012975,0.181284487,0.062955464,0.314671595,nan,0.320451459,0.208404908,
large_complex,SIRS,0.4,0.2,0,1,0.126470011,0.855012975,0.178492487,0.069393802,0.316075864,nan,0.322129083,nan,
large_complex,SIRS,0.4,0.3,0,0.1,0.414245187,0.855012975,0.22616926,0.189976905,-0.238783036,nan,-0.15415193,-0.161569705,
large_complex,SIRS,0.4,0.3,0,0.2,0.34384455,0.855012975,0.21331181,0.132002242,-0.277594365,nan,-0.208702288,-0.140972303,
large_complex,SIRS,0.4,0.3,0,0.3,0.287916984,0.855012975,0.200456729,0.089329729,-0.253315117,nan,-0.205847641,-0.081009689,
large_complex,SIRS,0.4,0.3,0,0.4,0.245713877,0.855012975,0.189644046,0.058924523,-0.244346887,nan,-0.214886185,-0.056164873,
large_complex,SIRS,0.4,0.3,0,0.5,0.216339615,0.855012975,0.184583564,0.036603551,-0.246269865,nan,-0.234510941,-0.03144259,
large_complex,SIRS,0.4,0.3,0,0.6,0.194957211,0.855012975,0.181287351,0.024741597,-0.226793257,nan,-0.236863219,-0.005862631,
large_complex,SIRS,0.4,0.3,0,0.7,0.176109392,0.855012975,0.177513376,0.024296937,-0.194724133,nan,-0.224098612,0.011023091,
large_complex,SIRS,0.4,0.3,0,0.8,0.159035939,0.855012975,0.174772725,0.029921687,-0.189605994,nan,-0.256399293,0.02669398,
large_complex,SIRS,0.4,0.3,0,0.9,0.147278998,0.855012975,0.172621311,0.039462861,-0.140197292,nan,-0.24091182,0.029701392,
large_complex,SIRS,0.4,0.3,0,1,0.137891814,0.855012975,0.17139023,0.048009048,-0.094439118,nan,-0.234548749,nan,
large_complex,SIRS,0.4,0.4,0,0.1,0.019448484,0.855012975,0.005551973,0.015092239,0.854390916,nan,0.77260746,0.870680248,
large_complex,SIRS,0.4,0.4,0,0.2,0.080998219,0.855012975,0.027753787,0.053690553,-0.164562691,nan,-0.030010115,-0.184458485,
large_complex,SIRS,0.4,0.4,0,0.3,0.042485155,0.855012975,0.018718692,0.024120527,-0.096677153,nan,0.059559012,-0.146535489,
large_complex,SIRS,0.4,0.4,0,0.4,0.022710019,0.855012975,0.011952299,0.011042836,0.047864392,nan,0.204769857,-0.032192107,
large_complex,SIRS,0.4,0.4,0,0.5,0.078095877,0.855012975,0.04908281,0.029336058,-0.243246008,nan,-0.191162422,-0.266232212,
large_complex,SIRS,0.4,0.4,0,0.6,0.042882699,0.855012975,0.030032937,0.013255967,-0.166986445,nan,-0.112833275,-0.197203294,
large_complex,SIRS,0.4,0.4,0,0.7,0.01961074,0.855012975,0.013902857,0.006200057,0.02382307,nan,0.106789038,-0.069539979,
large_complex,SIRS,0.4,0.4,0,0.8,0.028032829,0.855012975,0.023004557,0.0060593,-0.134741905,nan,-0.081504734,-0.184817374,
large_complex,SIRS,0.4,0.4,0,0.9,0.013817335,0.855012975,0.009186783,0.004650841,0.565025228,nan,0.639039997,0.488488988,
large_complex,SIRS,0.4,0.4,0,1,0.03615655,0.855012975,0.0351074,0.004365439,-0.204909858,nan,-0.180748878,nan,
large_complex,SIRS,0.4,0.5,0,0.1,0.012124081,0.855012975,0.003826637,0.00974056,0.923893703,nan,0.830477121,0.916727084,
large_complex,SIRS,0.4,0.5,0,0.2,0.009967649,0.855012975,0.003879723,0.006888744,0.85043429,nan,0.828339857,0.840542777,
large_complex,SIRS,0.4,0.5,0,0.3,0.008808117,0.855012975,0.003878391,0.005442508,0.818754732,nan,0.837858551,0.793475356,
large_complex,SIRS,0.4,0.5,0,0.4,0.008308659,0.855012975,0.003829411,0.004714578,0.797319117,nan,0.84892759,0.787676259,
large_complex,SIRS,0.4,0.5,0,0.5,0.008020528,0.855012975,0.004084543,0.004126866,0.758852426,nan,0.821444892,0.712384243,
large_complex,SIRS,0.4,0.5,0,0.6,0.008129042,0.855012975,0.004253247,0.003950427,0.697420002,nan,0.802305195,0.605715795,
large_complex,SIRS,0.4,0.5,0,0.7,0.007599291,0.855012975,0.004145013,0.003471153,0.731347976,nan,0.820392805,0.739814957,
large_complex,SIRS,0.4,0.5,0,0.8,0.00775535,0.855012975,0.004440543,0.0033159,0.675015782,nan,0.784235977,0.68705957,
large_complex,SIRS,0.4,0.5,0,0.9,0.007499007,0.855012975,0.004406473,0.003098133,0.685055218,nan,0.793511467,0.636331296,
large_complex,SIRS,0.4,0.5,0,1,0.007350279,0.855012975,0.00441694,0.002951494,0.67566019,nan,0.791426772,nan,
large_complex,SIRS,0.4,0.6,0,0.1,0.00869797,0.855012975,0.003022552,0.007064419,0.959422555,nan,0.862407197,0.954700288,
large_complex,SIRS,0.4,0.6,0,0.2,0.007114689,0.855012975,0.002965942,0.005004221,0.917769299,nan,0.867694331,0.915489892,
large_complex,SIRS,0.4,0.6,0,0.3,0.00691078,0.855012975,0.003106702,0.004455769,0.853715885,nan,0.85120529,0.833553696,
large_complex,SIRS,0.4,0.6,0,0.4,0.006682076,0.855012975,0.003135687,0.003969987,0.812598803,nan,0.85015377,0.788365488,
large_complex,SIRS,0.4,0.6,0,0.5,0.006266204,0.855012975,0.003043455,0.003437688,0.804479097,nan,0.860503735,0.807837572,
large_complex,SIRS,0.4,0.6,0,0.6,0.006006037,0.855012975,0.00298878,0.003134456,0.790424013,nan,0.866055849,0.776158187,
large_complex,SIRS,0.4,0.6,0,0.7,0.006165144,0.855012975,0.003202982,0.003039007,0.743119247,nan,0.842780075,0.710712522,
large_complex,SIRS,0.4,0.6,0,0.8,0.006024747,0.855012975,0.003160877,0.002876331,0.729102407,nan,0.845556508,0.730170082,
large_complex,SIRS,0.4,0.6,0,0.9,0.005886081,0.855012975,0.003128726,0.002771906,0.726835382,nan,0.85426523,0.653865709,
large_complex,SIRS,0.4,0.6,0,1,0.005877127,0.855012975,0.003217937,0.0026605,0.699353072,nan,0.84240855,nan,
large_complex,SIRS,0.4,0.7,0,0.1,0.007262852,0.855012975,0.002628593,0.006002081,0.96700188,nan,0.86725571,0.961655049,
large_complex,SIRS,0.4,0.7,0,0.2,0.006148328,0.855012975,0.002332799,0.004481346,0.928940734,nan,0.900444384,0.946190317,
large_complex,SIRS,0.4,0.7,0,0.3,0.005695139,0.855012975,0.002703451,0.003805395,0.884507134,nan,0.858447313,0.857653387,
large_complex,SIRS,0.4,0.7,0,0.4,0.005526806,0.855012975,0.002500727,0.003447769,0.850799966,nan,0.882507396,0.847725417,
large_complex,SIRS,0.4,0.7,0,0.5,0.005647107,0.855012975,0.002763715,0.003223167,0.791743498,nan,0.850222181,0.782591482,
large_complex,SIRS,0.4,0.7,0,0.6,0.005218013,0.855012975,0.002642871,0.0028366,0.805371273,nan,0.865683945,0.770169394,
large_complex,SIRS,0.4,0.7,0,0.7,0.005356555,0.855012975,0.002631862,0.002819577,0.758824178,nan,0.865964678,0.764114252,
large_complex,SIRS,0.4,0.7,0,0.8,0.005253362,0.855012975,0.002659426,0.002649722,0.742228007,nan,0.862944711,0.762932685,
large_complex,SIRS,0.4,0.7,0,0.9,0.005238494,0.855012975,0.002668009,0.002591367,0.7152528,nan,0.862669601,0.679861226,
large_complex,SIRS,0.4,0.7,0,1,0.005157205,0.855012975,0.002633022,0.002528344,0.705816109,nan,0.868336623,nan,
large_complex,SIRS,0.4,0.8,0,0.1,0.006724926,0.855012975,0.002351624,0.005829264,0.961727987,nan,0.873456114,0.948538611,
large_complex,SIRS,0.4,0.8,0,0.2,0.00486702,0.855012975,0.002365873,0.003526048,0.956713908,nan,0.872340456,0.948478396,
large_complex,SIRS,0.4,0.8,0,0.3,0.00473843,0.855012975,0.002249655,0.003188858,0.920360206,nan,0.886769274,0.91746661,
large_complex,SIRS,0.4,0.8,0,0.4,0.005037274,0.855012975,0.002457297,0.003162226,0.857226662,nan,0.860612115,0.852434341,
large_complex,SIRS,0.4,0.8,0,0.5,0.004860558,0.855012975,0.002336566,0.002892132,0.832885009,nan,0.87606967,0.836688608,
large_complex,SIRS,0.4,0.8,0,0.6,0.004835543,0.855012975,0.002439346,0.002740422,0.7974672,nan,0.862040969,0.751453887,
large_complex,SIRS,0.4,0.8,0,0.7,0.004903122,0.855012975,0.002319344,0.002737351,0.757358131,nan,0.877532276,0.732140642,
large_complex,SIRS,0.4,0.8,0,0.8,0.004740467,0.855012975,0.002301747,0.002530087,0.752026592,nan,0.880659431,0.753270781,
large_complex,SIRS,0.4,0.8,0,0.9,0.004891304,0.855012975,0.002453468,0.002496486,0.69998733,nan,0.862319472,0.632293824,
large_complex,SIRS,0.4,0.8,0,1,0.004839124,0.855012975,0.00239476,0.002456416,0.684896463,nan,0.870065384,nan,
large_complex,SIRS,0.4,0.9,0,0.1,0.005951742,0.855012975,0.002294328,0.005255519,0.967881514,nan,0.862598773,0.949059483,
large_complex,SIRS,0.4,0.9,0,0.2,0.004887877,0.855012975,0.002323141,0.003788082,0.942054224,nan,0.858833801,0.920903869,
large_complex,SIRS,0.4,0.9,0,0.3,0.004767017,0.855012975,0.002307294,0.003366445,0.898654758,nan,0.861013454,0.879783785,
large_complex,SIRS,0.4,0.9,0,0.4,0.004305708,0.855012975,0.002202789,0.002679914,0.893795918,nan,0.874578026,0.90528024,
large_complex,SIRS,0.4,0.9,0,0.5,0.004523805,0.855012975,0.002310692,0.002847063,0.83125782,nan,0.860049053,0.773423104,
large_complex,SIRS,0.4,0.9,0,0.6,0.00452403,0.855012975,0.002240765,0.002666472,0.798572722,nan,0.869585532,0.773663973,
large_complex,SIRS,0.4,0.9,0,0.7,0.004366349,0.855012975,0.002149409,0.002446129,0.7889001,nan,0.882112592,0.792035771,
large_complex,SIRS,0.4,0.9,0,0.8,0.004688076,0.855012975,0.002262162,0.002574259,0.708681956,nan,0.868476198,0.636766465,
