Experiment,Model,beta,gamma,sigma,xi,NRMSE_S,NRMSE_E,NRMSE_I,NRMSE_R,Pearson_S,Pearson_E,Pearson_I,Pearson_R,RSquared_S,RSquared_E,RSquared_I,RSquared_R,Error
large_simple,SEIRS,0.1,0.1,0.1,0.1,0.0512095754135805,0.017192516992516397,0.017275569209342267,0.01728305422466244,0.7590318875816541,0.7239147922568807,0.7908862992727336,0.7348097687091968,-1.7954237434559657,-2.6545832179706017,-0.7027449178703631,-1.6476115634761652,False
large_simple,SEIRS,0.1,0.1,0.1,0.2,0.04807999844967178,0.019297378062421305,0.018976945310687308,0.009952123235499575,0.7440632650765919,0.6934407190397907,0.7834472918446346,0.7338111690745672,-1.938746440195009,-2.955721641057669,-0.8257534548816252,-2.5757983002505624,False
large_simple,SEIRS,0.1,0.1,0.1,0.3,0.04850656047381037,0.02078962114519461,0.020903829561399658,0.007063581428159565,0.6963619881306046,0.6466734816086718,0.7158631305331762,0.7308577545564072,-2.483624845463601,-4.211370018453435,-1.1067883776309642,-3.482094142572884,False
large_simple,SEIRS,0.1,0.1,0.1,0.4,0.047733644484796896,0.02140812412438475,0.020836212900055287,0.0057038784912171675,0.7076261451489395,0.6401176591636694,0.7469727323630655,0.7133816540803191,-2.908890990453925,-4.98506045514678,-1.227707079530695,-7.659281884896878,False
large_simple,SEIRS,0.1,0.1,0.1,0.5,0.04816022737891025,0.021959023382031654,0.021707725828178814,0.004802697433111404,0.6778284564343727,0.6136689944411559,0.7114111614596748,0.6830078341635824,-3.1851942768110364,-5.324319515512237,-1.3871131428059553,-13.15523119705452,False
large_simple,SEIRS,0.1,0.1,0.1,0.6,0.04759992823782149,0.022293296028184445,0.021635162752190882,0.004164060754787685,0.6834801497066061,0.6022135009825703,0.7187296145198722,0.671813478870423,-3.0683290938353727,-5.696114403075241,-1.1401152713891833,-24.704457531744374,False
large_simple,SEIRS,0.1,0.1,0.1,0.7,0.046945320447926875,0.02199883633064771,0.021677673812538503,0.0036612705016700604,0.690636225847151,0.6310028786737486,0.7235392018668282,0.672441642362371,-2.7275328279177296,-4.527617447955777,-1.1498405733199721,-40.379740586757826,False
large_simple,SEIRS,0.1,0.1,0.1,0.8,0.04731510349678954,0.022169536545169875,0.022137534983748465,0.0032768502005892,0.6829404557875997,0.6325920300847679,0.7150118052074879,0.6149103674308352,-3.3018759442607992,-5.017095203803507,-1.6367417195830813,-54.83146988144599,False
large_simple,SEIRS,0.1,0.1,0.1,0.9,0.04669263613655101,0.022246878393755234,0.021775874061301284,0.0030342441946918383,0.6992996446820958,0.6364636473920957,0.7350981591161586,0.5256360397792641,-3.165881184383217,-5.19572622232046,-1.3906616592690426,-232.69948850323956,False
large_simple,SEIRS,0.1,0.1,0.1,1.0,0.04732095100798893,0.022433086284336108,0.0223698393206791,0.002820020889586094,0.6791452892487746,0.6223285502970005,0.7153279821071751,nan,-3.617426874722047,-5.152017183976142,-1.8623534852130694,-inf,False
